route,link,from_code,to_code,from_area,to_area,segment,direction,layer,flow_3h,PHF3h,flow_peak_hour
T1,14,214,215,KiryatAta North-East,Shefaram,branch,down,taxi,367.3,0.6,213.0
T1,15,215,216,Shefaram,Hamovil,branch,down,taxi,367.3,0.6,213.0
T1,16,216,217,Hamovil,Nazareth,branch,down,taxi,367.3,0.6,213.0
T1,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,up,taxi,578.7,0.6,335.6
T1,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,up,taxi,578.7,0.6,335.6
T1,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,up,taxi,660.1,0.6,382.7
T1,4,204,205,Hecht-Shprintzak,EinHayam,trunk,up,taxi,1091.9,0.6,633.1
T1,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,up,taxi,1440.2,0.6,835.0
T1,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,up,taxi,762.9,0.6,442.4
T1,7,207,208,Hamoshava,LowerCity,trunk,up,taxi,992.1,0.6,575.2
T1,8,208,209,LowerCity,Namal-Giborim,trunk,up,taxi,647.2,0.6,375.3
T1,9,209,210,Namal-Giborim,Hamifrats,trunk,up,taxi,256.7,0.6,148.8
T1,10,210,211,Hamifrats,Bazan-Hutsot,trunk,up,taxi,234.1,0.6,135.7
T1,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,up,taxi,178.8,0.6,103.7
T1,12,212,213,TsometKiryatAta,KiryatAta North,branch,up,taxi,0.0,0.6,0.0
T1,13,213,214,KiryatAta North,KiryatAta North-East,branch,up,taxi,0.0,0.6,0.0
T1,14,214,215,KiryatAta North-East,Shefaram,branch,up,taxi,0.0,0.6,0.0
T1,15,215,216,Shefaram,Hamovil,branch,up,taxi,23.5,0.6,13.6
T1,16,216,217,Hamovil,Nazareth,branch,up,taxi,23.5,0.6,13.6
T1,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,down,total,1315.0,,762.6
T1,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,down,total,5109.4,,2972.2
T1,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,down,total,5093.1,,2962.5
T1,4,204,205,Hecht-Shprintzak,EinHayam,trunk,down,total,4751.6,,2761.8
T1,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,down,total,4164.9,,2420.7
T1,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,down,total,5737.3,,3328.3
T1,7,207,208,Hamoshava,LowerCity,trunk,down,total,4319.4,,2510.2
T1,8,208,209,LowerCity,Namal-Giborim,trunk,down,total,4865.4,,2829.1
T1,9,209,210,Namal-Giborim,Hamifrats,trunk,down,total,4660.3,,2708.5
T1,10,210,211,Hamifrats,Bazan-Hutsot,trunk,down,total,4894.1,,2841.3
T1,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,down,total,4958.3,,2879.5
T1,12,212,213,TsometKiryatAta,KiryatAta North,branch,down,total,5808.9,,3372.3
T1,13,213,214,KiryatAta North,KiryatAta North-East,branch,down,total,5679.8,,3297.5
T1,14,214,215,KiryatAta North-East,Shefaram,branch,down,total,4588.2,,2663.7
T1,15,215,216,Shefaram,Hamovil,branch,down,total,3287.8,,1908.9
T1,16,216,217,Hamovil,Nazareth,branch,down,total,2798.4,,1626.0
T1,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,up,total,5127.0,,3162.9
T1,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,up,total,3710.6,,2277.4
T1,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,up,total,3953.0,,2420.3
T1,4,204,205,Hecht-Shprintzak,EinHayam,trunk,up,total,5574.0,,3395.5
T1,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,up,total,6877.7,,4189.0
T1,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,up,total,5940.8,,3643.5
T1,7,207,208,Hamoshava,LowerCity,trunk,up,total,4979.5,,3034.6
T1,8,208,209,LowerCity,Namal-Giborim,trunk,up,total,3871.7,,2367.9
T1,9,209,210,Namal-Giborim,Hamifrats,trunk,up,total,2987.2,,1839.6
T1,10,210,211,Hamifrats,Bazan-Hutsot,trunk,up,total,1913.9,,1175.6
T1,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,up,total,1698.3,,1048.1
T1,12,212,213,TsometKiryatAta,KiryatAta North,branch,up,total,785.2,,489.1
T1,13,213,214,KiryatAta North,KiryatAta North-East,branch,up,total,807.3,,503.4
T1,14,214,215,KiryatAta North-East,Shefaram,branch,up,total,855.8,,535.0
T1,15,215,216,Shefaram,Hamovil,branch,up,total,990.7,,618.5
T1,16,216,217,Hamovil,Nazareth,branch,up,total,1121.4,,700.5
T1,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,down,transit,188.7,,111.4
T1,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,down,transit,1488.9,,879.0
T1,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,down,transit,1464.1,,864.4
T1,4,204,205,Hecht-Shprintzak,EinHayam,trunk,down,transit,1196.9,,706.7
T1,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,down,transit,1058.7,,625.0
T1,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,down,transit,963.3,,568.7
T1,7,207,208,Hamoshava,LowerCity,trunk,down,transit,1063.9,,628.1
T1,8,208,209,LowerCity,Namal-Giborim,trunk,down,transit,1322.2,,780.6
T1,9,209,210,Namal-Giborim,Hamifrats,trunk,down,transit,1160.9,,685.4
T1,10,210,211,Hamifrats,Bazan-Hutsot,trunk,down,transit,975.0,,575.6
T1,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,down,transit,1075.2,,634.8
T1,12,212,213,TsometKiryatAta,KiryatAta North,branch,down,transit,1173.8,,693.0
T1,13,213,214,KiryatAta North,KiryatAta North-East,branch,down,transit,1154.7,,681.7
T1,14,214,215,KiryatAta North-East,Shefaram,branch,down,transit,918.1,,542.1
T1,15,215,216,Shefaram,Hamovil,branch,down,transit,649.7,,383.6
T1,16,216,217,Hamovil,Nazareth,branch,down,transit,649.8,,383.6
T1,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,up,transit,535.6,,316.2
T1,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,up,transit,510.4,,301.3
T1,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,up,transit,655.0,,386.7
T1,4,204,205,Hecht-Shprintzak,EinHayam,trunk,up,transit,1200.4,,708.7
T1,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,up,transit,1378.7,,814.0
T1,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,up,transit,1106.0,,653.0
T1,7,207,208,Hamoshava,LowerCity,trunk,up,transit,1015.5,,599.5
T1,8,208,209,LowerCity,Namal-Giborim,trunk,up,transit,713.3,,421.1
T1,9,209,210,Namal-Giborim,Hamifrats,trunk,up,transit,509.2,,300.6
T1,10,210,211,Hamifrats,Bazan-Hutsot,trunk,up,transit,319.3,,188.5
T1,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,up,transit,184.3,,108.8
T1,12,212,213,TsometKiryatAta,KiryatAta North,branch,up,transit,64.3,,38.0
T1,13,213,214,KiryatAta North,KiryatAta North-East,branch,up,transit,50.8,,30.0
T1,14,214,215,KiryatAta North-East,Shefaram,branch,up,transit,14.9,,8.8
T1,15,215,216,Shefaram,Hamovil,branch,up,transit,10.0,,5.9
T1,16,216,217,Hamovil,Nazareth,branch,up,transit,5.6,,3.3
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,down,bus,188.2,0.6,111.1
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,down,bus,1596.7,0.6,942.7
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,down,bus,1578.2,0.6,931.8
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,down,bus,1330.5,0.6,785.5
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,down,bus,1195.7,0.6,705.9
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,down,bus,1176.2,0.6,694.4
T2,7,207,208,Hamoshava,LowerCity,trunk,down,bus,1222.9,0.6,722.0
T2,8,208,209,LowerCity,Namal-Giborim,trunk,down,bus,1376.8,0.6,812.9
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,down,bus,1162.2,0.6,686.1
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,down,bus,1005.1,0.6,593.4
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,down,bus,1125.2,0.6,664.3
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,down,bus,1216.5,0.6,718.2
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,down,bus,945.4,0.6,558.2
T2,14,103,102,KiryatBialik Center,Kiryon,branch,down,bus,464.1,0.6,274.0
T2,15,102,101,Kiryon,TsurShalom,branch,down,bus,244.1,0.6,144.1
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,up,bus,542.2,0.6,320.1
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,up,bus,517.8,0.6,305.7
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,up,bus,663.1,0.6,391.5
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,up,bus,1211.3,0.6,715.2
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,up,bus,1390.6,0.6,821.0
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,up,bus,1120.3,0.6,661.4
T2,7,207,208,Hamoshava,LowerCity,trunk,up,bus,1039.6,0.6,613.8
T2,8,208,209,LowerCity,Namal-Giborim,trunk,up,bus,749.2,0.6,442.3
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,up,bus,564.4,0.6,333.2
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,up,bus,389.2,0.6,229.8
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,up,bus,256.0,0.6,151.2
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,up,bus,138.8,0.6,81.9
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,up,bus,284.7,0.6,168.1
T2,14,103,102,KiryatBialik Center,Kiryon,branch,up,bus,348.7,0.6,205.9
T2,15,102,101,Kiryon,TsurShalom,branch,up,bus,66.3,0.6,39.1
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,down,car,1104.2,0.6,628.6
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,down,car,2669.4,0.6,1519.7
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,down,car,2641.9,0.6,1504.0
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,down,car,2561.5,0.6,1458.3
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,down,car,2276.2,0.6,1295.8
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,down,car,4159.3,0.6,2367.9
T2,7,207,208,Hamoshava,LowerCity,trunk,down,car,2625.4,0.6,1494.7
T2,8,208,209,LowerCity,Namal-Giborim,trunk,down,car,2761.9,0.6,1572.4
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,down,car,2864.9,0.6,1631.0
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,down,car,4059.0,0.6,2310.8
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,down,car,5230.9,0.6,2977.9
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,down,car,6482.8,0.6,3690.6
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,down,car,7577.7,0.6,4314.0
T2,14,103,102,KiryatBialik Center,Kiryon,branch,down,car,3705.4,0.6,2109.5
T2,15,102,101,Kiryon,TsurShalom,branch,down,car,2278.4,0.6,1297.1
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,up,car,4012.7,0.6,2483.5
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,up,car,2621.5,0.6,1622.5
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,up,car,2637.9,0.6,1632.6
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,up,car,3281.8,0.6,2031.1
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,up,car,4058.8,0.6,2512.0
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,up,car,3970.2,0.6,2457.2
T2,7,207,208,Hamoshava,LowerCity,trunk,up,car,2837.4,0.6,1756.0
T2,8,208,209,LowerCity,Namal-Giborim,trunk,up,car,2202.1,0.6,1362.9
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,up,car,1926.4,0.6,1192.2
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,up,car,1095.7,0.6,678.1
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,up,car,1186.8,0.6,734.5
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,up,car,483.7,0.6,299.4
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,up,car,1934.2,0.6,1197.1
T2,14,103,102,KiryatBialik Center,Kiryon,branch,up,car,1205.0,0.6,745.7
T2,15,102,101,Kiryon,TsurShalom,branch,up,car,998.3,0.6,617.8
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,down,rail,0.0,0.6,0.0
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,down,rail,32.1,0.6,18.6
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,down,rail,32.1,0.6,18.6
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,down,rail,32.1,0.6,18.6
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,down,rail,32.1,0.6,18.6
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,down,rail,32.1,0.6,18.6
T2,7,207,208,Hamoshava,LowerCity,trunk,down,rail,32.1,0.6,18.6
T2,8,208,209,LowerCity,Namal-Giborim,trunk,down,rail,32.1,0.6,18.6
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,down,rail,34.4,0.6,20.0
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,down,rail,38.6,0.6,22.4
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,down,rail,38.6,0.6,22.4
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,down,rail,38.6,0.6,22.4
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,down,rail,20.7,0.6,12.0
T2,14,103,102,KiryatBialik Center,Kiryon,branch,down,rail,0.0,0.6,0.0
T2,15,102,101,Kiryon,TsurShalom,branch,down,rail,0.0,0.6,0.0
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,up,rail,0.0,0.6,0.0
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,up,rail,0.0,0.6,0.0
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,up,rail,0.0,0.6,0.0
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,up,rail,0.0,0.6,0.0
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,up,rail,0.0,0.6,0.0
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,up,rail,0.0,0.6,0.0
T2,7,207,208,Hamoshava,LowerCity,trunk,up,rail,0.0,0.6,0.0
T2,8,208,209,LowerCity,Namal-Giborim,trunk,up,rail,0.0,0.6,0.0
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,up,rail,0.0,0.6,0.0
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,up,rail,0.0,0.6,0.0
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,up,rail,0.0,0.6,0.0
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,up,rail,0.0,0.6,0.0
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,up,rail,0.0,0.6,0.0
T2,14,103,102,KiryatBialik Center,Kiryon,branch,up,rail,0.0,0.6,0.0
T2,15,102,101,Kiryon,TsurShalom,branch,up,rail,0.0,0.6,0.0
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,down,taxi,342.4,0.6,198.5
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,down,taxi,650.1,0.6,376.9
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,down,taxi,686.1,0.6,397.8
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,down,taxi,692.1,0.6,401.3
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,down,taxi,529.1,0.6,306.7
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,down,taxi,220.2,0.6,127.7
T2,7,207,208,Hamoshava,LowerCity,trunk,down,taxi,235.6,0.6,136.6
T2,8,208,209,LowerCity,Namal-Giborim,trunk,down,taxi,814.6,0.6,472.3
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,down,taxi,984.8,0.6,571.0
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,down,taxi,991.5,0.6,574.8
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,down,taxi,977.2,0.6,566.6
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,down,taxi,1019.0,0.6,590.8
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,down,taxi,1600.6,0.6,928.0
T2,14,103,102,KiryatBialik Center,Kiryon,branch,down,taxi,992.0,0.6,575.1
T2,15,102,101,Kiryon,TsurShalom,branch,down,taxi,402.7,0.6,233.5
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,up,taxi,681.1,0.6,394.9
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,up,taxi,704.1,0.6,408.2
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,up,taxi,785.5,0.6,455.4
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,up,taxi,1217.3,0.6,705.8
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,up,taxi,1586.2,0.6,919.7
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,up,taxi,908.9,0.6,527.0
T2,7,207,208,Hamoshava,LowerCity,trunk,up,taxi,1138.1,0.6,659.9
T2,8,208,209,LowerCity,Namal-Giborim,trunk,up,taxi,793.2,0.6,459.9
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,up,taxi,419.3,0.6,243.1
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,up,taxi,396.6,0.6,230.0
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,up,taxi,341.4,0.6,197.9
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,up,taxi,162.6,0.6,94.3
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,up,taxi,278.1,0.6,161.2
T2,14,103,102,KiryatBialik Center,Kiryon,branch,up,taxi,342.6,0.6,198.6
T2,15,102,101,Kiryon,TsurShalom,branch,up,taxi,222.8,0.6,129.2
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,down,total,1634.8,,938.2
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,down,total,4948.2,,2857.9
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,down,total,4938.3,,2852.2
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,down,total,4616.2,,2663.7
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,down,total,4033.0,,2327.1
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,down,total,5587.8,,3208.6
T2,7,207,208,Hamoshava,LowerCity,trunk,down,total,4116.0,,2371.8
T2,8,208,209,LowerCity,Namal-Giborim,trunk,down,total,4985.5,,2876.2
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,down,total,5046.4,,2908.1
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,down,total,6094.2,,3501.4
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,down,total,7372.0,,4231.3
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,down,total,8756.9,,5022.1
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,down,total,10144.4,,5812.2
T2,14,103,102,KiryatBialik Center,Kiryon,branch,down,total,5161.4,,2958.6
T2,15,102,101,Kiryon,TsurShalom,branch,down,total,2925.2,,1674.7
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,up,total,5236.0,,3198.5
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,up,total,3843.4,,2336.4
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,up,total,4086.5,,2479.5
T2,4,204,205,Hecht-Shprintzak,EinHayam,trunk,up,total,5710.3,,3452.0
T2,5,205,206,EinHayam,BatGalim-KiryatEliezer,trunk,up,total,7035.6,,4252.7
T2,6,206,207,BatGalim-KiryatEliezer,Hamoshava,trunk,up,total,5999.5,,3645.6
T2,7,207,208,Hamoshava,LowerCity,trunk,up,total,5015.1,,3029.7
T2,8,208,209,LowerCity,Namal-Giborim,trunk,up,total,3744.5,,2265.1
T2,9,209,210,Namal-Giborim,Hamifrats,trunk,up,total,2910.0,,1768.5
T2,10,210,211,Hamifrats,Bazan-Hutsot,trunk,up,total,1881.6,,1137.9
T2,11,211,212,Bazan-Hutsot,TsometKiryatAta,trunk,up,total,1784.2,,1083.6
T2,12,212,104,TsometKiryatAta,KiryatHaim,branch,up,total,785.0,,475.5
T2,13,104,103,KiryatHaim,KiryatBialik Center,branch,up,total,2496.9,,1526.4
T2,14,103,102,KiryatBialik Center,Kiryon,branch,up,total,1896.3,,1150.3
T2,15,102,101,Kiryon,TsurShalom,branch,up,total,1287.4,,786.2
T2,1,201,202,TiratCarmel,Matam-NeotPeres,trunk,down,transit,188.2,,111.1
T2,2,202,203,Matam-NeotPeres,HofCarmel-NeveDavid,trunk,down,transit,1628.7,,961.3
T2,3,203,204,HofCarmel-NeveDavid,Hecht-Shprintzak,trunk,down,transit,1610.3,,950.4
