TAZ,SZ,corridor,pop_2020,pop_2025,empl_2020,empl_2025,g_origin,origin basis,g_dest,dest basis
1702,17,False,966,995,8,7,1.0239,TAZ population,1.0259,superzone employment
1703,17,False,1518,1546,970,945,1.0147,TAZ population,0.9793,TAZ employment
1704,17,False,487,487,114,113,1.0167,superzone population,1.0259,superzone employment
1705,17,False,2518,2534,77,68,1.0051,TAZ population,1.0259,superzone employment
1706,17,False,1236,1239,265,265,1.0019,TAZ population,1.0259,superzone employment
1707,17,False,1938,1934,356,347,0.9983,TAZ population,1.0259,superzone employment
1708,17,False,501,500,503,478,0.9984,TAZ population,0.9600,TAZ employment
1709,17,False,0,0,1908,1918,1.0042,TAZ employment (pure-employment zone),1.0042,TAZ employment
1710,17,False,2539,2530,202,197,0.9972,TAZ population,1.0259,superzone employment
1711,17,False,2205,2197,296,297,0.9971,TAZ population,1.0259,superzone employment
1712,17,False,1405,1494,699,846,1.0504,TAZ population,1.1650,TAZ employment
1713,17,False,1131,1203,356,452,1.0506,TAZ population,1.0259,superzone employment
1714,17,False,1630,1686,269,262,1.0274,TAZ population,1.0259,superzone employment
1715,17,False,5020,5015,487,546,0.9992,TAZ population,1.0259,superzone employment
1716,17,False,1902,1912,418,396,1.0042,TAZ population,1.0259,superzone employment
1717,17,False,1585,1580,61,84,0.9975,TAZ population,1.0259,superzone employment
1718,17,False,3477,3650,6128,6470,1.0396,TAZ population,1.0444,TAZ employment
1719,17,True,506,515,619,618,1.0142,TAZ population,0.9987,TAZ employment
1720,17,False,0,0,0,0,1.0167,superzone population,1.0259,superzone employment
1721,17,False,555,636,97,117,1.1151,TAZ population,1.0259,superzone employment
1722,17,False,555,636,112,118,1.1151,TAZ population,1.0259,superzone employment
1723,17,False,966,995,6,6,1.0239,TAZ population,1.0259,superzone employment
1724,17,False,966,995,6,6,1.0239,TAZ population,1.0259,superzone employment
1725,17,False,966,995,8,7,1.0239,TAZ population,1.0259,superzone employment
1726,17,True,759,773,324,314,1.0147,TAZ population,1.0259,superzone employment
1727,17,True,1518,1546,970,945,1.0147,TAZ population,0.9793,TAZ employment
1728,17,False,759,773,324,314,1.0147,TAZ population,1.0259,superzone employment
1729,17,False,975,973,91,91,0.9984,TAZ population,1.0259,superzone employment
1730,17,False,975,973,23,22,0.9984,TAZ population,1.0259,superzone employment
1731,17,False,837,836,21,21,0.9990,TAZ population,1.0259,superzone employment
1732,17,False,2518,2534,180,214,1.0051,TAZ population,1.0259,superzone employment
1733,17,False,1236,1239,269,210,1.0019,TAZ population,1.0259,superzone employment
1734,17,False,1236,1239,265,354,1.0019,TAZ population,1.0259,superzone employment
1735,17,False,1236,1239,265,368,1.0019,TAZ population,1.0259,superzone employment
1736,17,False,1938,1934,89,98,0.9983,TAZ population,1.0259,superzone employment
1737,17,False,1001,999,338,335,0.9984,TAZ population,1.0259,superzone employment
1738,17,False,1001,999,507,504,0.9984,TAZ population,0.9953,TAZ employment
1739,17,False,702,750,180,192,1.0543,TAZ population,1.0259,superzone employment
1740,17,False,351,372,360,428,1.0167,superzone population,1.0259,superzone employment
1741,17,False,351,372,55,110,1.0167,superzone population,1.0259,superzone employment
1742,17,False,351,372,181,205,1.0167,superzone population,1.0259,superzone employment
1743,17,False,351,372,394,192,1.0167,superzone population,1.0259,superzone employment
1744,17,False,753,801,180,179,1.0507,TAZ population,1.0259,superzone employment
1745,17,False,1131,1203,180,173,1.0506,TAZ population,1.0259,superzone employment
1746,17,False,753,801,180,234,1.0507,TAZ population,1.0259,superzone employment
1747,17,False,815,845,852,835,1.0293,TAZ population,0.9840,TAZ employment
1748,17,False,815,845,104,106,1.0293,TAZ population,1.0259,superzone employment
1749,17,False,815,845,137,137,1.0293,TAZ population,1.0259,superzone employment
1750,17,False,1056,1053,180,138,0.9977,TAZ population,1.0259,superzone employment
1751,17,False,0,0,0,0,1.0167,superzone population,1.0259,superzone employment
1801,18,True,0,0,0,0,0.9461,superzone population,0.9746,superzone employment
1802,18,False,0,0,0,0,0.9461,superzone population,0.9746,superzone employment
1803,18,False,1757,1658,2629,2540,0.9547,TAZ population,0.9728,TAZ employment
1804,18,False,2515,2343,257,218,0.9449,TAZ population,0.9746,superzone employment
1805,18,False,7163,6672,875,778,0.9448,TAZ population,0.9103,TAZ employment
1806,18,False,3769,3511,454,447,0.9449,TAZ population,0.9746,superzone employment
1807,18,False,3341,3110,165,165,0.9443,TAZ population,0.9746,superzone employment
1808,18,False,0,0,0,0,0.9461,superzone population,0.9746,superzone employment
1809,18,False,0,0,1180,1180,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
1810,18,False,0,0,0,0,0.9461,superzone population,0.9746,superzone employment
1811,18,False,0,0,128,184,0.9461,superzone population,0.9746,superzone employment
1812,18,False,210,194,835,835,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
1813,18,False,0,0,1284,1284,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
1814,18,False,0,0,835,835,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
1815,18,False,0,0,875,889,1.0128,TAZ employment (pure-employment zone),1.0128,TAZ employment
1816,18,False,1757,1658,1693,1530,0.9547,TAZ population,0.9222,TAZ employment
1817,18,False,3520,3277,269,231,0.9444,TAZ population,0.9746,superzone employment
1901,19,False,4476,4857,625,688,1.0675,TAZ population,1.0799,TAZ employment
1902,19,False,7563,8202,574,708,1.0670,TAZ population,1.1828,TAZ employment
1903,19,False,4174,4529,945,1059,1.0675,TAZ population,1.0954,TAZ employment
1904,19,True,8485,9210,1097,1303,1.0678,TAZ population,1.1476,TAZ employment
1905,19,False,3394,3681,561,627,1.0671,TAZ population,1.0931,TAZ employment
1906,19,True,6983,7577,432,532,1.0675,TAZ population,1.1476,superzone employment
1907,19,False,8538,9265,915,1116,1.0676,TAZ population,1.1722,TAZ employment
1908,19,False,3596,3901,472,582,1.0673,TAZ population,1.1476,superzone employment
1909,19,False,8945,9710,6835,8051,1.0679,TAZ population,1.1400,TAZ employment
1910,19,False,2091,2269,51,100,1.0675,TAZ population,1.1476,superzone employment
1911,19,False,5035,5465,481,618,1.0678,TAZ population,1.1476,superzone employment
1912,19,False,5354,5811,722,853,1.0677,TAZ population,1.1427,TAZ employment
1913,19,False,5054,5484,595,722,1.0675,TAZ population,1.1674,TAZ employment
1914,19,False,4910,5328,563,683,1.0675,TAZ population,1.1672,TAZ employment
1915,19,False,0,0,1451,1564,1.0618,TAZ employment (pure-employment zone),1.0618,TAZ employment
1916,19,False,9107,9880,853,999,1.0673,TAZ population,1.1347,TAZ employment
1917,19,False,9991,10841,376,442,1.0675,TAZ population,1.1476,superzone employment
1918,19,False,5698,6186,567,687,1.0679,TAZ population,1.1660,TAZ employment
1919,19,False,4475,4860,368,436,1.0683,TAZ population,1.1476,superzone employment
1920,19,True,0,0,292,320,1.0677,superzone population,1.1476,superzone employment
1921,19,True,5405,5866,1632,1923,1.0677,TAZ population,1.1403,TAZ employment
1922,19,False,6756,7333,461,558,1.0678,TAZ population,1.1476,superzone employment
1923,19,False,8582,9315,1775,2188,1.0678,TAZ population,1.1822,TAZ employment
1924,19,True,9378,10180,2162,2312,1.0678,TAZ population,1.0551,TAZ employment
1925,19,False,8353,9067,1134,1326,1.0678,TAZ population,1.1333,TAZ employment
1926,19,False,6948,7542,4842,5996,1.0678,TAZ population,1.1865,TAZ employment
1927,19,False,6038,6555,3463,4195,1.0679,TAZ population,1.1658,TAZ employment
1928,19,False,2156,2343,2991,3561,1.0688,TAZ population,1.1498,TAZ employment
1929,19,False,6449,6998,1509,1843,1.0675,TAZ population,1.1735,TAZ employment
1930,19,False,4923,5345,1687,1946,1.0680,TAZ population,1.1210,TAZ employment
1931,19,False,8013,8699,472,570,1.0679,TAZ population,1.1476,superzone employment
1932,19,False,2311,2508,533,643,1.0676,TAZ population,1.1619,TAZ employment
1933,19,False,5995,6506,1182,1306,1.0676,TAZ population,1.0831,TAZ employment
1934,19,False,8273,8979,1444,1735,1.0677,TAZ population,1.1582,TAZ employment
1935,19,False,5728,6216,841,1042,1.0676,TAZ population,1.1870,TAZ employment
1936,19,False,3858,4188,521,616,1.0679,TAZ population,1.1434,TAZ employment
1937,19,False,1035,1117,140,223,1.0629,TAZ population,1.1476,superzone employment
1938,19,False,9997,10850,1251,1534,1.0677,TAZ population,1.1772,TAZ employment
2001,20,True,0,0,3577,4373,1.1744,TAZ employment (pure-employment zone),1.1744,TAZ employment
2002,20,True,5775,6278,2780,3394,1.0691,TAZ population,1.1731,TAZ employment
2003,20,True,3351,3653,1368,1695,1.0715,TAZ population,1.1870,TAZ employment
2004,20,True,4787,5179,453,515,1.0650,TAZ population,1.1853,superzone employment
2005,20,True,3825,4533,854,1252,1.1455,TAZ population,1.3581,TAZ employment
2006,20,False,0,0,2028,2528,1.1928,TAZ employment (pure-employment zone),1.1928,TAZ employment
2007,20,True,5374,5818,1134,1393,1.0656,TAZ population,1.1789,TAZ employment
2008,20,True,2686,2925,189,238,1.0706,TAZ population,1.1853,superzone employment
2009,20,True,4586,4956,1222,1460,1.0640,TAZ population,1.1530,TAZ employment
2010,20,True,0,0,4231,5171,1.1741,TAZ employment (pure-employment zone),1.1741,TAZ employment
2011,20,False,4723,5104,1015,1301,1.0640,TAZ population,1.2197,TAZ employment
2012,20,True,6833,7387,433,530,1.0644,TAZ population,1.1853,superzone employment
2013,20,False,0,0,0,0,1.0736,superzone population,1.1853,superzone employment
2101,21,True,6560,7081,1991,2371,1.0630,TAZ population,1.1500,TAZ employment
2102,21,False,9700,10526,1159,1374,1.0676,TAZ population,1.1458,TAZ employment
2103,21,False,3934,4248,799,856,1.0634,TAZ population,1.0567,TAZ employment
2104,21,False,0,0,5432,6407,1.1412,TAZ employment (pure-employment zone),1.1412,TAZ employment
2105,21,False,7066,7576,3882,4418,1.0573,TAZ population,1.1090,TAZ employment
2106,21,False,6296,6826,1896,2537,1.0668,TAZ population,1.2624,TAZ employment
2107,21,False,3181,3433,2140,2057,1.0629,TAZ population,0.9688,TAZ employment
2108,21,False,3029,3269,1553,1769,1.0629,TAZ population,1.1098,TAZ employment
2109,21,False,5368,5463,2659,3015,1.0141,TAZ population,1.1057,TAZ employment
2110,21,False,3965,4777,2205,2710,1.1607,TAZ population,1.1794,TAZ employment
2111,21,False,0,0,1653,2030,1.1786,TAZ employment (pure-employment zone),1.1786,TAZ employment
2112,21,False,6039,6519,4917,6001,1.0631,TAZ population,1.1728,TAZ employment
2201,22,False,2353,2539,1652,1970,1.0628,TAZ population,1.1512,TAZ employment
2202,22,False,7997,8679,1513,1875,1.0677,TAZ population,1.1872,TAZ employment
2203,22,False,6002,6001,1284,1201,0.9999,TAZ population,0.9479,TAZ employment
2204,22,False,3818,3820,1628,1577,1.0004,TAZ population,0.9749,TAZ employment
2205,22,False,5062,5061,1570,1607,0.9998,TAZ population,1.0188,TAZ employment
2206,22,False,3429,3428,1018,1033,0.9998,TAZ population,1.0118,TAZ employment
2207,22,False,823,824,848,1216,1.0010,TAZ population,1.3342,TAZ employment
2208,22,False,8684,9375,3083,3676,1.0632,TAZ population,1.1511,TAZ employment
2209,22,False,2397,2587,1250,1433,1.0629,TAZ population,1.1155,TAZ employment
2210,22,False,0,0,8818,10884,1.1834,TAZ employment (pure-employment zone),1.1834,TAZ employment
2211,22,False,2118,2294,662,792,1.0659,TAZ population,1.1542,TAZ employment
2212,22,False,1384,1494,849,1028,1.0631,TAZ population,1.1654,TAZ employment
2213,22,False,928,1022,203,238,1.0802,TAZ population,1.1383,superzone employment
2214,22,False,4678,5076,210,280,1.0675,TAZ population,1.1383,superzone employment
2215,22,False,1849,1995,518,616,1.0627,TAZ population,1.1487,TAZ employment
2216,22,False,4921,5311,388,492,1.0629,TAZ population,1.1383,superzone employment
2217,22,False,2596,2690,659,595,1.0289,TAZ population,0.9215,TAZ employment
2218,22,False,5058,5460,4402,5192,1.0631,TAZ population,1.1412,TAZ employment
2219,22,False,5338,5763,4151,4981,1.0632,TAZ population,1.1570,TAZ employment
2220,22,False,5623,6103,524,619,1.0677,TAZ population,1.1426,TAZ employment
2221,22,False,7301,7881,276,403,1.0631,TAZ population,1.1383,superzone employment
2222,22,False,3221,3478,398,509,1.0633,TAZ population,1.1383,superzone employment
2301,23,False,6372,6677,1241,1137,1.0381,TAZ population,0.9324,TAZ employment
2302,23,False,539,561,462,378,1.0325,TAZ population,1.0180,superzone employment
2303,23,False,4660,4791,919,1037,1.0224,TAZ population,1.1015,TAZ employment
2304,23,False,4327,4449,446,504,1.0225,TAZ population,1.0180,superzone employment
2305,23,False,5103,5247,1375,1309,1.0225,TAZ population,0.9614,TAZ employment
2306,23,False,3776,3878,394,444,1.0216,TAZ population,1.0180,superzone employment
2307,23,False,6240,6536,1592,1765,1.0378,TAZ population,1.0860,TAZ employment
2401,24,True,0,0,2311,2437,1.0434,TAZ employment (pure-employment zone),1.0434,TAZ employment
2402,24,True,0,0,2621,2629,1.0024,TAZ employment (pure-employment zone),1.0024,TAZ employment
2403,24,True,4930,6574,905,1167,1.2589,TAZ population,1.2256,TAZ employment
2404,24,True,4363,5848,474,628,1.2641,TAZ population,1.0884,superzone employment
2405,24,True,1848,2469,1174,1498,1.2608,TAZ population,1.2153,TAZ employment
2406,24,True,3663,4909,817,1047,1.2639,TAZ population,1.2195,TAZ employment
2407,24,True,3027,4055,874,1411,1.2635,TAZ population,1.4669,TAZ employment
2408,24,True,386,288,196,189,1.1059,superzone population,1.0884,superzone employment
2409,24,False,2255,1681,680,534,0.7906,TAZ population,0.8242,TAZ employment
2410,24,False,9968,11693,1138,1988,1.1362,TAZ population,1.5625,TAZ employment
2411,24,False,2940,2192,992,713,0.7907,TAZ population,0.7678,TAZ employment
2412,24,True,3223,4320,0,0,1.2641,TAZ population,1.0884,superzone employment
2413,24,True,0,0,0,0,1.1059,superzone population,1.0884,superzone employment
2414,24,False,0,0,485,485,1.1059,superzone population,1.0884,superzone employment
2415,24,True,1725,2313,317,415,1.2645,TAZ population,1.0884,superzone employment
2416,24,False,6542,7032,944,1244,1.0595,TAZ population,1.2470,TAZ employment
2417,24,False,694,518,470,381,0.7914,TAZ population,1.0884,superzone employment
2418,24,False,448,334,229,142,1.1059,superzone population,1.0884,superzone employment
2419,24,False,2248,1882,1204,1095,0.8675,TAZ population,0.9269,TAZ employment
2420,24,True,0,0,0,0,1.1059,superzone population,1.0884,superzone employment
2421,24,True,1516,2033,366,267,1.2646,TAZ population,1.0884,superzone employment
2422,24,False,3086,3317,460,591,1.0594,TAZ population,1.0884,superzone employment
2423,24,False,3827,4113,570,731,1.0594,TAZ population,1.2202,TAZ employment
2424,25,False,0,0,0,0,1.0064,superzone population,1.1701,superzone employment
2425,24,False,2144,1598,1009,780,0.7905,TAZ population,0.8139,TAZ employment
2426,24,True,0,0,0,0,1.1059,superzone population,1.0884,superzone employment
2427,24,False,1150,859,329,266,0.7918,TAZ population,1.0884,superzone employment
2501,25,False,2436,2845,502,618,1.1322,TAZ population,1.1809,TAZ employment
2502,25,False,994,742,369,301,0.7914,TAZ population,1.1701,superzone employment
2503,25,False,6587,6457,3259,4553,0.9842,TAZ population,1.3067,TAZ employment
2504,25,False,8615,8547,1507,1998,0.9937,TAZ population,1.2531,TAZ employment
2505,25,False,5796,6769,1818,2294,1.1322,TAZ population,1.2045,TAZ employment
2506,25,False,743,552,303,213,0.7884,TAZ population,1.1701,superzone employment
2507,25,False,2065,1541,1572,1377,0.7912,TAZ population,0.8995,TAZ employment
3001,30,False,5689,5971,2125,2339,1.0395,TAZ population,1.0798,TAZ employment
3002,30,False,5835,6460,1833,1799,1.0848,TAZ population,0.9851,TAZ employment
3003,30,False,6292,6966,584,728,1.0848,TAZ population,1.1928,TAZ employment
3004,30,False,4911,5158,771,1013,1.0400,TAZ population,1.2441,TAZ employment
3005,30,False,3230,3393,786,725,1.0402,TAZ population,0.9374,TAZ employment
3006,30,False,3877,4072,850,1119,1.0400,TAZ population,1.2460,TAZ employment
3007,30,False,3619,3800,563,741,1.0398,TAZ population,1.2458,TAZ employment
3008,30,False,6207,6515,943,1241,1.0395,TAZ population,1.2457,TAZ employment
3009,30,False,4654,4887,748,984,1.0399,TAZ population,1.2453,TAZ employment
3010,30,False,9639,10672,1640,2278,1.0849,TAZ population,1.3007,TAZ employment
3011,30,False,5582,6178,809,1124,1.0845,TAZ population,1.3009,TAZ employment
3012,30,False,5199,5758,826,1134,1.0851,TAZ population,1.2886,TAZ employment
3013,30,False,4195,4643,968,1271,1.0846,TAZ population,1.2434,TAZ employment
3101,31,False,11392,11731,2466,3174,1.0237,TAZ population,1.2237,TAZ employment
3102,31,False,2705,2948,207,284,1.0712,TAZ population,1.2611,superzone employment
3103,31,False,5893,6712,582,830,1.1097,TAZ population,1.3284,TAZ employment
3104,31,False,6666,7105,591,796,1.0523,TAZ population,1.2690,TAZ employment
3105,31,False,1955,2037,1216,1521,1.0334,TAZ population,1.1961,TAZ employment
3106,31,False,3822,3980,1571,1988,1.0329,TAZ population,1.2072,TAZ employment
3107,31,False,7500,8237,3231,4596,1.0779,TAZ population,1.3257,TAZ employment
3108,31,False,1882,1961,720,929,1.0334,TAZ population,1.2262,TAZ employment
3109,31,False,1403,1459,810,1083,1.0318,TAZ population,1.2616,TAZ employment
3110,31,False,5249,5491,1634,2318,1.0367,TAZ population,1.3228,TAZ employment
3111,31,False,4058,4230,1884,2409,1.0338,TAZ population,1.2173,TAZ employment
3201,32,False,2341,2460,1543,1817,1.0405,TAZ population,1.1397,TAZ employment
3202,32,False,3701,3890,1691,1981,1.0406,TAZ population,1.1350,TAZ employment
3203,32,False,3042,3198,1507,1759,1.0408,TAZ population,1.1317,TAZ employment
3204,32,False,0,0,0,0,1.0847,superzone population,1.1864,superzone employment
3205,32,False,7563,8367,2256,2767,1.0842,TAZ population,1.1774,TAZ employment
3206,32,False,6318,7003,723,983,1.0858,TAZ population,1.2786,TAZ employment
3207,32,False,5040,5583,3718,4924,1.0853,TAZ population,1.2520,TAZ employment
3208,32,False,3437,3802,2747,3583,1.0841,TAZ population,1.2368,TAZ employment
3209,32,False,5481,5762,4061,4738,1.0408,TAZ population,1.1313,TAZ employment
3210,32,False,4443,4668,1264,1478,1.0403,TAZ population,1.1333,TAZ employment
3211,32,False,2133,2244,854,1018,1.0414,TAZ population,1.1509,TAZ employment
3212,32,False,7856,9755,1569,2210,1.1891,TAZ population,1.3153,TAZ employment
3213,32,False,9569,11112,2929,4243,1.1270,TAZ population,1.3451,TAZ employment
3214,32,False,0,0,2269,2274,1.0018,TAZ employment (pure-employment zone),1.0018,TAZ employment
3215,32,False,3217,3239,1241,1411,1.0055,TAZ population,1.1082,TAZ employment
3216,32,False,1439,1511,655,754,1.0398,TAZ population,1.1192,TAZ employment
3301,33,False,1000,1052,237,274,1.0414,TAZ population,1.1210,superzone employment
3302,33,False,1920,2020,1077,1247,1.0415,TAZ population,1.1244,TAZ employment
3303,33,False,1993,1907,1860,1350,0.9653,TAZ population,0.7738,TAZ employment
3304,33,False,707,654,1454,1409,0.9396,TAZ population,0.9752,TAZ employment
3305,33,False,3510,3960,901,1128,1.1013,TAZ population,1.1969,TAZ employment
3306,33,False,0,0,1632,1637,1.0025,TAZ employment (pure-employment zone),1.0025,TAZ employment
3307,33,False,3130,3952,439,618,1.2051,TAZ population,1.1210,superzone employment
3308,33,False,954,1035,121,140,1.0674,TAZ population,1.1210,superzone employment
3309,33,False,3548,3727,1110,1397,1.0402,TAZ population,1.2020,TAZ employment
3310,33,False,4582,4690,869,1298,1.0188,TAZ population,1.3785,TAZ employment
3311,33,False,4691,5180,1040,1174,1.0826,TAZ population,1.1018,TAZ employment
3312,33,False,564,574,674,861,1.0142,TAZ population,1.2164,TAZ employment
3313,33,False,4167,4598,1146,1496,1.0819,TAZ population,1.2376,TAZ employment
3315,33,False,6014,6554,623,731,1.0712,TAZ population,1.1364,TAZ employment
3316,33,False,5068,5603,1807,2283,1.0836,TAZ population,1.2057,TAZ employment
3317,33,False,4711,5380,1231,1604,1.1121,TAZ population,1.2358,TAZ employment
3318,33,False,0,0,0,0,1.0698,superzone population,1.1210,superzone employment
3319,33,False,1747,1803,68,91,1.0256,TAZ population,1.1210,superzone employment
3320,33,False,489,498,9,15,1.0698,superzone population,1.1210,superzone employment
3321,33,False,464,488,110,146,1.0698,superzone population,1.1210,superzone employment
3322,33,False,3263,3466,771,917,1.0495,TAZ population,1.1488,TAZ employment
3401,34,False,1177,1092,727,674,0.9418,TAZ population,0.9412,TAZ employment
3402,34,False,1973,2140,280,332,1.0672,TAZ population,1.0950,superzone employment
3403,34,False,2423,2248,1162,1341,0.9418,TAZ population,1.1214,TAZ employment
3404,34,False,4243,4508,1012,1208,1.0497,TAZ population,1.1522,TAZ employment
3405,34,False,3892,4311,933,1158,1.0852,TAZ population,1.1887,TAZ employment
3406,34,False,2593,2875,369,464,1.0861,TAZ population,1.0950,superzone employment
3407,34,False,5591,6188,1036,1369,1.0845,TAZ population,1.2498,TAZ employment
3408,34,False,4255,4708,582,731,1.0843,TAZ population,1.2000,TAZ employment
3409,34,False,2308,2556,192,223,1.0851,TAZ population,1.0950,superzone employment
3410,34,False,355,331,79,88,1.0460,superzone population,1.0950,superzone employment
3411,34,False,1550,1437,818,818,0.9412,TAZ population,1.0000,TAZ employment
3412,34,False,4210,4306,320,424,1.0182,TAZ population,1.0950,superzone employment
3413,34,False,0,0,3874,3874,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
3414,34,False,3952,3994,372,430,1.0085,TAZ population,1.0950,superzone employment
3415,34,False,4762,5188,1314,1572,1.0709,TAZ population,1.1542,TAZ employment
3416,34,False,5342,5456,1670,2167,1.0170,TAZ population,1.2317,TAZ employment
3417,34,False,3855,4258,1416,1860,1.0828,TAZ population,1.2438,TAZ employment
3418,34,False,978,907,616,616,0.9415,TAZ population,1.0000,TAZ employment
3419,34,False,0,0,496,658,1.0460,superzone population,1.0950,superzone employment
3420,34,False,3269,3621,714,714,1.0853,TAZ population,1.0000,TAZ employment
3421,34,False,5492,5094,2085,2211,0.9416,TAZ population,1.0481,TAZ employment
3422,34,False,2600,2411,1639,1562,0.9414,TAZ population,0.9622,TAZ employment
3423,34,False,6557,7157,680,877,1.0726,TAZ population,1.2257,TAZ employment
3424,34,False,8965,9925,1064,1405,1.0848,TAZ population,1.2491,TAZ employment
3425,34,False,0,0,4475,4475,1.0000,TAZ employment (pure-employment zone),1.0000,TAZ employment
3426,34,False,7068,7773,485,597,1.0790,TAZ population,1.0950,superzone employment
3427,34,False,888,1118,27,37,1.2023,TAZ population,1.0950,superzone employment
3428,34,False,579,537,147,138,0.9415,TAZ population,1.0950,superzone employment
3429,34,False,975,904,210,231,0.9413,TAZ population,1.0950,superzone employment
3430,34,False,0,0,0,0,1.0460,superzone population,1.0950,superzone employment
3501,35,False,1389,1438,408,472,1.0281,TAZ population,1.0458,superzone employment
3502,35,False,5117,5363,2762,2985,1.0383,TAZ population,1.0641,TAZ employment
3503,35,False,1054,1107,604,647,1.0400,TAZ population,1.0566,TAZ employment
3504,35,False,510,535,116,106,1.0390,TAZ population,1.0458,superzone employment
3505,35,False,296,310,77,62,1.0856,superzone population,1.0458,superzone employment
3506,35,False,7954,8890,1307,1502,1.0931,TAZ population,1.1177,TAZ employment
3507,35,False,5697,6369,708,758,1.0933,TAZ population,1.0561,TAZ employment
3508,35,False,6057,6766,1483,1577,1.0926,TAZ population,1.0504,TAZ employment
3509,35,False,3565,3981,765,813,1.0923,TAZ population,1.0499,TAZ employment
3510,35,False,5788,6467,1376,1472,1.0928,TAZ population,1.0554,TAZ employment
3511,35,False,2282,2411,579,621,1.0450,TAZ population,1.0576,TAZ employment
3512,35,False,3003,3146,762,811,1.0379,TAZ population,1.0511,TAZ employment
3513,35,False,0,0,2000,2338,1.1331,TAZ employment (pure-employment zone),1.1331,TAZ employment
3514,35,False,6560,8218,2789,2536,1.1975,TAZ population,0.9267,TAZ employment
3515,35,False,8370,8833,3558,3673,1.0440,TAZ population,1.0258,TAZ employment
3516,35,False,2086,2608,5966,5970,1.1956,TAZ population,1.0005,TAZ employment
3517,35,False,5041,6313,1130,1335,1.1972,TAZ population,1.1427,TAZ employment
3518,35,False,4177,5229,890,1036,1.1969,TAZ population,1.1292,TAZ employment
3519,35,False,5677,7109,972,1131,1.1972,TAZ population,1.1289,TAZ employment
3520,35,False,10132,10511,1822,1867,1.0298,TAZ population,1.0197,TAZ employment
3521,35,False,3822,3939,2082,2185,1.0244,TAZ population,1.0394,TAZ employment
3522,35,False,0,0,1415,1622,1.1154,TAZ employment (pure-employment zone),1.1154,TAZ employment
3524,35,False,2585,2708,2202,2271,1.0379,TAZ population,1.0250,TAZ employment
3525,35,False,0,0,0,0,1.0856,superzone population,1.0458,superzone employment
3526,35,False,4312,4519,1887,1991,1.0382,TAZ population,1.0439,TAZ employment
3527,35,False,4333,4585,1197,1328,1.0463,TAZ population,1.0866,TAZ employment
3528,35,False,6323,6624,2157,2384,1.0379,TAZ population,1.0833,TAZ employment
3529,35,False,3426,3829,688,737,1.0930,TAZ population,1.0566,TAZ employment
3530,35,False,1693,1774,2359,2377,1.0381,TAZ population,1.0061,TAZ employment
3531,35,False,2995,3137,2604,2658,1.0378,TAZ population,1.0166,TAZ employment
3532,35,False,3076,3283,1195,1353,1.0535,TAZ population,1.1044,TAZ employment
3601,36,False,6151,6676,291,341,1.0677,TAZ population,1.1686,superzone employment
3602,36,False,10682,11595,1580,1914,1.0678,TAZ population,1.1658,TAZ employment
3603,36,False,4592,4975,209,472,1.0662,TAZ population,1.1686,superzone employment
3604,36,False,4812,5204,1741,1994,1.0647,TAZ population,1.1147,TAZ employment
3605,36,False,3756,4066,784,887,1.0655,TAZ population,1.1038,TAZ employment
3606,36,False,3973,4311,826,918,1.0675,TAZ population,1.0882,TAZ employment
3607,36,False,0,0,5512,6769,1.1786,TAZ employment (pure-employment zone),1.1786,TAZ employment
3608,36,False,715,776,107,134,1.0677,TAZ population,1.1686,superzone employment
3609,36,False,9225,10013,2716,3202,1.0678,TAZ population,1.1408,TAZ employment
3610,36,False,0,0,3085,3595,1.1302,TAZ employment (pure-employment zone),1.1302,TAZ employment
3611,36,False,197,240,1158,1352,1.1319,TAZ employment (pure-employment zone),1.1319,TAZ employment
3612,36,False,9001,10149,1918,2216,1.1008,TAZ population,1.1225,TAZ employment
3613,36,False,0,0,882,1030,1.1321,TAZ employment (pure-employment zone),1.1321,TAZ employment
3614,36,False,7641,8272,415,1006,1.0655,TAZ population,1.1686,superzone employment
3615,36,False,9727,10510,3140,4220,1.0639,TAZ population,1.2668,TAZ employment
3616,36,False,0,0,5631,6883,1.1742,TAZ employment (pure-employment zone),1.1742,TAZ employment
3617,36,False,5917,6404,4835,6600,1.0653,TAZ population,1.2827,TAZ employment
3618,36,False,10093,10946,1235,1561,1.0671,TAZ population,1.2061,TAZ employment
3619,36,False,4961,5357,789,945,1.0634,TAZ population,1.1553,TAZ employment
3620,36,False,3163,3414,2040,2326,1.0630,TAZ population,1.1107,TAZ employment
3621,36,False,1876,2025,2618,2820,1.0631,TAZ population,1.0613,TAZ employment
3622,36,False,2540,2742,1830,1938,1.0631,TAZ population,1.0469,TAZ employment
3623,36,False,4579,4957,1080,1251,1.0655,TAZ population,1.1248,TAZ employment
3624,36,False,1869,2017,1251,1339,1.0629,TAZ population,1.0559,TAZ employment
3625,36,False,0,0,0,0,1.0686,superzone population,1.1686,superzone employment
3626,36,False,2710,2924,735,795,1.0627,TAZ population,1.0648,TAZ employment
3627,36,False,6511,7062,1528,1887,1.0671,TAZ population,1.1839,TAZ employment
3628,36,False,4554,4917,1479,1647,1.0633,TAZ population,1.0899,TAZ employment
