mode,o,101,102,103,104,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,301,302,303,304
brt,207,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
brt,208,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
brt,209,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
brt,210,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
brt,211,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
brt,212,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
brt,213,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
brt,214,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
brt,215,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
brt,216,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
brt,217,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4
brt,301,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
brt,302,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4
brt,303,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/derived:4
brt,304,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/missing:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/missing:4
bus,101,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,102,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,103,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,104,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,201,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,202,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,203,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4
bus,204,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,205,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,206,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4
bus,207,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,208,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4
bus,209,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,210,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,211,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,212,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,213,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,214,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,215,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:3/missing:1,constant:1/derived:3/missing:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,216,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,217,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1
bus,301,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4
bus,302,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4,constant:1/derived:4
bus,303,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,constant:1/derived:4,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,assumed:3/constant:1/derived:1,constant:1/derived:4,constant:1/derived:4,assumed:2/constant:1/derived:1/missing:1,constant:1/derived:4
