source,own_pc,matched_cellular_pc,congruence,var_share,superzone,loading,origin_score
cellular,1,1,1.0,0.13936032216622485,34,0.015544235944152536,0.02660449989168332
cellular,1,1,1.0,0.13936032216622485,35,0.2788996829320883,0.2311976482177392
cellular,1,1,1.0,0.13936032216622485,36,0.26333774292135587,0.2068281068332988
cellular,1,1,1.0,0.13936032216622485,37,0.2653337882285035,0.2612917252939828
cellular,1,1,1.0,0.13936032216622485,38,0.18547470423090165,0.18643176427437747
cellular,1,1,1.0,0.13936032216622485,39,0.1118682733447813,0.12288998108399767
cellular,1,1,1.0,0.13936032216622485,40,0.25797259959192004,0.21685650074679097
cellular,2,2,1.0,0.13387837992281867,1,0.0602760190183717,0.061172221214111505
cellular,2,2,1.0,0.13387837992281867,2,0.08894951323655415,0.06567431331437551
cellular,2,2,1.0,0.13387837992281867,3,0.20059314820908014,0.13577960094490393
cellular,2,2,1.0,0.13387837992281867,4,0.05338892492987893,0.03819437245457989
cellular,2,2,1.0,0.13387837992281867,5,0.006563585043435187,0.011142629226011152
cellular,2,2,1.0,0.13387837992281867,6,0.012689301478982971,0.013664817899358188
cellular,2,2,1.0,0.13387837992281867,7,0.02817433791268565,0.019603614060497036
cellular,2,2,1.0,0.13387837992281867,8,0.005293770211334085,0.00606574358640345
cellular,2,2,1.0,0.13387837992281867,9,0.009878087047143843,0.011424581757483657
cellular,2,2,1.0,0.13387837992281867,10,0.007940710244541904,0.043060670330693135
cellular,2,2,1.0,0.13387837992281867,11,0.0019186614734740077,0.003421036042445372
cellular,2,2,1.0,0.13387837992281867,12,0.011837487261066372,0.001443942513933702
cellular,2,2,1.0,0.13387837992281867,13,-0.0188284689021599,-0.009150675750419371
cellular,2,2,1.0,0.13387837992281867,14,-0.019027230180677198,-0.012657002405472286
cellular,2,2,1.0,0.13387837992281867,15,-0.030077790108477755,-0.017987597140343748
cellular,2,2,1.0,0.13387837992281867,16,-0.040649679943988874,-0.02160508678230528
cellular,2,2,1.0,0.13387837992281867,17,-0.022751857672398894,-0.012897521077343788
cellular,2,2,1.0,0.13387837992281867,18,-0.0021538729075703932,-0.00660734147178682
cellular,2,2,1.0,0.13387837992281867,19,0.07513554798091467,0.051673681533151154
cellular,2,2,1.0,0.13387837992281867,20,0.07579802130908617,0.059372032201968974
cellular,2,2,1.0,0.13387837992281867,21,0.020204244907022013,0.033970525008898654
cellular,2,2,1.0,0.13387837992281867,22,-0.012200922271211837,-0.015169164745513998
cellular,2,2,1.0,0.13387837992281867,23,-0.04006024918269488,-0.03987874034150264
cellular,2,2,1.0,0.13387837992281867,24,-0.09074044292072496,-0.09117476311006013
cellular,2,2,1.0,0.13387837992281867,25,-0.13645147992746576,-0.1899915562981588
cellular,2,2,1.0,0.13387837992281867,30,0.08722060161574079,0.10112689173462687
cellular,2,2,1.0,0.13387837992281867,31,0.18005619316706342,0.17551825593713757
cellular,2,2,1.0,0.13387837992281867,32,0.2028080041498186,0.18247896510727987
cellular,2,2,1.0,0.13387837992281867,33,0.21394691671773916,0.18660008121674582
