ClusterName,StopCode,Lat,Long,StopName,TAZ
קווי נצרת - נסיעות ותיירות,51969,32.892942,35.412763,שכונה מזרחית ג,3506.000000
קווי נצרת - נסיעות ותיירות,51972,32.887262,35.409109,כנסייה קתולית ב,3508.000000
קווי נצרת - נסיעות ותיירות,58543,32.865091,35.301249,אלרויס ב,3001.000000
קווי נצרת - נסיעות ותיירות,58546,32.869164,35.290386,אלשהידה ח'דיגה א,3005.000000
קווי נצרת - נסיעות ותיירות,58548,32.868246,35.309008,הבתולה/אלדוחה,3001.000000
קווי נצרת - נסיעות ותיירות,51988,32.889928,35.399455,בוואב אל הווא,3507.000000
קווי נצרת - נסיעות ותיירות,51993,32.896449,35.393872,שכונה מערבית א,3506.000000
קווי נצרת - נסיעות ותיירות,51995,32.889269,35.403877,העיר הוותיקה ג,3507.000000
קווי נצרת - נסיעות ותיירות,58551,32.864616,35.287920,הגליל ב,3006.000000
קווי נצרת - נסיעות ותיירות,58552,32.868127,35.292178,אלעשרה אלסאלחין,3005.000000
קווי נצרת - נסיעות ותיירות,58556,32.860074,35.292054,פלסטין/אלתחריר,3008.000000
קווי נצרת - נסיעות ותיירות,58559,32.860043,35.292159,פלסטין/אלתחריר,3008.000000
קווי נצרת - נסיעות ותיירות,51999,32.887373,35.411567,צומת מגאר,3506.000000
קווי נצרת - נסיעות ותיירות,52014,32.894424,35.397900,שכונת אלחריק,3506.000000
קווי נצרת - נסיעות ותיירות,52015,32.891111,35.404242,שכונה מערבית ד,3507.000000
קווי נצרת - נסיעות ותיירות,52019,32.889621,35.401829,טיפת חלב,3507.000000
קווי נצרת - נסיעות ותיירות,52024,32.883786,35.409812,שכונה דרומית ד,3508.000000
מרחב נצרת ג'י.בי טורס,52042,32.776714,35.379456,"ביה""ס/מ.קשישים",1914.000000
מרחב נצרת ג'י.בי טורס,52044,32.775562,35.377068,רחוב 14א,1914.000000
הגליל,52046,32.829880,35.181183,צומת אעבלין מזרח,419.000000
קווי נצרת – שאמ,54057,32.742985,35.338638,בנק מרכנתיל,1917.000000
קווי נצרת - נסיעות ותיירות,52053,32.743763,35.197622,חג'אג'רה ב,2220.000000
הגליל,52073,32.863868,35.188439,ח'לית שריף/כניסה,415.000000
הגליל,52074,32.859267,35.195864,אלמלכ-סולימאן,415.000000
קווי נצרת – שאמ,54058,32.744141,35.338789,מרכז חלוקת דואר,1917.000000
קווי נצרת - נסיעות ותיירות,58563,32.860558,35.308674,מכללה/מ.הרישוי,3009.000000
קווי נצרת - נסיעות ותיירות,52108,32.855947,35.198764,מסגד אלרחמה,415.000000
קווי נצרת - נסיעות ותיירות,52109,32.856965,35.198255,בלאט א דאמון,415.000000
מרחב נצרת ג'י.בי טורס,52116,32.775111,35.375286,אבן סינא א,1914.000000
קווי נצרת - נסיעות ותיירות,52133,32.883099,35.216177,צומת שעב,401.000000
קווי נצרת - נסיעות ותיירות,54062,32.750472,35.340017,בנק לאומי,1903.000000
מרחב נצרת ג'י.בי טורס,54062,32.750472,35.340017,בנק לאומי,1903.000000
קווי נצרת – שאמ,52151,32.695006,35.287034,שכונת א-ראם,1930.000000
קווי נצרת – שאמ,52153,32.692466,35.288154,ג'בל דולה/עמארה,1931.000000
קווי נצרת - נסיעות ותיירות,52172,32.830870,35.407895,עילבון א'/כניסה,3510.000000
קווי נצרת – שאמ,55486,32.694759,35.290924,פאולוס/א-דיר,1927.000000
קווי נצרת – שאמ,54075,32.753849,35.343697,"כפר כנא ב/חט""ב א",1903.000000
קווי נצרת – שאמ,58445,32.744324,35.344803,עומר בן אל-ח'טאב,1917.000000
קווי נצרת – שאמ,52195,32.722344,35.315461,מ. מקומית ריינה,1921.000000
קווי נצרת – שאמ,55683,32.710572,35.296930,בשארה/אל-ג'באל,1924.000000
קווי נצרת - נסיעות ותיירות,55857,32.867415,35.294798,ע. אבן אלח'טאב ב,3007.000000
קווי נצרת - נסיעות ותיירות,55858,32.868139,35.292164,ע. אבן אלח'טאב א,3005.000000
קווי נצרת – שאמ,52214,32.735548,35.339952,בנה ביתך 3,1917.000000
קווי נצרת – שאמ,52219,32.704770,35.322731,הפסגות/סיוון,2008.000000
מרחב נצרת ג'י.בי טורס,54077,32.754546,35.343984,"כפר כנא ז/חט""ב א",1916.000000
קווי נצרת - נסיעות ותיירות,54077,32.754546,35.343984,"כפר כנא ז/חט""ב א",1916.000000
קווי נצרת - נסיעות ותיירות,52377,32.821320,35.195709,בית עלמין,418.000000
קווי נצרת – שאמ,54092,32.722864,35.348871,עין מאהל יציאה,1918.000000
מרחב נצרת ג'י.בי טורס,52462,32.813190,35.382271,כניסה מזרחית,1938.000000
קווי נצרת – שאמ,55487,32.705059,35.305960,כיכר א-נמסאוי,1909.000000
קווי נצרת – שאמ,54093,32.723070,35.348476,עין מאהל כניסה,1918.000000
מרחב נצרת ג'י.בי טורס,52519,32.806549,35.367894,הבנק,1938.000000
מרחב נצרת ג'י.בי טורס,52520,32.810961,35.371353,בזק,1938.000000
קווי נצרת – שאמ,54095,32.723906,35.350425,אל וערה 1,1918.000000
קווי נצרת - נסיעות ותיירות,52529,32.894574,35.395409,אלחריק ב,3506.000000
קווי נצרת – שאמ,54098,32.725365,35.351777,אל וערה 2,1918.000000
קווי נצרת - נסיעות ותיירות,54100,32.717796,35.352081,עין מאהל/אלעבהרה,1919.000000
קווי נצרת – שאמ,54101,32.723350,35.353523,אל כרום 2,1918.000000
קווי נצרת - נסיעות ותיירות,58609,32.736748,35.328648,צומת שכ.בנה ביתך,1904.000000
מרחב נצרת ג'י.בי טורס,58609,32.736744,35.328800,צומת שכ.בנה ביתך,1917.000000
קווי נצרת – שאמ,58619,32.708044,35.284090,אלכרום/5026,1924.000000
קווי נצרת – שאמ,58620,32.695067,35.282774,החורש/ג'בל מעלול,1930.000000
קווי נצרת – שאמ,54102,32.720047,35.353815,אל עבהרה,1905.000000
קווי נצרת – שאמ,55488,32.705512,35.300937,מעיין מרים,1929.000000
קווי נצרת – שאמ,58622,32.690531,35.279393,ג'בל מעלול,1911.000000
קווי נצרת – שאמ,58623,32.685837,35.275828,מועצה מקומית,1933.000000
קווי נצרת – שאמ,58625,32.682060,35.275261,אופטיקה חטיב/201,1934.000000
קווי נצרת – שאמ,58626,32.689398,35.276560,"בי""ס לטיני",1933.000000
קווי נצרת - נסיעות ותיירות,54102,32.720047,35.353815,אל עבהרה,1905.000000
קווי נצרת – שאמ,58627,32.690377,35.278363,מכולת אלגואד/301,1911.000000
קווי נצרת – שאמ,58630,32.689273,35.283729,"בי""ס ביר אל-אמיר",1931.000000
קווי נצרת – שאמ,58631,32.690431,35.283813,אל-אמיר/מי מעיין,1931.000000
קווי נצרת – שאמ,58632,32.692116,35.286275,גשר ביר אל-אמיר,1931.000000
קווי נצרת - נסיעות ותיירות,54107,32.861886,35.367036,דיר חנא/שיטור ק.,3013.000000
קווי נצרת - נסיעות ותיירות,54123,32.834856,35.403566,עילבון כיכר,3510.000000
קווי נצרת - נסיעות ותיירות,54128,32.881945,35.407587,מגאר ז'/יציאה,3508.000000
קווי נצרת – שאמ,58637,32.706577,35.288273,כיכר עילוט,1924.000000
קווי נצרת - נסיעות ותיירות,58638,32.703618,35.291042,אל-כורום/בתריס,1924.000000
קווי נצרת - נסיעות ותיירות,51562,32.872039,35.200587,בנק מרכנתיל,402.000000
קווי נצרת - נסיעות ותיירות,54159,32.756053,35.235274,מ.המוביל/למזרח,2101.000000
קווי נצרת – שאמ,55571,32.701001,35.311005,ק.הממשלה/הציונות,2010.000000
הגליל,52708,32.826608,35.184564,ח'לת אלפיס,419.000000
קווי נצרת – שאמ,55602,32.699168,35.294177,בית חולים צרפתי,1909.000000
הגליל,52709,32.825573,35.186332,בנק מרכנתיל,419.000000
קווי נצרת – שאמ,54136,32.727440,35.334376,"בי""ס יודפת/דליה",2012.000000
הגליל,52711,32.825631,35.190194,אלג'למה,419.000000
הגליל,52712,32.824391,35.191045,בנק,418.000000
הגליל,52713,32.822908,35.190314,המרכז הישן,418.000000
קווי נצרת - נסיעות ותיירות,52716,32.825609,35.188404,מסגד אלסלאם,419.000000
קווי נצרת - נסיעות ותיירות,52720,32.889259,35.198143,צומת יבור,402.000000
הגליל,52710,32.825612,35.188411,מסגד אלסלאם,419.000000
קווי נצרת – שאמ,55642,32.689984,35.297643,אל-חאג'/א-דיר,1927.000000
קווי נצרת - נסיעות ותיירות,55669,32.867546,35.294153,"קופ""ח מאוחדת",3005.000000
קווי נצרת - נסיעות ותיירות,55670,32.864511,35.297936,שוהדאא אל אקסא ב,3007.000000
קווי נצרת - נסיעות ותיירות,55679,32.865002,35.287027,הגליל/יאסר ערפאת,3006.000000
קווי נצרת – שאמ,55680,32.686101,35.288167,מרכז אבן עאמר,1910.000000
קווי נצרת – שאמ,55682,32.708593,35.281423,ג'בל אל-מוקביי,1924.000000
קווי נצרת – שאמ,55685,32.710604,35.295939,בשארה/אל-ג'באל,1924.000000
קווי נצרת – שאמ,55687,32.711019,35.292504,"בי""ס גובראן חליל",1924.000000
קווי נצרת – שאמ,55688,32.721749,35.350122,עין מאהל ג/מועצה,1918.000000
הגליל,55691,32.808216,35.169295,בי''ס אל מכתב,407.000000
מטרונית חיפה,43719,32.774485,35.043281,עמק הכרמל,1816.000000
קווי נצרת – שאמ,55705,32.709740,35.307621,איריס/מגידו,2002.000000
הגליל,55710,32.811045,35.176078,מ.חמודי/אלאדיב,421.000000
הגליל,55725,32.792742,35.176746,אלסקיע/אלדממידה,423.000000
קווי נצרת - נסיעות ותיירות,55730,32.774950,35.406581,מחלף גולני/מקדונ,3512.000000
קווי נצרת – שאמ,55735,32.738588,35.333466,בנה ביתך 6,1917.000000
קווי נצרת – שאמ,55736,32.736479,35.337352,בנה ביתך 7,1917.000000
קווי נצרת – שאמ,55737,32.735974,35.339657,בנה ביתך 8,1917.000000
קווי נצרת – שאמ,55744,32.738255,35.335098,בנה ביתך11,1917.000000
קווי נצרת – שאמ,55745,32.736252,35.339874,בנה ביתך 12,1917.000000
קווי נצרת – שאמ,55746,32.698318,35.308675,כיבוי אש,1929.000000
קווי נצרת - נסיעות ותיירות,57294,32.880374,35.428437,ראס אל חביה 2,3506.000000
קווי נצרת – שאמ,54140,32.681816,35.272186,יפיע/אל-אלמאניה,1934.000000
הגליל,51547,32.811326,35.163421,500/א שייח' טריף,407.000000
קווי נצרת - נסיעות ותיירות,57296,32.887143,35.412366,צומת מע'אר,3506.000000
קווי נצרת - נסיעות ותיירות,57297,32.886641,35.411657,הכיכר מע'אר,3506.000000
קווי נצרת - נסיעות ותיירות,57298,32.883038,35.409805,מגאר ו/מס. טפחות,3508.000000
הגליל,55825,32.794153,35.169609,שפרעם/אלחרובה,422.000000
קווי נצרת - נסיעות ותיירות,57299,32.857287,35.399973,צ. צלמון/אלחמרה,3510.000000
קווי נצרת - נסיעות ותיירות,55851,32.868267,35.309193,הבתולה/אלדוחה,3001.000000
קווי נצרת - נסיעות ותיירות,51578,32.918733,35.247377,מוסך,335.000000
קווי נצרת - נסיעות ותיירות,54151,32.829116,35.408324,מחלף עילבון,3512.000000
קווי נצרת - נסיעות ותיירות,55853,32.868772,35.305857,ת. זיאד/הבתולה,3004.000000
קווי נצרת - נסיעות ותיירות,55854,32.870457,35.299978,ת. זיאד/אלמסאחה,3004.000000
קווי נצרת - נסיעות ותיירות,55855,32.869316,35.298313,אלמסחאה ב,3004.000000
מרחב נצרת ג'י.בי טורס,51639,32.767552,35.310144,צומת ערב אל היב,2006.000000
קווי נצרת - נסיעות ותיירות,57305,32.861045,35.372800,צומת דיר חנא,3013.000000
קווי נצרת - נסיעות ותיירות,57306,32.856246,35.400559,צ. צלמון/אלחמרה,3510.000000
קווי נצרת – שאמ,51654,32.715878,35.306314,8015/1029,1922.000000
קווי נצרת – שאמ,54152,32.687084,35.277589,ואדי אל-ח'ארג'י,1933.000000
קווי נצרת - נסיעות ותיירות,54152,32.687084,35.277589,ואדי אל-ח'ארג'י,1933.000000
קווי נצרת - נסיעות ותיירות,55856,32.867468,35.296656,אלמסחאה א,3004.000000
קווי נצרת – שאמ,54153,32.692951,35.285198,חיפה/ביר אל-אמיר,1930.000000
קווי נצרת - נסיעות ותיירות,55859,32.869286,35.290335,אלשהידה ח'דיגה ב,3005.000000
מרחב נצרת ג'י.בי טורס,51752,32.701828,35.191548,מסעף מנשית זבדה,2112.000000
קווי נצרת - נסיעות ותיירות,51759,32.892339,35.409806,נזלת אל סינמה,3506.000000
קווי נצרת - נסיעות ותיירות,51761,32.892766,35.411506,שכונה מזרחית ה,3506.000000
קווי נצרת - נסיעות ותיירות,51768,32.885672,35.409427,בלטאת עזימה,3508.000000
קווי נצרת - נסיעות ותיירות,51769,32.887542,35.410665,כביש הכנסיה,3508.000000
קווי נצרת - נסיעות ותיירות,51774,32.887094,35.406002,שכונה דרומית ח,3508.000000
קווי נצרת - נסיעות ותיירות,51777,32.891054,35.399745,שכונה מערבית א,3507.000000
קווי נצרת - נסיעות ותיירות,51782,32.884653,35.405383,שכונה דרומית א,3508.000000
קווי נצרת - נסיעות ותיירות,51791,32.726698,35.211745,מר.שכונה מערבית,2102.000000
קווי נצרת - נסיעות ותיירות,51793,32.748574,35.197792,שכונת אלטואהר,2220.000000
קווי נצרת - נסיעות ותיירות,51811,32.719590,35.260253,שכ. מערבית כיכר,1907.000000
קווי נצרת - נסיעות ותיירות,54154,32.860623,35.309027,מכללה/מ.הרישוי,3001.000000
קווי נצרת - נסיעות ותיירות,55860,32.866681,35.291303,אלשהידה ח'דיגה א,3005.000000
קווי נצרת - נסיעות ותיירות,55861,32.865654,35.290541,מ.הפועלים/אלסלאם,3006.000000
קווי נצרת - נסיעות ותיירות,55862,32.865889,35.288586,הגן הירוק/אלסלאם,3006.000000
קווי נצרת - נסיעות ותיירות,55863,32.866319,35.285959,מסגד/אלסלאם,3006.000000
קווי נצרת – שאמ,55935,32.677425,35.279537,יפיע/תחנת קצה,1934.000000
קווי נצרת - נסיעות ותיירות,54156,32.854261,35.333388,בריכה,3012.000000
הגליל,52737,32.808673,35.168342,200/כמאל גונבלאט,407.000000
קווי נצרת – שאמ,55955,32.693855,35.280308,א-סירה,1911.000000
קווי נצרת - נסיעות ותיירות,57424,32.732885,35.219997,שכ. גואמיס/יציאה,2102.000000
קווי נצרת - נסיעות ותיירות,56279,32.869304,35.287092,אל וליד/אלתסוויר,3005.000000
הגליל,57440,32.811823,35.168339,רח.240/רח.245,406.000000
קווי נצרת - נסיעות ותיירות,56280,32.868477,35.285549,מחמוד דרוויש,3005.000000
