mode,ClusterName,StopCode,TAZ,nontransfer,transfer,all
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,58851.000,423,0.071,0.000,0.071
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59045.000,3520,3.714,0.000,3.714
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59054.000,3508,3.262,0.000,3.262
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59311.000,320,2.571,0.310,2.881
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59414.000,236,6.500,0.548,7.048
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59417.000,216,0.571,0.000,0.571
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59420.000,224,2.238,0.048,2.286
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59423.000,217,5.571,0.000,5.571
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59549.000,324,0.024,0.000,0.024
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59550.000,324,3.595,0.071,3.667
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59704.000,227,0.786,0.000,0.786
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59705.000,332,26.738,0.024,26.762
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59706.000,332,10.738,0.071,10.810
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59707.000,331,23.524,0.048,23.571
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59708.000,328,7.929,0.024,7.952
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59715.000,327,1.905,0.000,1.905
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59717.000,323,0.738,0.000,0.738
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59718.000,323,5.762,0.000,5.762
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59719.000,325,9.214,0.024,9.238
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59720.000,325,3.286,0.000,3.286
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59760.000,301,0.095,0.000,0.095
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59768.000,319,2.310,0.095,2.405
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59876.000,327,28.190,0.095,28.286
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59877.000,332,28.857,0.024,28.881
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59989.000,328,13.929,0.143,14.071
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59990.000,327,18.810,0.119,18.929
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59991.000,323,17.214,0.024,17.238
bus,כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,59992.000,323,15.786,0.071,15.857
bus,מרחב נצרת ג'י.בי טורס,40270.000,1726,4.595,0.071,4.667
bus,מרחב נצרת ג'י.בי טורס,40271.000,1218,1.714,0.000,1.714
bus,מרחב נצרת ג'י.בי טורס,40309.000,1718,0.238,0.024,0.262
bus,מרחב נצרת ג'י.בי טורס,40311.000,1718,0.095,0.000,0.095
bus,מרחב נצרת ג'י.בי טורס,40320.000,1105,2.762,0.024,2.786
bus,מרחב נצרת ג'י.בי טורס,40322.000,1105,2.619,0.214,2.833
bus,מרחב נצרת ג'י.בי טורס,40543.000,809,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,40553.000,2207,3.500,0.000,3.500
bus,מרחב נצרת ג'י.בי טורס,40554.000,2207,0.429,0.048,0.476
bus,מרחב נצרת ג'י.בי טורס,41169.000,1312,3.929,0.000,3.929
bus,מרחב נצרת ג'י.בי טורס,41186.000,1715,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,41289.000,1308,3.762,0.000,3.762
bus,מרחב נצרת ג'י.בי טורס,41296.000,1203,0.000,0.024,0.024
bus,מרחב נצרת ג'י.בי טורס,41476.000,1221,0.071,0.071,0.143
bus,מרחב נצרת ג'י.בי טורס,41480.000,704,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,41482.000,704,0.333,0.000,0.333
bus,מרחב נצרת ג'י.בי טורס,41483.000,612,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,41484.000,705,0.405,0.000,0.405
bus,מרחב נצרת ג'י.בי טורס,41524.000,2207,0.333,0.000,0.333
bus,מרחב נצרת ג'י.בי טורס,41525.000,1223,0.143,0.000,0.143
bus,מרחב נצרת ג'י.בי טורס,41539.000,1302,2.857,0.000,2.857
bus,מרחב נצרת ג'י.בי טורס,41625.000,2205,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,41714.000,612,0.119,0.000,0.119
bus,מרחב נצרת ג'י.בי טורס,41824.000,2205,0.452,0.024,0.476
bus,מרחב נצרת ג'י.בי טורס,42216.000,2207,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,42335.000,1712,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,42460.000,2206,0.119,0.000,0.119
bus,מרחב נצרת ג'י.בי טורס,42723.000,1306,2.952,0.000,2.952
bus,מרחב נצרת ג'י.בי טורס,42938.000,1203,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,43005.000,1803,5.048,0.167,5.214
bus,מרחב נצרת ג'י.בי טורס,43009.000,1219,24.857,0.857,25.714
bus,מרחב נצרת ג'י.בי טורס,43013.000,1809,0.333,0.000,0.333
bus,מרחב נצרת ג'י.בי טורס,43015.000,1718,0.190,0.024,0.214
bus,מרחב נצרת ג'י.בי טורס,43022.000,1718,0.310,0.000,0.310
bus,מרחב נצרת ג'י.בי טורס,43023.000,2205,1.690,0.024,1.714
bus,מרחב נצרת ג'י.בי טורס,43024.000,2209,1.000,0.000,1.000
bus,מרחב נצרת ג'י.בי טורס,43025.000,2204,3.238,0.000,3.238
bus,מרחב נצרת ג'י.בי טורס,43029.000,2205,13.024,2.714,15.738
bus,מרחב נצרת ג'י.בי טורס,43032.000,1506,8.619,0.000,8.619
bus,מרחב נצרת ג'י.בי טורס,43036.000,1803,2.571,0.000,2.571
bus,מרחב נצרת ג'י.בי טורס,43038.000,1803,2.024,0.024,2.048
bus,מרחב נצרת ג'י.בי טורס,43039.000,1803,1.333,0.000,1.333
bus,מרחב נצרת ג'י.בי טורס,43042.000,1816,2.214,0.190,2.405
bus,מרחב נצרת ג'י.בי טורס,43053.000,709,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,43064.000,1816,1.167,0.048,1.214
bus,מרחב נצרת ג'י.בי טורס,43071.000,1814,0.548,0.024,0.571
bus,מרחב נצרת ג'י.בי טורס,43072.000,1803,1.952,0.000,1.952
bus,מרחב נצרת ג'י.בי טורס,43073.000,1718,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,43075.000,1719,1.238,0.000,1.238
bus,מרחב נצרת ג'י.בי טורס,43076.000,1718,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,43094.000,1105,2.810,0.286,3.095
bus,מרחב נצרת ג'י.בי טורס,43108.000,1308,0.095,0.000,0.095
bus,מרחב נצרת ג'י.בי טורס,43109.000,1303,1.048,0.000,1.048
bus,מרחב נצרת ג'י.בי טורס,43112.000,1624,0.167,0.000,0.167
bus,מרחב נצרת ג'י.בי טורס,43117.000,1309,0.929,0.000,0.929
bus,מרחב נצרת ג'י.בי טורס,43137.000,1105,0.714,0.000,0.714
bus,מרחב נצרת ג'י.בי טורס,43265.000,2207,1.190,0.024,1.214
bus,מרחב נצרת ג'י.בי טורס,43267.000,2207,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,43269.000,2207,3.429,0.071,3.500
bus,מרחב נצרת ג'י.בי טורס,43270.000,2207,0.333,0.000,0.333
bus,מרחב נצרת ג'י.בי טורס,46947.000,2206,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,47051.000,2204,27.810,2.476,30.286
bus,מרחב נצרת ג'י.בי טורס,47256.000,1816,0.119,0.000,0.119
bus,מרחב נצרת ג'י.בי טורס,47728.000,1311,3.071,0.024,3.095
bus,מרחב נצרת ג'י.בי טורס,50060.000,1002,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,50075.000,1916,1.667,0.024,1.690
bus,מרחב נצרת ג'י.בי טורס,50078.000,2102,2.119,0.000,2.119
bus,מרחב נצרת ג'י.בי טורס,50200.000,2101,0.714,0.000,0.714
bus,מרחב נצרת ג'י.בי טורס,50298.000,3511,0.381,0.000,0.381
bus,מרחב נצרת ג'י.בי טורס,50332.000,1914,2.667,0.000,2.667
bus,מרחב נצרת ג'י.בי טורס,50422.000,1916,7.024,0.000,7.024
bus,מרחב נצרת ג'י.בי טורס,50458.000,2209,4.595,0.048,4.643
bus,מרחב נצרת ג'י.בי טורס,50596.000,2112,1.262,0.000,1.262
bus,מרחב נצרת ג'י.בי טורס,50601.000,2106,0.405,0.000,0.405
bus,מרחב נצרת ג'י.בי טורס,50840.000,1926,2.524,0.071,2.595
bus,מרחב נצרת ג'י.בי טורס,50844.000,1909,0.810,0.048,0.857
bus,מרחב נצרת ג'י.בי טורס,50874.000,1909,1.452,0.000,1.452
bus,מרחב נצרת ג'י.בי טורס,50880.000,1930,12.929,0.048,12.976
bus,מרחב נצרת ג'י.בי טורס,50883.000,1930,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,50884.000,1931,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,51016.000,1927,0.000,0.024,0.024
bus,מרחב נצרת ג'י.בי טורס,51077.000,2002,2.238,0.000,2.238
bus,מרחב נצרת ג'י.בי טורס,51082.000,2011,0.190,0.000,0.190
bus,מרחב נצרת ג'י.בי טורס,51092.000,2002,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,51103.000,2005,0.190,0.000,0.190
bus,מרחב נצרת ג'י.בי טורס,51105.000,2012,0.857,0.000,0.857
bus,מרחב נצרת ג'י.בי טורס,51108.000,2012,0.143,0.000,0.143
bus,מרחב נצרת ג'י.בי טורס,51109.000,1906,0.214,0.024,0.238
bus,מרחב נצרת ג'י.בי טורס,51164.000,2011,0.048,0.024,0.071
bus,מרחב נצרת ג'י.בי טורס,51225.000,2002,3.786,0.000,3.786
bus,מרחב נצרת ג'י.בי טורס,51325.000,1907,0.452,0.000,0.452
bus,מרחב נצרת ג'י.בי טורס,51333.000,1907,0.452,0.000,0.452
bus,מרחב נצרת ג'י.בי טורס,51374.000,3012,0.190,0.024,0.214
bus,מרחב נצרת ג'י.בי טורס,51443.000,1102,5.190,0.000,5.190
bus,מרחב נצרת ג'י.בי טורס,51536.000,2209,0.571,0.000,0.571
bus,מרחב נצרת ג'י.בי טורס,51639.000,2006,6.881,0.095,6.976
bus,מרחב נצרת ג'י.בי טורס,51647.000,1921,3.524,0.000,3.524
bus,מרחב נצרת ג'י.בי טורס,51648.000,1921,5.500,0.024,5.524
bus,מרחב נצרת ג'י.בי טורס,51649.000,1921,9.286,0.000,9.286
bus,מרחב נצרת ג'י.בי טורס,51650.000,1922,2.905,0.024,2.929
bus,מרחב נצרת ג'י.בי טורס,51656.000,2208,11.048,0.000,11.048
bus,מרחב נצרת ג'י.בי טורס,51657.000,2201,13.333,0.000,13.333
bus,מרחב נצרת ג'י.בי טורס,51658.000,2201,2.167,0.000,2.167
bus,מרחב נצרת ג'י.בי טורס,51659.000,2201,1.905,0.119,2.024
bus,מרחב נצרת ג'י.בי טורס,51660.000,2208,1.929,0.000,1.929
bus,מרחב נצרת ג'י.בי טורס,51661.000,2208,2.071,0.000,2.071
bus,מרחב נצרת ג'י.בי טורס,51703.000,423,1.619,0.000,1.619
bus,מרחב נצרת ג'י.בי טורס,51704.000,422,1.476,0.167,1.643
bus,מרחב נצרת ג'י.בי טורס,51705.000,422,1.071,0.024,1.095
bus,מרחב נצרת ג'י.בי טורס,51706.000,423,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,51717.000,2102,0.857,0.000,0.857
bus,מרחב נצרת ג'י.בי טורס,51718.000,2102,0.595,0.024,0.619
bus,מרחב נצרת ג'י.בי טורס,51752.000,2112,1.167,0.048,1.214
bus,מרחב נצרת ג'י.בי טורס,51784.000,1907,0.214,0.000,0.214
bus,מרחב נצרת ג'י.בי טורס,51846.000,2105,2.119,0.071,2.190
bus,מרחב נצרת ג'י.בי טורס,51849.000,2106,22.571,0.167,22.738
bus,מרחב נצרת ג'י.בי טורס,51850.000,718,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,52023.000,1901,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,52029.000,3002,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,52030.000,3002,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,52039.000,1914,0.095,0.000,0.095
bus,מרחב נצרת ג'י.בי טורס,52042.000,1914,32.310,0.000,32.310
bus,מרחב נצרת ג'י.בי טורס,52044.000,1914,7.476,0.000,7.476
bus,מרחב נצרת ג'י.בי טורס,52066.000,1909,0.095,0.000,0.095
bus,מרחב נצרת ג'י.בי טורס,52116.000,1914,3.690,0.000,3.690
bus,מרחב נצרת ג'י.בי טורס,52121.000,2006,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,52154.000,1933,7.333,0.000,7.333
bus,מרחב נצרת ג'י.בי טורס,52156.000,1933,10.571,0.024,10.595
bus,מרחב נצרת ג'י.בי טורס,52170.000,1914,5.881,0.000,5.881
bus,מרחב נצרת ג'י.בי טורס,52171.000,1909,0.357,0.000,0.357
bus,מרחב נצרת ג'י.בי טורס,52172.000,3510,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,52173.000,1914,26.167,0.000,26.167
bus,מרחב נצרת ג'י.בי טורס,52181.000,1914,6.429,0.000,6.429
bus,מרחב נצרת ג'י.בי טורס,52183.000,1908,6.310,0.000,6.310
bus,מרחב נצרת ג'י.בי טורס,52187.000,1926,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,52190.000,1924,0.738,0.000,0.738
bus,מרחב נצרת ג'י.בי טורס,52194.000,1906,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,52204.000,1917,1.024,0.000,1.024
bus,מרחב נצרת ג'י.בי טורס,52206.000,1924,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,52207.000,1906,3.095,0.000,3.095
bus,מרחב נצרת ג'י.בי טורס,52223.000,1917,1.667,0.000,1.667
bus,מרחב נצרת ג'י.בי טורס,52224.000,1917,2.452,0.024,2.476
bus,מרחב נצרת ג'י.בי טורס,52226.000,1917,1.476,0.000,1.476
bus,מרחב נצרת ג'י.בי טורס,52227.000,1903,0.357,0.024,0.381
bus,מרחב נצרת ג'י.בי טורס,52230.000,1925,0.333,0.000,0.333
bus,מרחב נצרת ג'י.בי טורס,52269.000,2108,3.238,0.167,3.405
bus,מרחב נצרת ג'י.בי טורס,52289.000,2112,12.452,0.690,13.143
bus,מרחב נצרת ג'י.בי טורס,52417.000,1930,7.738,0.048,7.786
bus,מרחב נצרת ג'י.בי טורס,52419.000,1926,0.310,0.000,0.310
bus,מרחב נצרת ג'י.בי טורס,52423.000,1914,0.238,0.143,0.381
bus,מרחב נצרת ג'י.בי טורס,52424.000,1914,11.071,0.000,11.071
bus,מרחב נצרת ג'י.בי טורס,52425.000,1913,12.667,0.000,12.667
bus,מרחב נצרת ג'י.בי טורס,52426.000,1913,10.548,0.024,10.571
bus,מרחב נצרת ג'י.בי טורס,52427.000,1914,12.786,0.024,12.810
bus,מרחב נצרת ג'י.בי טורס,52428.000,1914,0.976,0.119,1.095
bus,מרחב נצרת ג'י.בי טורס,52429.000,3512,0.262,0.000,0.262
bus,מרחב נצרת ג'י.בי טורס,52430.000,1938,3.714,0.000,3.714
bus,מרחב נצרת ג'י.בי טורס,52432.000,1938,0.643,0.000,0.643
bus,מרחב נצרת ג'י.בי טורס,52433.000,1904,0.119,0.000,0.119
bus,מרחב נצרת ג'י.בי טורס,52434.000,1904,0.143,0.000,0.143
bus,מרחב נצרת ג'י.בי טורס,52435.000,1904,0.119,0.000,0.119
bus,מרחב נצרת ג'י.בי טורס,52437.000,1904,3.524,0.000,3.524
bus,מרחב נצרת ג'י.בי טורס,52438.000,1904,6.000,0.000,6.000
bus,מרחב נצרת ג'י.בי טורס,52439.000,1904,0.762,0.000,0.762
bus,מרחב נצרת ג'י.בי טורס,52440.000,1904,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,52452.000,1902,0.214,0.000,0.214
bus,מרחב נצרת ג'י.בי טורס,52453.000,1902,1.310,0.000,1.310
bus,מרחב נצרת ג'י.בי טורס,52454.000,1902,3.643,0.000,3.643
bus,מרחב נצרת ג'י.בי טורס,52455.000,1902,2.524,0.000,2.524
bus,מרחב נצרת ג'י.בי טורס,52458.000,1902,0.143,0.000,0.143
bus,מרחב נצרת ג'י.בי טורס,52459.000,1902,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,52460.000,1902,5.833,0.000,5.833
bus,מרחב נצרת ג'י.בי טורס,52461.000,1902,0.405,0.000,0.405
bus,מרחב נצרת ג'י.בי טורס,52462.000,1938,0.214,0.000,0.214
bus,מרחב נצרת ג'י.בי טורס,52463.000,1938,2.881,0.000,2.881
bus,מרחב נצרת ג'י.בי טורס,52464.000,1938,0.595,0.000,0.595
bus,מרחב נצרת ג'י.בי טורס,52465.000,1938,5.095,0.000,5.095
bus,מרחב נצרת ג'י.בי טורס,52466.000,1938,10.357,0.000,10.357
bus,מרחב נצרת ג'י.בי טורס,52467.000,1938,2.833,0.024,2.857
bus,מרחב נצרת ג'י.בי טורס,52468.000,1938,1.429,0.000,1.429
bus,מרחב נצרת ג'י.בי טורס,52469.000,1938,0.976,0.000,0.976
bus,מרחב נצרת ג'י.בי טורס,52470.000,1938,1.048,0.048,1.095
bus,מרחב נצרת ג'י.בי טורס,52485.000,3513,0.452,0.024,0.476
bus,מרחב נצרת ג'י.בי טורס,52499.000,3513,0.238,0.000,0.238
bus,מרחב נצרת ג'י.בי טורס,52519.000,1938,1.548,0.000,1.548
bus,מרחב נצרת ג'י.בי טורס,52520.000,1938,1.214,0.000,1.214
bus,מרחב נצרת ג'י.בי טורס,52521.000,1938,5.238,0.000,5.238
bus,מרחב נצרת ג'י.בי טורס,52522.000,1938,3.357,0.000,3.357
bus,מרחב נצרת ג'י.בי טורס,52523.000,2105,1.976,0.024,2.000
bus,מרחב נצרת ג'י.בי טורס,52524.000,1938,3.786,0.000,3.786
bus,מרחב נצרת ג'י.בי טורס,52735.000,2101,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,52985.000,3503,0.214,0.000,0.214
bus,מרחב נצרת ג'י.בי טורס,53257.000,2101,1.286,0.000,1.286
bus,מרחב נצרת ג'י.בי טורס,53395.000,1902,0.095,0.000,0.095
bus,מרחב נצרת ג'י.בי טורס,53682.000,2012,0.429,0.000,0.429
bus,מרחב נצרת ג'י.בי טורס,53788.000,2101,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,53794.000,1907,0.167,0.000,0.167
bus,מרחב נצרת ג'י.בי טורס,53796.000,1907,1.048,0.000,1.048
bus,מרחב נצרת ג'י.בי טורס,53809.000,1933,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,53810.000,1933,0.143,0.000,0.143
bus,מרחב נצרת ג'י.בי טורס,53813.000,1924,0.214,0.000,0.214
bus,מרחב נצרת ג'י.בי טורס,53818.000,1931,2.786,0.000,2.786
bus,מרחב נצרת ג'י.בי טורס,53822.000,1920,0.262,0.000,0.262
bus,מרחב נצרת ג'י.בי טורס,53826.000,1924,0.524,0.000,0.524
bus,מרחב נצרת ג'י.בי טורס,53845.000,1931,0.167,0.000,0.167
bus,מרחב נצרת ג'י.בי טורס,53850.000,1910,0.429,0.000,0.429
bus,מרחב נצרת ג'י.בי טורס,53870.000,1924,1.381,0.000,1.381
bus,מרחב נצרת ג'י.בי טורס,53873.000,1927,1.048,0.000,1.048
bus,מרחב נצרת ג'י.בי טורס,53877.000,1909,1.381,0.024,1.405
bus,מרחב נצרת ג'י.בי טורס,53889.000,1909,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,53901.000,1928,25.595,0.548,26.143
bus,מרחב נצרת ג'י.בי טורס,53926.000,1929,0.833,0.048,0.881
bus,מרחב נצרת ג'י.בי טורס,53940.000,2011,0.714,0.000,0.714
bus,מרחב נצרת ג'י.בי טורס,53944.000,1909,0.333,0.000,0.333
bus,מרחב נצרת ג'י.בי טורס,53949.000,2002,3.333,0.024,3.357
bus,מרחב נצרת ג'י.בי טורס,53956.000,2010,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,53961.000,1909,0.333,0.000,0.333
bus,מרחב נצרת ג'י.בי טורס,53980.000,2006,0.238,0.000,0.238
bus,מרחב נצרת ג'י.בי טורס,53982.000,1921,5.381,0.024,5.405
bus,מרחב נצרת ג'י.בי טורס,53991.000,2006,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,54009.000,2003,0.143,0.000,0.143
bus,מרחב נצרת ג'י.בי טורס,54014.000,1917,13.833,0.024,13.857
bus,מרחב נצרת ג'י.בי טורס,54016.000,1917,8.190,0.000,8.190
bus,מרחב נצרת ג'י.בי טורס,54030.000,2012,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,54036.000,1917,1.357,0.000,1.357
bus,מרחב נצרת ג'י.בי טורס,54037.000,1917,2.048,0.000,2.048
bus,מרחב נצרת ג'י.בי טורס,54042.000,2005,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,54051.000,1903,2.000,0.048,2.048
bus,מרחב נצרת ג'י.בי טורס,54052.000,1903,11.119,0.143,11.262
bus,מרחב נצרת ג'י.בי טורס,54053.000,1903,20.405,0.119,20.524
bus,מרחב נצרת ג'י.בי טורס,54054.000,2005,0.333,0.000,0.333
bus,מרחב נצרת ג'י.בי טורס,54059.000,2001,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,54062.000,1903,1.262,0.024,1.286
bus,מרחב נצרת ג'י.בי טורס,54075.000,1903,5.810,0.071,5.881
bus,מרחב נצרת ג'י.בי טורס,54077.000,1916,4.095,0.095,4.190
bus,מרחב נצרת ג'י.בי טורס,54133.000,3512,0.167,0.000,0.167
bus,מרחב נצרת ג'י.בי טורס,54134.000,3513,2.238,0.000,2.238
bus,מרחב נצרת ג'י.בי טורס,54135.000,3511,0.310,0.000,0.310
bus,מרחב נצרת ג'י.בי טורס,54138.000,1933,11.643,0.095,11.738
bus,מרחב נצרת ג'י.בי טורס,54140.000,1934,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,54152.000,1933,8.214,0.000,8.214
bus,מרחב נצרת ג'י.בי טורס,54153.000,1930,10.571,0.000,10.571
bus,מרחב נצרת ג'י.בי טורס,54155.000,3512,0.405,0.024,0.429
bus,מרחב נצרת ג'י.בי טורס,54158.000,3512,0.833,0.190,1.024
bus,מרחב נצרת ג'י.בי טורס,54159.000,2101,0.214,0.000,0.214
bus,מרחב נצרת ג'י.בי טורס,54160.000,2101,1.024,0.000,1.024
bus,מרחב נצרת ג'י.בי טורס,54162.000,2102,0.238,0.000,0.238
bus,מרחב נצרת ג'י.בי טורס,54165.000,1915,1.476,0.000,1.476
bus,מרחב נצרת ג'י.בי טורס,54169.000,2101,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,54171.000,2101,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,54172.000,2102,7.738,0.095,7.833
bus,מרחב נצרת ג'י.בי טורס,54180.000,2005,0.119,0.000,0.119
bus,מרחב נצרת ג'י.בי טורס,54181.000,2005,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,54185.000,1909,4.333,0.071,4.405
bus,מרחב נצרת ג'י.בי טורס,54186.000,1909,0.643,0.000,0.643
bus,מרחב נצרת ג'י.בי טורס,54187.000,1909,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,54188.000,2010,0.143,0.000,0.143
bus,מרחב נצרת ג'י.בי טורס,54189.000,1909,1.476,0.000,1.476
bus,מרחב נצרת ג'י.בי טורס,54191.000,1909,0.667,0.000,0.667
bus,מרחב נצרת ג'י.בי טורס,54198.000,2209,5.833,0.048,5.881
bus,מרחב נצרת ג'י.בי טורס,54221.000,1906,2.405,0.024,2.429
bus,מרחב נצרת ג'י.בי טורס,54222.000,1924,0.095,0.000,0.095
bus,מרחב נצרת ג'י.בי טורס,54225.000,1930,8.357,0.167,8.524
bus,מרחב נצרת ג'י.בי טורס,54227.000,2103,0.762,0.000,0.762
bus,מרחב נצרת ג'י.בי טורס,54228.000,1929,5.810,0.167,5.976
bus,מרחב נצרת ג'י.בי טורס,54230.000,2112,11.286,0.310,11.595
bus,מרחב נצרת ג'י.בי טורס,54232.000,1904,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,54233.000,1928,8.024,1.262,9.286
bus,מרחב נצרת ג'י.בי טורס,54238.000,2112,0.452,0.048,0.500
bus,מרחב נצרת ג'י.בי טורס,54239.000,2106,19.738,0.000,19.738
bus,מרחב נצרת ג'י.בי טורס,54242.000,3511,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,54243.000,2101,0.214,0.000,0.214
bus,מרחב נצרת ג'י.בי טורס,54244.000,3513,0.595,0.024,0.619
bus,מרחב נצרת ג'י.בי טורס,54245.000,3523,4.310,0.119,4.429
bus,מרחב נצרת ג'י.בי טורס,54246.000,3513,0.500,0.000,0.500
bus,מרחב נצרת ג'י.בי טורס,54247.000,3523,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,54248.000,1914,0.190,0.024,0.214
bus,מרחב נצרת ג'י.בי טורס,54249.000,3512,0.571,0.000,0.571
bus,מרחב נצרת ג'י.בי טורס,54251.000,3523,0.452,0.000,0.452
bus,מרחב נצרת ג'י.בי טורס,54264.000,2106,4.357,0.000,4.357
bus,מרחב נצרת ג'י.בי טורס,54266.000,1921,4.810,0.024,4.833
bus,מרחב נצרת ג'י.בי טורס,54267.000,1913,3.810,0.048,3.857
bus,מרחב נצרת ג'י.בי טורס,54268.000,2101,0.119,0.024,0.143
bus,מרחב נצרת ג'י.בי טורס,54269.000,2006,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,54271.000,2006,0.048,0.000,0.048
bus,מרחב נצרת ג'י.בי טורס,54490.000,1005,0.929,0.024,0.952
bus,מרחב נצרת ג'י.בי טורס,54575.000,1902,0.548,0.000,0.548
bus,מרחב נצרת ג'י.בי טורס,54576.000,1902,2.786,0.000,2.786
bus,מרחב נצרת ג'י.בי טורס,54579.000,1902,1.857,0.000,1.857
bus,מרחב נצרת ג'י.בי טורס,54580.000,2006,0.095,0.000,0.095
bus,מרחב נצרת ג'י.בי טורס,54581.000,2006,0.190,0.000,0.190
bus,מרחב נצרת ג'י.בי טורס,54582.000,1902,2.571,0.000,2.571
bus,מרחב נצרת ג'י.בי טורס,54583.000,1902,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,54584.000,1902,1.857,0.000,1.857
bus,מרחב נצרת ג'י.בי טורס,54663.000,1005,0.024,0.000,0.024
bus,מרחב נצרת ג'י.בי טורס,54745.000,1907,0.071,0.000,0.071
bus,מרחב נצרת ג'י.בי טורס,54747.000,1907,0.071,0.000,0.071
