o,d,mode,component,value,status
206,301,brt,gc,,not_available
206,302,brt,gc,,not_available
206,303,brt,gc,,not_available
206,304,brt,gc,,not_available
207,201,brt,gc,,not_available
207,202,brt,gc,31.146,derived
207,203,brt,gc,29.139,derived
207,204,brt,gc,21.608,derived
207,205,brt,gc,16.964,derived
207,206,brt,gc,12.894,derived
207,207,brt,gc,,not_skimmed
207,208,brt,gc,13.226,derived
207,209,brt,gc,20.609,derived
207,210,brt,gc,36.945,derived
207,211,brt,gc,43.609,derived
207,212,brt,gc,37.195,derived
207,213,brt,gc,47.698,derived
207,214,brt,gc,,not_available
207,215,brt,gc,,not_available
207,216,brt,gc,,not_available
207,217,brt,gc,,not_available
207,101,brt,gc,50.298,derived
207,102,brt,gc,46.186,derived
207,103,brt,gc,45.165,derived
207,104,brt,gc,39.496,derived
207,301,brt,gc,,not_available
207,302,brt,gc,,not_available
207,303,brt,gc,,not_available
207,304,brt,gc,,not_available
208,201,brt,gc,,not_available
208,202,brt,gc,37.187,derived
208,203,brt,gc,35.181,derived
208,204,brt,gc,27.649,derived
208,205,brt,gc,23.005,derived
208,206,brt,gc,18.776,derived
208,207,brt,gc,15.425,derived
208,208,brt,gc,,not_skimmed
208,209,brt,gc,17.006,derived
208,210,brt,gc,33.343,derived
208,211,brt,gc,40.007,derived
208,212,brt,gc,33.592,derived
208,213,brt,gc,44.096,derived
208,214,brt,gc,,not_available
208,215,brt,gc,,not_available
208,216,brt,gc,,not_available
208,217,brt,gc,,not_available
208,101,brt,gc,46.696,derived
208,102,brt,gc,42.583,derived
208,103,brt,gc,41.563,derived
208,104,brt,gc,35.894,derived
208,301,brt,gc,,not_available
208,302,brt,gc,,not_available
208,303,brt,gc,,not_available
208,304,brt,gc,,not_available
209,201,brt,gc,,not_available
209,202,brt,gc,40.843,derived
209,203,brt,gc,38.834,derived
209,204,brt,gc,31.302,derived
209,205,brt,gc,26.660,derived
209,206,brt,gc,22.429,derived
209,207,brt,gc,19.081,derived
209,208,brt,gc,13.277,derived
209,209,brt,gc,,not_skimmed
209,210,brt,gc,25.126,derived
209,211,brt,gc,31.789,derived
209,212,brt,gc,25.374,derived
209,213,brt,gc,36.998,derived
209,214,brt,gc,,not_available
209,215,brt,gc,,not_available
209,216,brt,gc,,not_available
209,217,brt,gc,,not_available
209,101,brt,gc,36.327,derived
209,102,brt,gc,35.485,derived
209,103,brt,gc,34.465,derived
209,104,brt,gc,28.796,derived
209,301,brt,gc,60.339,derived
209,302,brt,gc,54.600,derived
209,303,brt,gc,48.140,derived
209,304,brt,gc,45.711,derived
210,201,brt,gc,,not_available
210,202,brt,gc,32.082,derived
210,203,brt,gc,55.350,derived
210,204,brt,gc,47.819,derived
210,205,brt,gc,43.175,derived
210,206,brt,gc,38.946,derived
210,207,brt,gc,35.595,derived
210,208,brt,gc,29.792,derived
210,209,brt,gc,25.305,derived
210,210,brt,gc,,not_skimmed
210,211,brt,gc,33.730,derived
210,212,brt,gc,27.316,derived
210,213,brt,gc,39.387,derived
210,214,brt,gc,,not_available
210,215,brt,gc,,not_available
210,216,brt,gc,,not_available
210,217,brt,gc,,not_available
210,101,brt,gc,37.929,derived
210,102,brt,gc,34.877,derived
210,103,brt,gc,33.854,derived
210,104,brt,gc,30.185,derived
210,301,brt,gc,76.854,derived
210,302,brt,gc,71.115,derived
210,303,brt,gc,64.657,derived
210,304,brt,gc,62.226,derived
211,201,brt,gc,,not_available
211,202,brt,gc,43.123,derived
211,203,brt,gc,66.391,derived
211,204,brt,gc,58.860,derived
211,205,brt,gc,54.216,derived
211,206,brt,gc,49.987,derived
211,207,brt,gc,46.636,derived
211,208,brt,gc,40.833,derived
211,209,brt,gc,36.286,derived
211,210,brt,gc,38.077,derived
211,211,brt,gc,,not_skimmed
211,212,brt,gc,26.578,derived
211,213,brt,gc,38.679,derived
211,214,brt,gc,,not_available
211,215,brt,gc,,not_available
211,216,brt,gc,,not_available
211,217,brt,gc,,not_available
211,101,brt,gc,37.349,derived
211,102,brt,gc,34.169,derived
211,103,brt,gc,33.146,derived
211,104,brt,gc,29.477,derived
211,301,brt,gc,90.049,derived
211,302,brt,gc,83.860,derived
211,303,brt,gc,77.020,derived
211,304,brt,gc,74.591,derived
212,201,brt,gc,,not_available
212,202,brt,gc,38.139,derived
212,203,brt,gc,61.408,derived
212,204,brt,gc,53.876,derived
212,205,brt,gc,49.232,derived
212,206,brt,gc,45.003,derived
212,207,brt,gc,41.652,derived
212,208,brt,gc,35.849,derived
212,209,brt,gc,31.302,derived
212,210,brt,gc,33.093,derived
212,211,brt,gc,28.008,derived
212,212,brt,gc,,not_skimmed
212,213,brt,gc,29.148,derived
212,214,brt,gc,,not_available
212,215,brt,gc,,not_available
212,216,brt,gc,,not_available
212,217,brt,gc,,not_available
212,101,brt,gc,27.819,derived
212,102,brt,gc,24.637,derived
212,103,brt,gc,23.614,derived
212,104,brt,gc,19.946,derived
212,301,brt,gc,84.610,derived
212,302,brt,gc,78.421,derived
212,303,brt,gc,71.581,derived
212,304,brt,gc,69.152,derived
213,201,brt,gc,,not_available
213,202,brt,gc,,not_available
213,203,brt,gc,,not_available
213,204,brt,gc,,not_available
213,205,brt,gc,,not_available
213,206,brt,gc,57.860,derived
213,207,brt,gc,54.510,derived
213,208,brt,gc,48.706,derived
213,209,brt,gc,45.339,derived
213,210,brt,gc,47.550,derived
213,211,brt,gc,42.465,derived
213,212,brt,gc,31.503,derived
213,213,brt,gc,,not_skimmed
213,214,brt,gc,,not_available
213,215,brt,gc,,not_available
213,216,brt,gc,,not_available
213,217,brt,gc,,not_available
213,101,brt,gc,,not_available
213,102,brt,gc,,not_available
213,103,brt,gc,,not_available
213,104,brt,gc,26.960,derived
213,301,brt,gc,,not_available
213,302,brt,gc,,not_available
213,303,brt,gc,,not_available
213,304,brt,gc,,not_available
214,201,brt,gc,,not_available
214,202,brt,gc,,not_available
214,203,brt,gc,,not_available
214,204,brt,gc,,not_available
214,205,brt,gc,,not_available
214,206,brt,gc,,not_available
214,207,brt,gc,,not_available
214,208,brt,gc,,not_available
214,209,brt,gc,,not_available
214,210,brt,gc,,not_available
214,211,brt,gc,,not_available
214,212,brt,gc,,not_available
214,213,brt,gc,,not_available
214,214,brt,gc,,not_skimmed
214,215,brt,gc,,not_available
214,216,brt,gc,,not_available
214,217,brt,gc,,not_available
214,101,brt,gc,,not_available
214,102,brt,gc,,not_available
214,103,brt,gc,,not_available
214,104,brt,gc,,not_available
214,301,brt,gc,,not_available
214,302,brt,gc,,not_available
214,303,brt,gc,,not_available
214,304,brt,gc,,not_available
215,201,brt,gc,,not_available
215,202,brt,gc,,not_available
215,203,brt,gc,,not_available
215,204,brt,gc,,not_available
215,205,brt,gc,,not_available
215,206,brt,gc,,not_available
215,207,brt,gc,,not_available
215,208,brt,gc,,not_available
215,209,brt,gc,,not_available
215,210,brt,gc,,not_available
215,211,brt,gc,,not_available
215,212,brt,gc,,not_available
215,213,brt,gc,,not_available
215,214,brt,gc,,not_available
215,215,brt,gc,,not_skimmed
215,216,brt,gc,,not_available
215,217,brt,gc,,not_available
215,101,brt,gc,,not_available
215,102,brt,gc,,not_available
215,103,brt,gc,,not_available
215,104,brt,gc,,not_available
215,301,brt,gc,,not_available
215,302,brt,gc,,not_available
215,303,brt,gc,,not_available
215,304,brt,gc,,not_available
216,201,brt,gc,,not_available
216,202,brt,gc,,not_available
216,203,brt,gc,,not_available
216,204,brt,gc,,not_available
216,205,brt,gc,,not_available
216,206,brt,gc,,not_available
216,207,brt,gc,,not_available
216,208,brt,gc,,not_available
216,209,brt,gc,,not_available
216,210,brt,gc,,not_available
216,211,brt,gc,,not_available
216,212,brt,gc,,not_available
216,213,brt,gc,,not_available
216,214,brt,gc,,not_available
216,215,brt,gc,,not_available
216,216,brt,gc,,not_skimmed
216,217,brt,gc,,not_available
216,101,brt,gc,,not_available
216,102,brt,gc,,not_available
216,103,brt,gc,,not_available
216,104,brt,gc,,not_available
216,301,brt,gc,,not_available
216,302,brt,gc,,not_available
216,303,brt,gc,,not_available
216,304,brt,gc,,not_available
217,201,brt,gc,,not_available
217,202,brt,gc,,not_available
217,203,brt,gc,,not_available
217,204,brt,gc,,not_available
217,205,brt,gc,,not_available
217,206,brt,gc,,not_available
217,207,brt,gc,,not_available
217,208,brt,gc,,not_available
217,209,brt,gc,,not_available
217,210,brt,gc,,not_available
217,211,brt,gc,,not_available
217,212,brt,gc,,not_available
217,213,brt,gc,,not_available
217,214,brt,gc,,not_available
217,215,brt,gc,,not_available
217,216,brt,gc,,not_available
217,217,brt,gc,,not_skimmed
217,101,brt,gc,,not_available
217,102,brt,gc,,not_available
217,103,brt,gc,,not_available
217,104,brt,gc,,not_available
217,301,brt,gc,,not_available
217,302,brt,gc,,not_available
217,303,brt,gc,,not_available
217,304,brt,gc,,not_available
101,201,brt,gc,,not_available
101,202,brt,gc,48.047,derived
101,203,brt,gc,70.766,derived
101,204,brt,gc,63.234,derived
101,205,brt,gc,58.591,derived
101,206,brt,gc,57.361,derived
101,207,brt,gc,54.011,derived
101,208,brt,gc,48.209,derived
101,209,brt,gc,45.897,derived
101,210,brt,gc,43.221,derived
101,211,brt,gc,38.136,derived
101,212,brt,gc,27.174,derived
101,213,brt,gc,,not_available
101,214,brt,gc,,not_available
101,215,brt,gc,,not_available
101,216,brt,gc,,not_available
101,217,brt,gc,,not_available
101,101,brt,gc,,not_skimmed
101,102,brt,gc,16.319,derived
101,103,brt,gc,21.281,derived
101,104,brt,gc,23.934,derived
101,301,brt,gc,19.634,derived
101,302,brt,gc,22.189,derived
101,303,brt,gc,21.719,derived
101,304,brt,gc,26.537,derived
102,201,brt,gc,,not_available
102,202,brt,gc,42.274,derived
102,203,brt,gc,65.541,derived
102,204,brt,gc,58.009,derived
102,205,brt,gc,53.367,derived
102,206,brt,gc,52.136,derived
102,207,brt,gc,48.788,derived
102,208,brt,gc,42.984,derived
102,209,brt,gc,39.615,derived
102,210,brt,gc,38.828,derived
102,211,brt,gc,33.741,derived
102,212,brt,gc,22.779,derived
102,213,brt,gc,,not_available
102,214,brt,gc,,not_available
102,215,brt,gc,,not_available
102,216,brt,gc,,not_available
102,217,brt,gc,,not_available
102,101,brt,gc,14.796,derived
102,102,brt,gc,,not_skimmed
102,103,brt,gc,15.646,derived
102,104,brt,gc,18.299,derived
102,301,brt,gc,,not_available
102,302,brt,gc,,not_available
102,303,brt,gc,,not_available
102,304,brt,gc,,not_available
103,201,brt,gc,,not_available
103,202,brt,gc,40.044,derived
103,203,brt,gc,63.312,derived
103,204,brt,gc,55.781,derived
103,205,brt,gc,51.137,derived
103,206,brt,gc,49.908,derived
103,207,brt,gc,46.557,derived
103,208,brt,gc,40.754,derived
103,209,brt,gc,37.387,derived
103,210,brt,gc,36.598,derived
103,211,brt,gc,31.513,derived
103,212,brt,gc,20.551,derived
103,213,brt,gc,,not_available
103,214,brt,gc,,not_available
103,215,brt,gc,,not_available
103,216,brt,gc,,not_available
103,217,brt,gc,,not_available
103,101,brt,gc,18.551,derived
103,102,brt,gc,14.439,derived
103,103,brt,gc,,not_skimmed
103,104,brt,gc,16.071,derived
103,301,brt,gc,,not_available
103,302,brt,gc,,not_available
103,303,brt,gc,,not_available
103,304,brt,gc,,not_available
104,201,brt,gc,,not_available
104,202,brt,gc,39.495,derived
104,203,brt,gc,62.764,derived
104,204,brt,gc,55.232,derived
104,205,brt,gc,50.588,derived
104,206,brt,gc,46.389,derived
104,207,brt,gc,43.039,derived
104,208,brt,gc,37.236,derived
104,209,brt,gc,33.838,derived
104,210,brt,gc,35.049,derived
104,211,brt,gc,29.964,derived
104,212,brt,gc,19.002,derived
104,213,brt,gc,24.392,derived
104,214,brt,gc,,not_available
104,215,brt,gc,,not_available
104,216,brt,gc,,not_available
104,217,brt,gc,,not_available
104,101,brt,gc,23.322,derived
104,102,brt,gc,19.211,derived
104,103,brt,gc,18.189,derived
104,104,brt,gc,,not_skimmed
104,301,brt,gc,,not_available
104,302,brt,gc,,not_available
104,303,brt,gc,,not_available
104,304,brt,gc,,not_available
301,201,brt,gc,,not_available
301,202,brt,gc,,not_available
301,203,brt,gc,,not_available
301,204,brt,gc,,not_available
301,205,brt,gc,,not_available
301,206,brt,gc,,not_available
301,207,brt,gc,,not_available
301,208,brt,gc,,not_available
301,209,brt,gc,49.004,derived
301,210,brt,gc,51.216,derived
301,211,brt,gc,44.427,derived
301,212,brt,gc,33.920,derived
301,213,brt,gc,,not_available
301,214,brt,gc,,not_available
301,215,brt,gc,,not_available
301,216,brt,gc,,not_available
301,217,brt,gc,,not_available
301,101,brt,gc,101.430,derived
301,102,brt,gc,,not_available
301,103,brt,gc,,not_available
301,104,brt,gc,,not_available
301,301,brt,gc,,not_skimmed
301,302,brt,gc,23.765,derived
301,303,brt,gc,23.294,derived
301,304,brt,gc,28.112,derived
302,201,brt,gc,,not_available
302,202,brt,gc,,not_available
302,203,brt,gc,,not_available
302,204,brt,gc,,not_available
302,205,brt,gc,,not_available
302,206,brt,gc,,not_available
302,207,brt,gc,,not_available
302,208,brt,gc,,not_available
302,209,brt,gc,41.238,derived
302,210,brt,gc,43.449,derived
302,211,brt,gc,36.660,derived
302,212,brt,gc,26.153,derived
302,213,brt,gc,,not_available
302,214,brt,gc,,not_available
302,215,brt,gc,,not_available
302,216,brt,gc,,not_available
302,217,brt,gc,,not_available
302,101,brt,gc,93.664,derived
302,102,brt,gc,,not_available
302,103,brt,gc,,not_available
302,104,brt,gc,,not_available
302,301,brt,gc,91.119,derived
302,302,brt,gc,,not_skimmed
302,303,brt,gc,15.530,derived
302,304,brt,gc,20.348,derived
303,201,brt,gc,,not_available
303,202,brt,gc,,not_available
303,203,brt,gc,,not_available
303,204,brt,gc,,not_available
303,205,brt,gc,,not_available
303,206,brt,gc,,not_available
303,207,brt,gc,,not_available
303,208,brt,gc,,not_available
303,209,brt,gc,36.796,derived
303,210,brt,gc,39.007,derived
303,211,brt,gc,32.218,derived
303,212,brt,gc,21.712,derived
303,213,brt,gc,,not_available
303,214,brt,gc,,not_available
303,215,brt,gc,,not_available
303,216,brt,gc,,not_available
303,217,brt,gc,,not_available
303,101,brt,gc,89.762,derived
303,102,brt,gc,,not_available
303,103,brt,gc,,not_available
303,104,brt,gc,,not_available
303,301,brt,gc,86.937,derived
303,302,brt,gc,80.646,derived
303,303,brt,gc,,not_skimmed
303,304,brt,gc,15.906,derived
304,201,brt,gc,,not_available
304,202,brt,gc,,not_available
304,203,brt,gc,,not_available
304,204,brt,gc,,not_available
304,205,brt,gc,,not_available
304,206,brt,gc,,not_available
304,207,brt,gc,,not_available
304,208,brt,gc,,not_available
304,209,brt,gc,33.372,derived
304,210,brt,gc,35.583,derived
304,211,brt,gc,28.794,derived
304,212,brt,gc,18.288,derived
304,213,brt,gc,,not_available
304,214,brt,gc,,not_available
304,215,brt,gc,,not_available
304,216,brt,gc,,not_available
304,217,brt,gc,,not_available
304,101,brt,gc,86.338,derived
304,102,brt,gc,,not_available
304,103,brt,gc,,not_available
304,104,brt,gc,,not_available
304,301,brt,gc,83.511,derived
304,302,brt,gc,77.222,derived
304,303,brt,gc,70.315,derived
304,304,brt,gc,,not_skimmed
201,201,lrt_all_underground,ivt,,not_skimmed
201,202,lrt_all_underground,ivt,7.590,derived
201,203,lrt_all_underground,ivt,12.720,derived
201,204,lrt_all_underground,ivt,15.200,derived
201,205,lrt_all_underground,ivt,17.920,derived
201,206,lrt_all_underground,ivt,23.340,derived
201,207,lrt_all_underground,ivt,26.230,derived
201,208,lrt_all_underground,ivt,28.940,derived
201,209,lrt_all_underground,ivt,32.840,derived
201,210,lrt_all_underground,ivt,38.320,derived
201,211,lrt_all_underground,ivt,26.316,derived_feeder
201,212,lrt_all_underground,ivt,29.662,derived_feeder
201,213,lrt_all_underground,ivt,54.319,derived_feeder
201,214,lrt_all_underground,ivt,63.413,assumed
201,215,lrt_all_underground,ivt,64.078,derived_feeder
201,216,lrt_all_underground,ivt,63.119,derived_feeder
201,217,lrt_all_underground,ivt,75.296,derived_feeder
201,101,lrt_all_underground,ivt,39.297,derived_feeder
201,102,lrt_all_underground,ivt,36.289,derived_feeder
201,103,lrt_all_underground,ivt,34.748,derived_feeder
201,104,lrt_all_underground,ivt,30.679,derived_feeder
201,301,lrt_all_underground,ivt,51.849,assumed
201,302,lrt_all_underground,ivt,53.781,assumed
201,303,lrt_all_underground,ivt,43.082,derived_feeder
201,304,lrt_all_underground,ivt,43.022,assumed
202,201,lrt_all_underground,ivt,7.590,derived
202,202,lrt_all_underground,ivt,,not_skimmed
202,203,lrt_all_underground,ivt,5.130,derived
202,204,lrt_all_underground,ivt,7.610,derived
202,205,lrt_all_underground,ivt,10.330,derived
202,206,lrt_all_underground,ivt,15.750,derived
202,207,lrt_all_underground,ivt,18.640,derived
202,208,lrt_all_underground,ivt,21.350,derived
202,209,lrt_all_underground,ivt,25.250,derived
202,210,lrt_all_underground,ivt,30.730,derived
202,211,lrt_all_underground,ivt,36.980,derived_feeder
202,212,lrt_all_underground,ivt,40.326,derived_feeder
202,213,lrt_all_underground,ivt,46.729,derived_feeder
202,214,lrt_all_underground,ivt,58.285,derived_feeder
202,215,lrt_all_underground,ivt,56.488,derived_feeder
202,216,lrt_all_underground,ivt,55.529,derived_feeder
202,217,lrt_all_underground,ivt,67.706,derived_feeder
202,101,lrt_all_underground,ivt,49.961,derived_feeder
202,102,lrt_all_underground,ivt,46.953,derived_feeder
202,103,lrt_all_underground,ivt,45.412,derived_feeder
202,104,lrt_all_underground,ivt,41.343,derived_feeder
202,301,lrt_all_underground,ivt,50.695,assumed
202,302,lrt_all_underground,ivt,52.627,assumed
202,303,lrt_all_underground,ivt,35.492,derived_feeder
202,304,lrt_all_underground,ivt,41.868,assumed
203,201,lrt_all_underground,ivt,12.720,derived
203,202,lrt_all_underground,ivt,5.130,derived
203,203,lrt_all_underground,ivt,,not_skimmed
203,204,lrt_all_underground,ivt,2.480,derived
203,205,lrt_all_underground,ivt,5.210,derived
203,206,lrt_all_underground,ivt,10.630,derived
203,207,lrt_all_underground,ivt,13.510,derived
203,208,lrt_all_underground,ivt,16.220,derived
203,209,lrt_all_underground,ivt,20.120,derived
203,210,lrt_all_underground,ivt,25.600,derived
203,211,lrt_all_underground,ivt,23.856,derived_feeder
203,212,lrt_all_underground,ivt,27.202,derived_feeder
203,213,lrt_all_underground,ivt,41.599,derived_feeder
203,214,lrt_all_underground,ivt,53.155,derived_feeder
203,215,lrt_all_underground,ivt,51.358,derived_feeder
203,216,lrt_all_underground,ivt,50.399,derived_feeder
203,217,lrt_all_underground,ivt,62.576,derived_feeder
203,101,lrt_all_underground,ivt,36.837,derived_feeder
203,102,lrt_all_underground,ivt,33.829,derived_feeder
203,103,lrt_all_underground,ivt,32.288,derived_feeder
203,104,lrt_all_underground,ivt,28.219,derived_feeder
203,301,lrt_all_underground,ivt,45.565,assumed
203,302,lrt_all_underground,ivt,47.497,assumed
203,303,lrt_all_underground,ivt,36.052,derived_feeder
203,304,lrt_all_underground,ivt,36.738,assumed
204,201,lrt_all_underground,ivt,15.200,derived
204,202,lrt_all_underground,ivt,7.610,derived
204,203,lrt_all_underground,ivt,2.480,derived
204,204,lrt_all_underground,ivt,,not_skimmed
204,205,lrt_all_underground,ivt,2.730,derived
204,206,lrt_all_underground,ivt,8.140,derived
204,207,lrt_all_underground,ivt,11.030,derived
204,208,lrt_all_underground,ivt,13.740,derived
204,209,lrt_all_underground,ivt,17.640,derived
204,210,lrt_all_underground,ivt,23.120,derived
204,211,lrt_all_underground,ivt,26.336,derived_feeder
204,212,lrt_all_underground,ivt,29.682,derived_feeder
204,213,lrt_all_underground,ivt,39.119,derived_feeder
204,214,lrt_all_underground,ivt,50.675,derived_feeder
204,215,lrt_all_underground,ivt,48.878,derived_feeder
204,216,lrt_all_underground,ivt,47.919,derived_feeder
204,217,lrt_all_underground,ivt,60.096,derived_feeder
204,101,lrt_all_underground,ivt,39.317,derived_feeder
204,102,lrt_all_underground,ivt,36.309,derived_feeder
204,103,lrt_all_underground,ivt,34.768,derived_feeder
204,104,lrt_all_underground,ivt,30.699,derived_feeder
204,301,lrt_all_underground,ivt,43.322,assumed
204,302,lrt_all_underground,ivt,45.253,assumed
204,303,lrt_all_underground,ivt,33.572,derived_feeder
204,304,lrt_all_underground,ivt,34.495,assumed
205,201,lrt_all_underground,ivt,17.920,derived
205,202,lrt_all_underground,ivt,10.330,derived
205,203,lrt_all_underground,ivt,5.210,derived
205,204,lrt_all_underground,ivt,2.730,derived
205,205,lrt_all_underground,ivt,,not_skimmed
205,206,lrt_all_underground,ivt,5.420,derived
205,207,lrt_all_underground,ivt,8.310,derived
205,208,lrt_all_underground,ivt,11.020,derived
205,209,lrt_all_underground,ivt,14.910,derived
205,210,lrt_all_underground,ivt,20.400,derived
205,211,lrt_all_underground,ivt,26.650,derived_feeder
205,212,lrt_all_underground,ivt,29.996,derived_feeder
205,213,lrt_all_underground,ivt,36.399,derived_feeder
205,214,lrt_all_underground,ivt,47.955,derived_feeder
205,215,lrt_all_underground,ivt,46.158,derived_feeder
205,216,lrt_all_underground,ivt,45.199,derived_feeder
205,217,lrt_all_underground,ivt,57.376,derived_feeder
205,101,lrt_all_underground,ivt,39.631,derived_feeder
205,102,lrt_all_underground,ivt,36.623,derived_feeder
205,103,lrt_all_underground,ivt,35.082,derived_feeder
205,104,lrt_all_underground,ivt,31.013,derived_feeder
205,301,lrt_all_underground,ivt,42.588,assumed
205,302,lrt_all_underground,ivt,56.094,derived_feeder
205,303,lrt_all_underground,ivt,30.852,derived_feeder
205,304,lrt_all_underground,ivt,27.670,derived_feeder
206,201,lrt_all_underground,ivt,23.340,derived
206,202,lrt_all_underground,ivt,15.750,derived
206,203,lrt_all_underground,ivt,10.630,derived
206,204,lrt_all_underground,ivt,8.140,derived
206,205,lrt_all_underground,ivt,5.420,derived
206,206,lrt_all_underground,ivt,,not_skimmed
206,207,lrt_all_underground,ivt,2.890,derived
206,208,lrt_all_underground,ivt,5.600,derived
206,209,lrt_all_underground,ivt,9.500,derived
206,210,lrt_all_underground,ivt,14.980,derived
206,211,lrt_all_underground,ivt,21.230,derived_feeder
206,212,lrt_all_underground,ivt,24.576,derived_feeder
206,213,lrt_all_underground,ivt,30.979,derived_feeder
206,214,lrt_all_underground,ivt,42.535,derived_feeder
206,215,lrt_all_underground,ivt,40.738,derived_feeder
206,216,lrt_all_underground,ivt,39.779,derived_feeder
206,217,lrt_all_underground,ivt,51.956,derived_feeder
206,101,lrt_all_underground,ivt,34.211,derived_feeder
206,102,lrt_all_underground,ivt,31.203,derived_feeder
206,103,lrt_all_underground,ivt,29.662,derived_feeder
206,104,lrt_all_underground,ivt,25.593,derived_feeder
206,301,lrt_all_underground,ivt,38.317,assumed
206,302,lrt_all_underground,ivt,50.684,derived_feeder
206,303,lrt_all_underground,ivt,25.432,derived_feeder
206,304,lrt_all_underground,ivt,22.250,derived_feeder
207,201,lrt_all_underground,ivt,26.230,derived
207,202,lrt_all_underground,ivt,18.640,derived
207,203,lrt_all_underground,ivt,13.510,derived
207,204,lrt_all_underground,ivt,11.030,derived
207,205,lrt_all_underground,ivt,8.310,derived
207,206,lrt_all_underground,ivt,2.890,derived
207,207,lrt_all_underground,ivt,,not_skimmed
207,208,lrt_all_underground,ivt,2.710,derived
207,209,lrt_all_underground,ivt,6.610,derived
207,210,lrt_all_underground,ivt,12.090,derived
207,211,lrt_all_underground,ivt,18.340,derived_feeder
207,212,lrt_all_underground,ivt,21.686,derived_feeder
207,213,lrt_all_underground,ivt,28.089,derived_feeder
207,214,lrt_all_underground,ivt,39.645,derived_feeder
207,215,lrt_all_underground,ivt,37.848,derived_feeder
207,216,lrt_all_underground,ivt,36.889,derived_feeder
207,217,lrt_all_underground,ivt,49.066,derived_feeder
207,101,lrt_all_underground,ivt,31.321,derived_feeder
207,102,lrt_all_underground,ivt,28.313,derived_feeder
207,103,lrt_all_underground,ivt,26.772,derived_feeder
207,104,lrt_all_underground,ivt,22.703,derived_feeder
207,301,lrt_all_underground,ivt,35.702,assumed
207,302,lrt_all_underground,ivt,47.794,derived_feeder
207,303,lrt_all_underground,ivt,22.542,derived_feeder
207,304,lrt_all_underground,ivt,19.360,derived_feeder
208,201,lrt_all_underground,ivt,28.940,derived
208,202,lrt_all_underground,ivt,21.350,derived
208,203,lrt_all_underground,ivt,16.220,derived
208,204,lrt_all_underground,ivt,13.740,derived
208,205,lrt_all_underground,ivt,11.020,derived
208,206,lrt_all_underground,ivt,5.600,derived
208,207,lrt_all_underground,ivt,2.710,derived
208,208,lrt_all_underground,ivt,,not_skimmed
208,209,lrt_all_underground,ivt,3.900,derived
208,210,lrt_all_underground,ivt,9.380,derived
208,211,lrt_all_underground,ivt,15.630,derived_feeder
208,212,lrt_all_underground,ivt,18.976,derived_feeder
208,213,lrt_all_underground,ivt,25.379,derived_feeder
208,214,lrt_all_underground,ivt,36.935,derived_feeder
208,215,lrt_all_underground,ivt,35.138,derived_feeder
208,216,lrt_all_underground,ivt,34.179,derived_feeder
208,217,lrt_all_underground,ivt,46.356,derived_feeder
208,101,lrt_all_underground,ivt,28.611,derived_feeder
208,102,lrt_all_underground,ivt,25.603,derived_feeder
208,103,lrt_all_underground,ivt,24.062,derived_feeder
208,104,lrt_all_underground,ivt,19.993,derived_feeder
208,301,lrt_all_underground,ivt,47.521,derived_feeder
208,302,lrt_all_underground,ivt,45.084,derived_feeder
208,303,lrt_all_underground,ivt,41.626,derived_feeder
208,304,lrt_all_underground,ivt,37.787,derived_feeder
209,201,lrt_all_underground,ivt,32.840,derived
209,202,lrt_all_underground,ivt,25.250,derived
209,203,lrt_all_underground,ivt,20.120,derived
209,204,lrt_all_underground,ivt,17.640,derived
209,205,lrt_all_underground,ivt,14.910,derived
209,206,lrt_all_underground,ivt,9.500,derived
209,207,lrt_all_underground,ivt,6.610,derived
209,208,lrt_all_underground,ivt,3.900,derived
209,209,lrt_all_underground,ivt,,not_skimmed
209,210,lrt_all_underground,ivt,5.480,derived
209,211,lrt_all_underground,ivt,11.730,derived_feeder
209,212,lrt_all_underground,ivt,15.076,derived_feeder
209,213,lrt_all_underground,ivt,21.479,derived_feeder
209,214,lrt_all_underground,ivt,33.035,derived_feeder
209,215,lrt_all_underground,ivt,31.238,derived_feeder
209,216,lrt_all_underground,ivt,30.279,derived_feeder
209,217,lrt_all_underground,ivt,42.456,derived_feeder
209,101,lrt_all_underground,ivt,24.711,derived_feeder
209,102,lrt_all_underground,ivt,21.703,derived_feeder
209,103,lrt_all_underground,ivt,20.162,derived_feeder
209,104,lrt_all_underground,ivt,16.093,derived_feeder
209,301,lrt_all_underground,ivt,36.892,assumed
209,302,lrt_all_underground,ivt,38.824,assumed
209,303,lrt_all_underground,ivt,23.732,derived_feeder
209,304,lrt_all_underground,ivt,20.550,derived_feeder
210,201,lrt_all_underground,ivt,38.320,derived
210,202,lrt_all_underground,ivt,30.730,derived
210,203,lrt_all_underground,ivt,25.600,derived
210,204,lrt_all_underground,ivt,23.120,derived
210,205,lrt_all_underground,ivt,20.400,derived
210,206,lrt_all_underground,ivt,14.980,derived
210,207,lrt_all_underground,ivt,12.090,derived
210,208,lrt_all_underground,ivt,9.380,derived
210,209,lrt_all_underground,ivt,5.480,derived
210,210,lrt_all_underground,ivt,,not_skimmed
210,211,lrt_all_underground,ivt,18.091,derived_feeder
210,212,lrt_all_underground,ivt,21.436,derived_feeder
210,213,lrt_all_underground,ivt,27.840,derived_feeder
210,214,lrt_all_underground,ivt,47.064,assumed
210,215,lrt_all_underground,ivt,42.772,assumed
210,216,lrt_all_underground,ivt,41.166,assumed
210,217,lrt_all_underground,ivt,46.658,derived_feeder
