mode,o,101,102,103,104,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,301,302,303,304
brt,101,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
brt,102,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,103,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,104,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,201,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,202,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,203,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,204,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,205,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,206,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,207,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,208,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,209,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
brt,210,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
brt,211,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
brt,212,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
brt,213,missing:5,missing:5,missing:5,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,214,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,215,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,216,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,217,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5
brt,301,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
brt,302,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,missing:5,derived:4/missing:1,derived:4/missing:1
brt,303,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,missing:5,derived:4/missing:1
brt,304,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5,missing:5,missing:5,missing:5,missing:5,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,missing:5
bus,101,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,102,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,103,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,104,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,201,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,202,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,203,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1
bus,204,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,205,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,206,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1
bus,207,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,208,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1
bus,209,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,210,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,211,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,212,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,213,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,214,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,215,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:3/missing:2,derived:3/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,216,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,217,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2
bus,301,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1
bus,302,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1,derived:4/missing:1
bus,303,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3,derived:4/missing:1
bus,304,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,assumed:2/derived:1/missing:2,derived:4/missing:1,derived:4/missing:1,derived:4/missing:1,assumed:1/derived:1/missing:3
car,101,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2
car,102,assumed:3/measured:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2
car,103,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2
car,104,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/derived:1/missing:2,assumed:3/measured:1/missing:2,assumed:3/measured:1/missing:2
