stop_a,stop_b,routed_m,straight_m,covered_m,observed_min,n_trips,flag
21104,18413,396.54,332.93,396.54,0.91,14,ok
21104,18474,622.93,300.52,622.93,1.31,24,ok
21107,21092,178.10,140.47,178.10,0.44,28,ok_undirected
21107,4666,151.73,154.61,151.73,0.40,28,ok
21109,21110,411.90,59.88,411.90,0.86,7,ok
2111,1960,117.02,193.20,117.02,0.26,9,ok
21110,18535,511.89,282.79,511.89,1.26,7,ok
21111,21083,1156.68,688.12,1156.68,2.48,11,ok
21111,21099,263.47,223.94,263.47,0.52,19,ok
21111,21117,436.94,436.27,436.94,1.02,39,ok
21112,4245,1227.16,472.99,422.52,1.50,4,ok
21113,21100,292.02,215.24,292.02,0.69,12,ok_undirected
21115,18413,295.25,316.05,295.25,0.66,47,ok
21115,18474,521.64,366.48,521.64,1.07,5,ok
21115,21103,206.44,154.72,206.44,0.46,3,ok
21115,21117,941.37,741.97,941.37,2.05,14,ok
21116,19416,662.84,538.33,662.84,0.91,9,ok
21117,18383,328.34,93.22,328.34,0.99,2,ok
21117,19391,422.39,285.12,422.39,1.19,1,ok
21117,43147,616.29,303.55,606.86,1.71,27,ok
21117,4588,389.64,169.09,389.64,1.11,28,ok
21117,5088,371.65,232.03,371.65,1.02,22,ok_undirected
21118,4196,398.77,301.44,398.77,0.88,44,ok
21119,21122,153.97,142.68,153.97,0.46,40,ok
2112,3364,201.19,136.92,201.19,0.57,6,ok
21120,21115,286.24,223.07,286.24,0.60,69,ok
21122,19423,290.37,218.38,290.37,0.80,40,ok
21123,18471,321.95,325.58,321.95,0.76,38,ok
21124,18410,390.45,158.05,376.96,1.06,15,ok_undirected
21125,18410,418.49,356.87,418.49,0.95,32,ok_undirected
21126,19389,786.79,720.31,786.79,1.87,2,ok
21126,4158,311.82,286.24,311.82,0.70,65,ok
21126,4532,503.47,476.37,503.47,1.15,7,ok
21126,4647,214.61,124.80,214.61,0.47,14,ok
21127,19631,849.55,602.50,849.55,1.56,1,ok
21127,4251,611.83,227.11,315.47,0.95,8,ok
21128,19415,957.01,506.84,315.47,1.49,4,ok
21129,21131,253.67,242.38,253.67,0.67,37,ok
2113,2514,233.06,220.13,233.06,0.59,29,ok
21130,19388,624.32,325.55,624.32,1.88,21,ok
21130,21132,416.93,102.93,416.93,1.39,13,ok
21131,21134,291.17,277.77,291.17,0.66,37,ok
21132,21136,165.38,156.45,165.38,0.46,13,ok
21133,21130,362.58,312.65,362.58,1.01,34,ok
21134,18514,332.81,230.11,332.81,0.72,37,ok
21135,18519,230.20,231.79,230.20,0.49,28,ok
21135,4963,668.86,662.19,668.86,1.49,1,ok
21136,18490,141.37,171.89,141.37,0.45,13,ok
21137,21126,362.63,341.27,362.63,0.83,27,ok
21138,19393,567.98,430.79,567.98,1.63,1,ok
21138,21129,289.85,249.14,289.85,0.89,14,ok
21139,18376,258.00,108.40,258.00,0.71,22,ok_undirected
2114,2119,332.54,238.00,332.54,1.05,83,ok
2114,3762,281.36,155.06,281.36,0.94,12,ok
21140,21138,165.89,168.24,165.89,0.40,15,ok
21141,21148,347.98,301.80,347.98,0.57,6,ok
21141,21152,1487.14,897.03,1487.14,2.26,21,ok
21142,18502,216.01,228.27,216.01,0.57,41,ok
21142,21160,787.92,513.12,787.92,1.95,1,ok
21143,21140,88.84,98.87,88.84,0.22,15,ok
21144,4590,2874.62,2102.80,631.11,6.45,4,ok
21145,18428,2769.52,1337.99,2769.52,5.88,2,ok
21145,21137,704.08,451.19,704.08,1.60,11,ok
21145,21151,109.39,124.03,109.39,0.28,33,ok
21145,4963,359.77,309.53,359.77,0.92,140,ok
21146,18492,339.46,199.30,339.46,0.84,13,ok
21147,21143,734.26,186.86,734.26,1.73,15,ok
21148,18443,808.54,623.24,808.54,1.26,15,ok
2115,2140,231.01,200.01,231.01,0.48,102,ok
21150,18901,1052.30,791.00,1052.30,2.65,47,ok
21150,21144,1254.94,921.49,1195.95,2.96,4,ok
21150,21148,1262.03,839.21,1262.03,2.91,2,ok
21151,4157,163.91,201.36,163.91,0.47,65,ok
21152,36837,256.57,303.22,256.57,0.46,8,ok_undirected
21152,6197,238.55,282.97,238.55,0.43,43,ok_undirected
21153,18497,317.33,246.87,317.33,0.87,39,ok
21154,21147,196.87,208.58,196.87,0.39,15,ok
21155,18516,123.82,168.89,123.82,0.17,27,ok
21156,18499,522.17,293.21,522.17,1.38,28,ok
21157,21160,229.90,197.12,168.31,0.53,41,ok
21158,21153,257.29,179.53,257.29,0.78,39,ok
21159,21154,185.58,187.44,185.58,0.44,15,ok
2116,2117,346.72,290.38,346.72,0.86,95,ok
21160,21155,379.96,159.62,379.96,0.71,27,ok
21160,39265,321.86,238.32,321.86,0.61,15,ok
21161,21158,168.31,155.29,168.31,0.40,39,ok
21163,18455,191.11,109.90,191.11,0.62,40,ok
21164,19332,1715.06,1677.03,1715.06,2.38,34,ok_undirected
21164,21290,4005.04,2036.44,4005.04,6.75,14,ok
21165,4590,68.56,105.19,68.56,0.13,106,ok
21166,18440,360.15,359.03,360.15,0.79,12,ok
21166,20819,133.04,156.74,133.04,0.30,20,ok
21166,21163,319.58,308.39,319.58,0.95,19,ok
21167,18446,753.58,508.09,753.58,1.79,28,ok
21167,19427,126.47,157.35,126.47,0.25,29,ok
21167,51809,741.64,605.38,741.64,0.92,8,ok
21168,18462,337.46,289.42,337.46,0.66,15,ok
21169,21178,209.24,228.85,209.24,0.35,15,ok
2117,2151,316.59,321.81,316.59,0.72,94,ok
2117,2159,271.40,192.28,271.40,0.61,1,ok
21170,21171,375.44,167.34,375.44,0.72,21,ok
21171,18460,127.44,167.02,127.44,0.28,21,ok
21172,19429,172.90,201.72,172.90,0.34,41,ok
21172,21175,301.49,178.13,140.77,0.60,1,ok
21173,19411,451.34,324.51,329.88,1.20,2,ok
21173,5912,415.09,356.57,293.63,1.10,39,ok
21174,18659,455.74,272.06,455.74,0.92,53,ok_undirected
21175,19411,805.24,464.75,533.95,2.17,1,ok
21175,21193,839.75,410.91,69.48,2.12,2,ok
21177,18659,785.71,426.89,785.71,1.64,2,ok
21177,19920,969.93,629.65,969.93,2.10,3,ok
21177,21174,121.83,157.25,121.83,0.23,10,ok_undirected
21178,18435,348.96,287.29,348.96,0.80,77,ok
21179,18662,194.72,145.25,43.05,0.34,2,ok
2118,2113,230.59,207.15,230.59,0.71,10,ok_undirected
2118,2115,247.95,219.77,247.95,0.73,81,ok_undirected
21184,5085,236.01,296.80,75.15,0.62,14,ok_undirected
21186,21184,761.60,254.00,550.16,1.72,14,ok
21186,5085,573.24,550.25,573.24,1.29,174,ok
21186,5193,631.05,477.93,573.37,1.43,6,ok
21187,5913,482.46,395.87,482.46,1.20,41,ok
21188,21189,483.98,424.85,483.98,1.14,41,ok
21188,51245,578.64,440.46,578.64,1.39,4,ok
21189,21172,582.72,548.09,582.72,1.47,41,ok
2119,2125,329.83,192.23,329.83,0.84,49,ok
2119,2761,258.02,244.98,258.02,0.68,39,ok
21190,18437,298.82,188.21,298.82,0.71,84,ok
21190,47903,254.36,140.87,254.36,0.59,14,ok
21191,18448,261.18,279.58,261.18,0.51,7,ok
21191,4152,83.82,122.77,83.82,0.18,90,ok
21192,21186,278.04,297.70,278.04,0.90,67,ok
21193,19417,597.97,447.88,597.97,1.98,8,ok
21193,6198,444.28,199.68,444.28,1.31,2,ok
21194,21201,493.48,442.13,178.88,1.35,1,ok
21194,6198,178.88,186.12,178.88,0.49,8,ok
21195,21210,1257.20,597.88,1194.62,2.71,3,ok_undirected
21195,21224,1519.38,841.50,1456.80,3.36,8,ok_undirected
21195,4155,2081.11,260.01,2081.11,4.56,97,ok
21195,43143,2973.93,1448.19,2911.36,6.62,1,ok_undirected
21195,44547,2053.86,1057.14,1991.28,4.17,7,ok_undirected
21195,49636,1381.49,741.17,1318.91,2.99,9,ok_undirected
21198,21188,222.93,247.18,222.93,0.55,45,ok
21198,51235,448.87,231.77,219.24,1.07,1,ok_undirected
2120,2121,309.05,363.32,309.05,0.94,49,ok
21200,21207,205.57,192.39,205.57,0.54,13,ok
21201,21215,272.77,317.51,272.77,0.68,5,ok
21202,21206,248.39,212.12,248.39,0.71,3,ok
21203,18669,549.54,423.28,0.00,1.40,2,no_coverage
21204,6199,180.66,217.32,180.66,0.44,10,ok
21205,21200,239.74,136.21,239.74,0.63,13,ok
21206,18675,275.13,260.95,275.13,0.80,3,ok
21207,21216,288.21,249.51,288.21,0.75,13,ok
21208,21205,222.90,258.62,222.90,0.58,13,ok
21209,51063,186.21,154.84,186.21,0.47,12,ok
2121,2122,195.80,217.22,195.80,0.76,49,ok
21210,38965,938.06,606.08,938.06,1.88,5,ok
21210,44547,1034.33,600.40,1034.33,2.03,1,ok
21211,21198,554.95,503.00,554.95,1.23,41,ok
21211,21209,246.60,52.05,246.60,0.61,8,ok
21213,17580,809.36,800.01,809.36,1.36,34,ok
21213,21301,1392.06,876.16,1392.06,1.96,7,ok
21213,5911,721.31,711.71,721.31,1.24,8,ok
21214,21208,230.31,172.09,230.31,0.72,1,ok
21214,43650,485.37,292.30,485.37,1.53,4,ok
21215,21227,566.45,365.71,566.45,1.43,5,ok
21216,6202,294.70,172.26,294.70,0.92,13,ok
21217,18665,505.16,327.52,483.77,2.09,9,ok
21218,19068,1084.62,1103.51,1084.62,1.15,11,ok
21218,19259,1112.55,1031.76,1112.55,1.20,31,ok
2122,2123,338.21,269.89,338.21,1.25,49,ok
21220,17865,179.56,201.86,179.56,0.55,10,ok
21221,21214,149.63,155.52,35.68,0.52,5,ok
21221,51060,247.33,106.93,133.38,0.82,5,ok
21222,50869,262.61,274.57,262.61,0.44,4,ok
21223,39195,262.18,214.69,262.18,0.65,12,ok
21224,21229,237.86,189.57,237.86,0.56,9,ok
21225,51246,139.36,170.30,139.36,0.34,2,ok
21225,6200,0.00,68.92,0.00,0.73,8,no_coverage
21226,21221,179.56,211.05,179.56,0.72,10,ok
21227,6200,40.37,147.00,40.37,0.11,5,ok
21228,21223,237.86,255.77,237.86,0.69,12,ok
21229,21237,517.42,477.71,517.42,1.51,1,ok
21229,5007,231.25,213.49,231.25,0.64,8,ok
2123,2126,222.22,193.23,222.22,0.70,1,ok
2123,3939,211.50,234.24,211.50,0.60,48,ok
21230,21226,314.13,225.06,314.13,0.65,10,ok
21231,21228,273.82,176.90,273.82,0.80,12,ok
21231,5007,424.92,244.49,424.92,1.23,9,ok
21232,21233,142.12,160.85,142.12,0.48,10,ok
21233,21240,202.31,186.85,202.31,0.52,10,ok
21234,21231,201.81,212.46,201.81,0.73,21,ok
21235,21230,218.71,220.61,218.71,0.63,10,ok
21236,21238,248.27,262.34,248.27,0.86,22,ok
21237,18639,304.00,174.54,304.00,1.07,18,ok
21238,21239,294.24,234.14,294.24,1.08,24,ok
21239,40293,102.16,93.41,102.16,0.36,24,ok
2124,17189,373.09,326.32,373.09,0.91,10,ok_undirected
2124,2118,540.51,230.83,540.51,1.81,91,ok
21240,21241,220.91,228.20,220.91,0.44,10,ok
21241,21235,346.63,379.61,346.63,0.73,10,ok
21242,17652,247.53,268.80,247.53,0.69,31,ok
21243,5495,164.05,129.45,164.05,0.45,38,ok
21244,21243,232.57,207.73,26.27,0.65,2,ok
21248,21243,247.19,231.31,247.19,0.67,22,ok
21249,21244,234.75,276.73,0.00,1.00,2,no_coverage
2125,2120,205.42,188.12,205.42,0.49,49,ok
21250,5492,111.97,22.24,111.97,0.20,3,ok
21251,21249,229.87,217.15,0.00,0.10,2,no_coverage
21253,5759,739.78,657.40,670.70,0.87,2,ok
21254,21287,1664.87,1301.57,1664.87,2.75,2,ok
21255,21254,587.25,402.26,581.44,0.79,2,ok
21256,5922,374.63,343.61,374.63,0.95,18,ok
21259,5920,104.28,89.11,104.28,0.29,18,ok_undirected
2126,3761,115.96,140.75,115.96,0.37,29,ok
21261,5919,175.75,152.14,175.75,0.51,20,ok_undirected
21262,5928,348.46,324.07,348.46,0.91,20,ok
21264,5491,3009.38,2824.74,3009.38,3.03,11,ok
21264,5497,3003.53,2929.73,3003.53,3.06,7,ok
21264,6272,333.18,282.98,333.18,0.76,9,ok
21265,19187,396.30,283.75,396.30,1.03,2,ok
21265,19205,119.27,113.85,119.27,0.34,1,ok
21265,19868,11.87,45.36,11.87,0.04,1,ok
21265,21268,349.67,212.46,349.67,0.90,17,ok
21265,4184,743.25,649.95,743.25,1.78,2,ok
21266,19075,10.90,41.06,10.90,0.03,3,ok
21268,19217,545.90,318.85,545.90,2.18,5,ok
21268,4184,393.58,440.11,393.58,0.88,13,ok
21269,19598,3290.87,2683.11,3290.87,3.82,12,ok
21269,36135,2760.72,2516.75,2258.82,2.22,3,ok
21269,4224,2846.22,2748.33,2739.08,2.68,31,ok
2127,2128,342.88,356.87,342.88,0.90,101,ok
2127,3882,247.71,260.79,247.71,0.65,1,ok
21270,17748,3767.46,3421.76,3767.46,2.69,41,ok
21270,34304,4308.29,2980.59,4308.29,4.08,5,ok
21271,19672,3673.19,1926.52,3594.53,4.49,1,ok
21271,4216,402.09,290.14,402.09,0.53,26,ok_undirected
21271,4219,2088.66,1980.19,2088.66,1.86,3,ok_undirected
21272,21166,243.73,209.80,243.73,0.53,51,ok
21273,4368,1591.07,1207.49,1544.85,2.71,1,ok
21273,4369,1591.07,1116.77,1544.85,2.71,3,ok
21274,19369,616.33,493.42,616.33,1.12,90,ok
21275,39237,227.98,212.22,227.98,0.37,3,ok
21276,19372,744.56,567.09,744.56,1.69,64,ok
21279,17600,581.27,473.76,581.27,0.86,20,ok
21279,20184,1186.43,539.18,1186.43,1.53,8,ok
2128,2129,282.30,253.07,282.30,0.69,101,ok
21280,20100,1922.22,1791.24,1922.22,1.54,3,ok
21281,19352,246.48,137.05,246.48,0.57,14,ok
21281,20933,838.23,574.14,838.23,1.53,5,ok
21282,17970,1297.21,1177.38,1297.21,1.07,32,ok
21282,18875,4014.26,3596.12,4014.26,4.97,2,ok
21282,20648,3831.57,3606.38,3831.57,4.40,3,ok
21282,7109,1366.87,1135.73,1342.77,1.14,3,ok
21283,17972,1202.08,1196.48,1202.08,0.97,23,ok
21283,18876,1209.89,1225.22,1209.89,1.00,8,ok
21285,18925,2844.37,2474.62,2844.37,3.09,17,ok
21285,7096,3686.55,2766.08,3649.70,4.31,1,ok
21286,18236,2530.01,2489.83,2530.01,2.01,43,ok
21286,41592,2658.92,2522.72,2658.92,2.14,1,ok
21286,41593,2932.13,2652.98,2932.13,2.76,1,ok
21286,51777,2984.30,1950.21,2976.38,2.33,16,ok
21287,21294,3130.03,2438.08,3013.65,2.98,44,ok
21288,19371,399.90,219.67,399.90,0.81,92,ok_undirected
21288,21274,633.31,549.36,633.31,1.67,5,ok
21289,20954,481.93,339.07,481.93,1.04,90,ok
2129,2130,368.58,331.84,368.58,0.86,101,ok
21290,18563,422.59,378.84,422.59,0.72,86,ok_undirected
21290,43536,908.07,424.92,908.07,1.96,7,ok
21291,19598,2856.34,2858.32,2856.34,3.44,10,ok
21291,20917,,16772.23,,13.63,8,unreachable
21291,36134,2563.61,2527.54,2563.61,2.76,29,ok
21291,4220,2871.10,2823.90,2871.10,3.46,3,ok
21292,18662,580.55,421.42,580.55,1.09,47,ok
21294,21291,1940.76,1319.03,1940.76,2.15,48,ok
21294,37632,4311.23,1545.07,1692.03,4.93,2,ok
21294,4220,4811.86,4104.24,4811.86,5.60,2,ok
21295,21307,1161.38,1026.68,1161.38,0.86,19,ok
21295,35382,1700.92,630.80,1553.04,1.64,2,ok
21296,20397,1519.08,1453.93,1519.08,1.56,23,ok_undirected
21296,20917,1498.40,1430.70,1498.40,1.21,3,ok_undirected
21298,19488,1261.84,1074.81,1247.44,1.15,55,ok
21298,39998,1444.78,988.95,1380.16,1.68,1,ok
21299,20367,10604.01,6062.15,9320.23,12.49,1,ok
21299,6102,242.90,195.67,242.90,0.52,3,ok
2130,2124,265.13,340.37,265.13,0.62,101,ok
21300,21242,135.57,145.00,135.57,0.32,29,ok
21301,18893,3219.67,3175.65,3219.67,2.78,24,ok
21301,20535,2198.39,2231.84,2198.39,1.80,20,ok
21302,4677,3168.97,3162.79,3168.97,4.86,2,ok
21302,4724,621.81,641.49,621.81,0.84,58,ok
21304,18008,,16603.47,,13.45,5,unreachable
21304,20873,6955.24,5669.19,6955.24,5.60,2,ok
21304,4243,6953.07,5776.36,6953.07,5.61,26,ok
21305,20397,1295.75,1256.51,1295.75,1.06,16,ok
21305,20917,1360.00,1389.96,1360.00,1.31,9,ok
21305,46514,2601.00,1647.64,2601.00,2.46,2,ok
21306,19072,687.90,692.42,687.90,1.16,1,ok
21306,4998,305.47,284.55,305.47,0.48,64,ok_undirected
21307,35344,3100.42,2730.46,2754.97,2.28,2,ok
21307,4211,2840.42,2658.64,2840.42,2.10,19,ok
21308,19006,1507.12,1465.57,1507.12,1.42,82,ok_undirected
21308,39993,1989.83,1470.43,1972.39,2.79,2,ok
21308,39998,1839.45,1435.42,1822.01,2.19,8,ok
21309,46399,2555.66,1996.12,2555.66,2.63,8,ok
21309,46514,2281.38,1937.58,2281.38,2.21,18,ok
21309,47145,2549.65,2217.10,2549.65,2.64,4,ok
2131,2988,187.28,83.90,187.28,0.60,19,ok
21310,35185,269.57,213.39,269.57,0.53,4,ok
2132,2445,389.77,328.68,389.77,1.10,35,ok_undirected
2132,2573,703.92,605.31,703.92,1.78,1,ok
2133,2134,329.88,322.97,329.88,0.98,37,ok
2133,2434,468.28,478.32,468.28,1.40,38,ok
2134,2017,193.97,180.17,193.97,0.65,25,ok
2134,2434,138.40,158.76,138.40,0.42,12,ok
2135,2162,184.17,124.02,184.17,0.88,43,ok
2136,2137,424.96,183.80,424.96,1.31,36,ok_undirected
2136,2988,450.09,441.53,450.09,1.40,2,ok_undirected
2137,2133,267.42,186.96,267.42,1.07,34,ok
2137,2135,335.54,161.27,335.54,1.35,1,ok
2137,2988,530.02,298.73,522.26,1.64,1,ok
2139,2113,293.59,243.95,293.59,0.72,19,ok
2139,2114,262.90,244.46,262.90,0.77,68,ok
2140,2141,336.71,324.56,336.71,0.62,102,ok
2141,3626,224.27,206.40,224.27,0.35,102,ok
2142,2144,362.99,159.01,362.99,0.80,88,ok
2142,39749,346.04,349.77,346.04,0.76,14,ok
2143,3490,1651.21,1410.94,1605.25,5.64,32,ok
2143,35790,886.69,513.57,886.69,2.46,68,ok_undirected
2143,3959,3427.28,3090.69,3427.28,10.58,2,ok
2144,2116,213.88,282.88,213.88,0.57,94,ok
2145,2146,341.04,360.96,341.04,0.54,87,ok
2146,2147,339.29,336.94,339.29,0.65,87,ok
2147,2139,292.16,236.28,292.16,0.71,87,ok
2148,39710,200.45,218.49,200.45,0.99,6,ok
2149,2116,0.00,81.47,0.00,0.20,1,no_coverage
2149,2859,352.00,199.29,352.00,0.94,73,ok
2150,17442,465.23,158.86,465.23,1.23,6,ok
2151,35844,458.59,327.37,458.59,1.60,19,ok
2151,3699,599.48,433.69,599.48,2.05,31,ok_undirected
2151,3977,477.39,417.98,477.39,1.43,48,ok
2153,2154,1609.94,250.31,1609.94,3.48,6,ok
2154,2155,341.04,264.73,341.04,0.54,6,ok_undirected
2155,39749,457.63,499.62,457.63,0.89,6,ok_undirected
2157,2192,6278.61,5349.71,3998.96,11.38,2,ok
2157,2711,188.93,154.48,188.93,0.77,46,ok_undirected
2157,3510,354.51,322.71,354.51,0.57,5,ok
2158,2159,208.07,249.98,208.07,0.59,79,ok
2159,2150,108.52,132.69,108.52,0.20,6,ok
2159,3487,271.40,259.04,271.40,0.52,74,ok
2160,3322,572.59,412.02,572.59,1.85,43,ok
2162,3029,326.01,185.60,326.01,1.92,18,ok
2162,35822,497.42,271.09,497.42,2.07,9,ok
2162,38892,422.41,258.02,422.41,2.33,17,ok
2164,3732,399.46,256.65,298.46,1.89,11,ok
2164,3952,222.65,182.77,222.65,0.99,39,ok
2164,41361,578.58,243.19,578.58,1.65,5,ok
2166,3731,74.23,120.21,74.23,0.24,52,ok
2167,2170,384.38,360.18,384.38,1.07,85,ok
2168,3139,314.25,337.25,314.25,0.75,6,ok
2170,2053,351.21,324.56,351.21,1.08,58,ok
2170,3839,878.58,680.76,878.58,3.40,27,ok
2171,2166,540.63,227.92,540.63,2.14,52,ok
2171,3959,575.54,257.96,575.54,2.67,29,ok
2172,3970,405.55,346.94,405.55,1.06,75,ok_undirected
2175,3181,2267.70,2233.20,2267.70,3.22,4,ok
2175,3852,995.87,973.16,995.87,1.41,157,ok
2176,3599,351.25,341.02,351.25,0.82,33,ok_undirected
2176,3601,386.11,381.18,386.11,0.96,10,ok_undirected
2177,2191,569.37,477.99,569.37,1.16,20,ok
2177,2192,594.12,524.39,594.12,1.18,15,ok
2179,1469,885.00,538.78,885.00,1.42,126,ok
2179,2218,1644.45,786.37,1239.87,3.34,1,ok
2179,3915,1313.77,977.08,1313.77,2.32,23,ok
2181,2193,190.82,211.41,190.82,0.67,31,ok
2181,2194,231.70,138.44,231.70,0.76,5,ok_undirected
2182,2183,232.05,228.96,232.05,0.71,34,ok
2183,2185,340.09,316.27,340.09,1.01,34,ok
2184,3023,293.32,304.96,293.32,0.57,14,ok
2185,2186,294.51,232.68,294.51,0.85,34,ok
2186,35627,275.40,258.69,275.40,0.77,34,ok
2188,2209,230.41,216.86,230.41,0.63,56,ok
2189,2212,256.55,286.67,256.55,0.70,51,ok
2190,2589,487.03,483.39,475.99,1.14,43,ok_undirected
2191,2208,206.13,206.63,206.13,0.57,51,ok
2192,2215,386.13,435.36,386.13,0.71,19,ok
2193,2197,507.52,366.62,507.52,1.83,31,ok
2194,3632,509.75,325.34,188.09,1.37,5,ok
2196,3595,145.16,148.69,145.16,0.67,31,ok
2197,2196,300.31,238.41,300.31,1.34,31,ok
2199,2200,327.86,351.70,327.86,0.81,31,ok
2200,2201,241.29,280.24,241.29,0.57,31,ok
2201,2675,434.49,332.24,403.73,1.24,17,ok
2201,3022,417.85,281.23,417.85,1.18,14,ok
2202,2203,274.76,266.42,274.76,0.74,56,ok
2203,2211,440.27,425.54,440.27,1.20,56,ok
2205,2291,339.67,261.95,339.67,1.23,16,ok
2206,2205,232.80,219.23,232.80,1.10,16,ok
2206,2500,286.53,245.38,286.53,1.22,17,ok
2206,3915,385.40,330.39,385.40,1.45,5,ok
2208,2189,380.74,261.08,380.74,1.02,51,ok
2209,2190,222.30,136.71,222.30,0.51,22,ok
2209,3559,432.39,243.29,432.39,1.58,34,ok
2211,2188,240.64,154.49,240.64,0.73,56,ok
2212,2213,180.55,222.41,180.55,0.52,51,ok
2213,2757,893.99,583.75,218.62,2.59,6,ok
2213,2944,343.81,218.81,343.81,1.02,45,ok
2214,2190,304.58,262.62,304.58,0.76,21,ok
2215,2989,730.77,638.12,155.06,1.74,1,ok
2215,35656,316.27,203.79,316.27,0.80,18,ok
2216,2757,139.97,122.63,109.74,0.36,15,ok_undirected
2217,35814,544.34,483.05,544.34,1.30,44,ok
2218,2181,214.72,208.25,206.98,0.76,31,ok_undirected
2218,3594,734.97,518.39,467.34,2.41,1,ok_undirected
2220,1488,140.80,135.16,140.80,0.40,44,ok
2220,43021,274.29,246.83,274.29,0.96,11,ok
2223,2517,218.19,222.50,218.19,0.63,11,ok
2224,2225,226.32,248.10,226.32,0.67,13,ok
2225,2545,464.14,338.46,464.14,1.08,13,ok
2226,2223,243.24,226.27,243.24,0.85,11,ok
2227,49158,433.50,391.14,433.50,1.48,11,ok
2228,2227,413.12,434.90,413.12,1.14,11,ok
2229,2235,526.37,323.58,526.37,1.86,43,ok
2229,3907,386.76,376.16,386.76,1.22,4,ok_undirected
2230,3719,274.82,262.24,274.82,0.86,59,ok
2231,2233,155.76,176.33,155.76,0.47,41,ok
2231,2234,356.26,326.03,356.26,1.12,12,ok
2232,2230,179.56,175.56,179.56,0.55,59,ok
2233,2239,247.37,213.52,247.37,0.90,70,ok
2234,2963,111.26,174.58,111.26,0.34,12,ok
2235,2964,285.48,226.46,285.48,0.81,39,ok_undirected
2236,2232,322.06,305.59,322.06,0.89,47,ok
2236,2963,198.62,246.57,198.62,0.65,35,ok
2238,2236,316.31,216.96,316.31,0.97,82,ok
2239,2471,316.62,289.54,316.62,1.18,50,ok
2239,35798,521.73,331.30,521.73,1.72,18,ok
2239,39238,2004.48,957.19,1258.78,4.29,1,ok
2240,2238,136.71,166.63,136.71,0.43,82,ok
2243,2244,244.44,232.46,244.44,0.50,63,ok
2244,2255,245.51,181.76,245.51,0.58,63,ok
2245,2246,186.40,134.89,186.40,0.52,17,ok
2246,3706,260.11,250.37,260.11,0.64,17,ok_undirected
2247,2252,501.31,374.28,501.31,0.94,17,ok
2248,2249,625.24,454.72,615.44,1.58,17,ok
2248,51771,561.89,393.58,537.13,1.35,5,ok
2249,2247,410.99,375.28,410.99,1.10,17,ok
2250,2243,311.51,154.86,311.51,0.83,17,ok
2250,2880,200.64,131.90,200.64,0.58,14,ok
2251,2245,266.27,262.07,266.27,0.72,17,ok
2252,2472,262.80,219.18,262.80,0.83,17,ok
2253,2254,202.95,177.50,202.95,0.53,68,ok
2254,2248,251.92,108.32,251.92,0.75,17,ok_undirected
2254,2880,352.02,260.78,352.02,1.04,32,ok
2254,35795,230.83,202.20,230.83,0.68,19,ok
2255,2257,271.87,219.30,271.87,0.92,45,ok
2255,2839,341.04,337.61,341.04,0.94,18,ok
2256,2253,409.01,286.52,409.01,0.82,68,ok
2257,2737,230.56,160.13,230.56,0.65,45,ok
2258,2473,117.12,184.21,117.12,0.33,28,ok
2258,35649,264.24,124.85,264.24,0.66,17,ok
2259,2260,172.51,181.93,172.51,0.67,19,ok
2260,2261,273.41,235.11,273.41,0.84,19,ok
2261,2256,228.03,269.25,228.03,0.69,19,ok
2262,17476,1062.30,454.71,1062.30,2.87,31,ok
2262,2259,935.36,254.87,935.36,2.67,19,ok
2263,2264,320.58,310.75,320.58,0.86,49,ok
2264,35655,167.97,176.33,167.97,0.54,49,ok
2265,3136,496.12,379.38,496.12,1.35,26,ok
2266,2267,458.23,452.75,458.23,1.19,56,ok
2267,2582,322.87,330.81,322.87,0.93,56,ok
2268,2270,383.54,293.71,383.54,1.07,34,ok
2268,44851,522.67,506.30,522.67,1.41,12,ok
2269,2266,290.14,222.69,290.14,0.84,48,ok
2270,2271,334.24,335.98,334.24,0.94,34,ok
2271,2273,351.14,250.78,351.14,1.13,34,ok
2272,2581,480.54,314.88,480.54,1.40,37,ok
2273,2275,332.20,327.56,332.20,1.01,39,ok
2274,2266,614.36,541.75,614.36,1.78,8,ok
2274,2272,358.74,225.64,358.74,1.05,37,ok
2275,2280,356.46,216.51,356.46,0.96,14,ok
2275,2739,298.65,229.39,298.65,1.12,5,ok_undirected
2275,2862,499.47,469.64,499.47,1.87,1,ok
2275,37466,346.88,272.42,346.88,1.21,19,ok
2276,2279,347.54,234.79,347.54,0.95,19,ok
2277,3012,329.93,398.24,329.93,0.84,33,ok
2278,35945,185.01,199.24,185.01,0.50,18,ok
2278,36107,581.46,512.04,581.46,1.62,14,ok
2279,2274,338.32,318.49,338.32,1.03,45,ok
2280,2281,115.74,182.62,115.74,0.24,14,ok
2281,36107,757.70,666.27,757.70,1.96,14,ok
2282,2475,313.48,301.79,313.48,0.88,19,ok
2283,17354,2884.01,246.07,2884.01,6.61,19,ok
2284,2743,2204.36,305.54,2204.36,4.96,18,ok
2285,2286,380.90,397.94,380.90,1.14,51,ok
2286,2287,384.42,350.96,384.42,1.11,51,ok
2287,2288,543.45,203.51,543.45,1.80,51,ok
2288,2273,769.54,573.42,452.95,2.40,5,ok_undirected
2288,2289,144.79,199.97,144.79,0.38,46,ok_undirected
2289,2268,387.47,264.22,387.47,1.21,46,ok
2291,2292,461.56,438.16,461.56,1.23,28,ok
2291,2584,773.58,739.59,773.58,2.24,1,ok
