stop_a,stop_b,routed_m,straight_m,covered_m,observed_min,n_trips,flag
3046,2700,486.80,473.79,486.80,0.74,7,ok
3046,2849,237.54,221.68,237.54,0.33,5,ok
3046,2894,420.51,217.91,420.51,0.69,10,ok
3047,3048,2231.35,174.14,2231.35,5.96,16,ok
3048,17333,79.95,120.36,79.95,0.25,16,ok
3049,17334,241.71,129.48,241.71,0.82,16,ok
3050,1296,5066.73,3555.53,5066.73,7.21,1,ok_undirected
3050,3868,386.88,238.61,386.88,0.89,27,ok_undirected
3051,17448,506.80,180.01,404.29,1.50,10,ok
3053,3054,86.51,148.41,86.51,0.21,16,ok
3054,20521,863.92,732.59,863.92,1.64,6,ok
3054,20522,1317.05,1083.21,1317.05,2.33,1,ok
3054,20676,495.69,286.93,495.69,0.95,8,ok
3054,40187,887.37,694.69,887.37,1.69,10,ok
3056,3057,317.12,344.72,317.12,1.05,7,ok
3057,3058,371.86,275.55,371.86,1.04,7,ok
3058,2998,1467.89,456.64,1467.89,2.92,7,ok
3059,3056,522.71,194.61,522.71,1.84,7,ok
3061,1269,126.32,123.52,126.32,0.26,39,ok_undirected
3061,2066,293.95,180.40,293.95,0.63,1,ok_undirected
3064,2885,312.32,210.66,312.32,0.92,11,ok
3065,17480,182.97,154.88,182.97,0.63,22,ok
3066,2833,235.20,195.52,235.20,1.06,3,ok
3067,3662,169.79,136.76,0.00,0.63,14,no_coverage
3068,17454,455.72,304.74,256.59,1.02,6,ok
3068,3069,754.38,481.27,744.69,1.57,48,ok
3069,2179,534.14,444.18,534.14,1.08,24,ok_undirected
3069,3932,1088.21,476.17,1074.93,2.59,24,ok
3070,3600,314.01,356.61,314.01,0.49,43,ok
3071,3072,474.87,292.08,474.87,1.32,57,ok
3072,3073,146.74,149.87,146.74,0.52,57,ok
3073,2976,368.82,324.50,368.82,1.20,50,ok
3073,43018,485.53,364.46,485.53,1.01,7,ok
3074,2057,251.93,274.50,251.93,0.47,65,ok
3075,1996,553.31,505.74,553.31,0.73,85,ok_undirected
3075,41290,226.03,226.47,226.03,0.40,28,ok_undirected
3077,1877,939.77,561.99,927.91,2.05,62,ok
3077,2852,783.32,577.49,771.46,1.87,2,ok
3080,3677,133.46,148.51,133.46,0.39,13,ok
3083,17044,343.07,322.02,343.07,0.58,1,ok
3083,49733,334.04,146.59,334.04,0.90,5,ok_undirected
3086,2444,1974.02,354.33,1974.02,4.22,1,ok
3086,2445,209.85,151.19,209.85,0.54,4,ok_undirected
3088,3751,131.78,156.13,131.78,0.28,9,ok
3088,3963,242.47,303.83,242.47,0.55,1,ok
3089,3088,2161.79,369.23,2161.79,5.80,1,ok
3089,3750,1863.09,150.02,1863.09,5.08,9,ok
3090,2426,153.00,97.96,153.00,0.56,26,ok
3090,2427,325.13,357.30,325.13,0.89,64,ok
3091,3144,470.95,218.85,470.95,1.30,14,ok_undirected
3092,3200,190.73,226.29,190.73,0.56,14,ok
3093,2462,1670.57,242.66,1663.23,3.17,11,ok
3094,3776,155.33,193.69,155.33,0.50,8,ok
3096,35852,1394.15,1228.84,1380.59,1.86,36,ok
3096,3972,857.42,746.16,843.87,1.27,45,ok
3098,3100,228.47,206.10,228.47,0.79,11,ok
3100,3101,286.01,247.90,286.01,0.97,11,ok
3101,2541,407.71,353.70,407.71,1.04,14,ok
3102,3103,304.69,228.61,304.69,1.11,13,ok
3103,3379,413.12,319.00,413.12,1.32,13,ok
3104,2686,212.27,157.76,212.27,0.64,8,ok
3105,2012,214.01,183.98,214.01,0.57,51,ok
3106,3107,123.94,147.47,123.94,0.52,33,ok
3107,1927,159.46,197.05,159.46,0.72,33,ok
3108,2126,200.74,178.31,200.74,0.63,15,ok
3108,2127,253.15,217.99,253.15,0.84,100,ok
3110,3165,377.58,155.18,377.58,1.09,4,ok
3111,17335,79.40,100.85,79.40,0.22,12,ok
3111,3166,244.78,195.83,244.78,0.57,9,ok
3112,3126,193.33,128.81,193.33,0.50,4,ok
3112,3214,686.01,479.11,686.01,1.71,5,ok
3112,3291,475.71,421.42,475.71,1.13,16,ok
3113,2726,361.79,227.47,361.79,1.04,18,ok
3114,1830,0.00,49.53,0.00,0.61,18,no_coverage
3115,2279,327.18,257.13,327.18,1.02,18,ok_undirected
3115,2739,132.54,149.78,132.54,0.32,33,ok_undirected
3116,1108,2064.86,2104.15,1777.39,2.32,3,ok
3116,42995,148.80,117.77,148.80,0.31,6,ok
3118,17336,355.41,201.49,355.41,1.19,11,ok
3119,17337,301.66,233.68,301.66,0.84,36,ok
3120,3121,341.54,359.17,341.54,0.87,16,ok
3120,3166,429.98,410.36,429.98,1.04,16,ok
3121,3122,833.25,112.39,808.58,2.00,11,ok
3121,3363,338.37,300.71,338.37,0.81,22,ok
3122,17353,168.48,252.35,168.48,0.39,11,ok
3123,2891,366.78,240.36,366.78,0.93,5,ok
3124,2532,212.16,169.48,212.16,0.64,1,ok
3124,3446,196.92,221.85,196.92,0.59,17,ok
3125,17353,535.24,404.99,535.24,1.36,6,ok
3126,17510,136.00,117.58,136.00,0.39,4,ok
3128,3129,318.25,311.84,318.25,0.72,14,ok
3129,3130,175.27,162.95,175.27,0.35,14,ok
3130,46319,263.99,248.20,263.99,0.55,14,ok_undirected
3131,3132,471.92,433.56,471.92,1.00,14,ok
3132,3133,410.01,252.83,410.01,0.93,14,ok_undirected
3133,35624,145.16,136.20,145.16,0.40,14,ok_undirected
3136,3137,146.20,145.28,146.20,0.52,26,ok
3137,1328,417.37,239.89,417.37,0.91,1,ok
3137,2916,236.97,171.59,236.97,0.54,25,ok_undirected
3139,17439,139.13,125.14,139.13,0.42,6,ok
3140,1277,127.05,139.55,127.05,0.34,34,ok
3142,1360,351.78,356.92,351.78,0.95,42,ok
3143,17324,394.33,220.58,394.33,1.44,2,ok
3143,3744,163.59,69.66,163.59,0.68,10,ok
3144,1271,108.86,72.52,108.86,0.31,8,ok_undirected
3144,2090,893.30,480.77,893.30,2.81,14,ok
3145,35666,409.71,280.68,409.71,1.19,16,ok
3145,35945,943.90,731.96,943.90,2.45,14,ok
3145,44238,446.68,472.61,446.68,1.23,1,ok
3145,51493,472.71,429.53,472.71,1.33,15,ok
3146,2498,365.62,279.50,365.62,0.73,19,ok
3149,3120,407.75,171.68,407.75,1.79,32,ok
3150,3654,141.82,132.40,141.82,0.33,14,ok
3151,3198,132.63,123.94,108.07,0.27,14,ok
3152,1735,818.38,848.11,818.38,0.81,21,ok
3152,38791,1368.57,1019.72,1368.57,2.55,1,ok
3153,2653,463.30,465.35,463.30,1.23,29,ok
3154,3224,102.77,122.68,102.77,0.30,13,ok_undirected
3155,3156,531.50,238.61,531.50,1.10,4,ok_undirected
3156,3004,1174.26,335.13,1174.26,2.37,4,ok
3158,35623,180.70,117.67,180.70,0.67,81,ok
3159,3160,488.57,403.53,488.57,1.61,45,ok
3160,2501,237.47,217.64,237.47,0.77,14,ok
3160,2741,201.63,219.86,201.63,0.78,18,ok
3160,44240,133.45,91.95,133.45,0.47,13,ok
3161,3162,325.41,322.91,325.41,1.03,31,ok
3162,35626,786.38,319.27,732.33,2.38,31,ok
3163,1961,251.62,210.68,251.62,0.91,67,ok
3164,3362,390.87,346.24,390.87,0.89,17,ok
3165,3111,156.33,138.32,156.33,0.45,21,ok
3166,3167,149.64,173.29,149.64,0.32,25,ok
3167,34296,250.03,244.20,250.03,0.56,25,ok
3168,43211,311.66,377.98,311.66,0.38,16,ok
3169,3112,407.39,293.31,407.39,1.08,25,ok
3170,3220,315.38,225.30,315.38,0.90,24,ok
3170,43212,657.06,558.54,657.06,1.51,19,ok
3171,3172,628.91,357.98,628.91,1.68,19,ok
3172,17338,533.04,295.26,533.04,1.25,19,ok
3172,3540,274.06,109.19,274.06,0.70,6,ok
3173,3174,309.05,369.28,309.05,0.74,36,ok
3174,17335,132.96,113.36,132.96,0.37,19,ok
3174,3121,274.07,144.32,274.07,0.72,17,ok
3176,3177,357.79,282.78,357.79,1.10,10,ok
3177,3051,212.22,174.91,109.70,0.56,10,ok
3178,3209,614.12,298.47,614.12,1.86,10,ok
3179,3178,102.32,139.53,102.32,0.31,10,ok
3181,1296,5996.49,5513.18,5996.49,6.50,2,ok_undirected
3181,48019,458.63,378.50,458.63,1.55,18,ok_undirected
3181,48020,458.63,378.50,458.63,1.55,15,ok_undirected
3181,51258,441.84,392.48,441.84,1.22,81,ok
3182,2896,333.89,242.55,333.89,0.98,5,ok_undirected
3182,3125,361.76,204.78,361.76,1.05,6,ok_undirected
3182,3215,314.66,340.83,314.66,0.72,23,ok_undirected
3183,3161,171.71,141.45,171.71,0.45,19,ok
3185,48434,966.10,733.39,101.71,1.32,6,ok
3186,2841,334.39,164.61,334.39,0.82,40,ok
3187,2006,216.08,197.42,216.08,0.50,4,ok
3190,3191,321.20,275.84,321.20,0.84,45,ok
3191,16974,448.83,132.53,448.83,1.53,33,ok
3191,3194,222.00,166.12,222.00,0.53,12,ok
3193,16970,152.91,165.36,152.91,0.40,36,ok
3193,17050,155.48,48.97,155.48,0.47,17,ok
3193,2393,820.20,330.81,820.20,2.05,3,ok
3194,17051,172.93,180.40,172.93,0.53,43,ok
3196,2305,642.46,478.58,642.46,1.38,1,ok
3196,3423,498.69,334.99,498.69,1.26,14,ok_undirected
3198,3067,134.90,136.05,0.00,0.37,14,no_coverage
3199,3092,258.02,179.75,258.02,0.65,14,ok
3200,3150,163.55,121.43,163.55,0.62,14,ok
3201,2069,876.10,646.09,876.10,2.37,4,ok
3201,2084,330.64,275.25,330.64,1.10,9,ok_undirected
3201,2090,430.02,415.82,430.02,1.45,42,ok
3201,3984,108.59,99.20,108.59,0.29,13,ok
3202,3203,382.30,269.27,382.30,1.15,33,ok
3203,3204,79.62,159.48,79.62,0.22,33,ok
3204,1917,273.31,285.42,273.31,0.63,33,ok
3208,1283,455.04,432.99,455.04,1.41,6,ok
3208,2771,381.98,197.50,381.98,1.05,6,ok
3208,2890,465.40,249.32,465.40,1.28,10,ok
3209,3210,266.56,271.71,266.56,0.68,10,ok
3210,3211,241.71,109.03,241.71,0.71,10,ok
3211,17330,186.64,82.33,186.64,0.55,10,ok
3212,1816,194.70,150.43,194.70,0.61,10,ok
3213,1826,151.29,83.71,151.29,0.60,16,ok
3214,3110,357.06,275.52,357.06,0.88,4,ok
3214,3123,246.46,186.62,246.46,0.65,5,ok
3215,3119,613.73,441.42,613.73,1.50,19,ok
3215,3214,344.13,142.61,344.13,0.91,4,ok
3216,1636,4739.82,3621.24,4739.82,7.92,15,ok
3216,46662,3059.29,2606.51,1694.79,4.23,2,ok
3217,3218,94.80,147.03,94.80,0.22,15,ok
3218,3219,312.72,277.96,312.72,0.83,15,ok
3219,43210,200.58,184.13,200.58,0.58,15,ok
3220,3221,312.72,334.80,312.72,0.90,24,ok
3221,3541,298.91,255.05,298.91,0.85,24,ok
3222,2616,248.74,253.01,248.74,0.98,38,ok
3223,2666,224.94,197.76,224.94,0.86,36,ok
3224,3294,459.12,257.48,459.12,1.44,29,ok
3225,2772,368.21,281.72,368.21,0.73,13,ok
3225,3113,102.77,80.32,102.77,0.30,16,ok_undirected
3226,3232,184.00,137.43,184.00,0.75,29,ok
3227,3225,214.83,200.19,214.83,0.77,29,ok
3228,1848,573.86,558.74,573.86,1.24,84,ok
3228,37808,679.41,538.92,679.41,1.41,10,ok
3229,2307,348.30,295.31,348.30,0.78,35,ok
3229,2478,324.42,345.17,324.42,0.54,70,ok
3232,3674,141.33,112.03,141.33,0.55,29,ok
3233,2993,692.20,404.81,692.20,1.61,9,ok
3233,3526,719.22,507.70,719.22,1.45,65,ok
3234,1948,606.09,403.99,562.76,1.77,9,ok
3234,3949,107.01,64.57,107.01,0.44,13,ok_undirected
3234,3953,146.51,116.69,146.51,0.53,113,ok
3235,3739,258.84,273.35,258.84,0.51,9,ok
3237,3238,98.18,202.89,98.18,0.23,9,ok
3238,3741,227.13,108.58,227.13,0.50,9,ok
3249,17348,206.71,167.80,206.71,0.79,9,ok
3252,3089,2781.27,247.62,2781.27,7.47,1,ok
3252,3749,2795.13,164.66,2795.13,7.52,9,ok
3253,17318,560.24,424.25,560.24,1.32,12,ok_undirected
3253,2151,630.57,520.85,630.57,1.71,4,ok
3254,3690,1732.78,1345.17,1732.78,1.92,66,ok
3254,42285,2219.14,1221.17,2219.14,2.64,8,ok
3256,17183,176.21,158.40,176.21,0.40,43,ok
3257,3258,221.15,204.67,221.15,0.59,43,ok
3258,3259,2100.58,397.18,2100.58,4.58,43,ok
3259,17057,168.69,242.04,168.69,0.31,43,ok_undirected
3260,3262,460.87,450.88,460.87,1.08,25,ok
3260,41595,288.81,255.41,288.81,0.70,33,ok
3262,3263,1226.64,229.93,1220.62,2.71,58,ok
3263,3264,3574.55,260.70,3574.55,7.97,58,ok
3264,2968,240.02,237.16,240.02,0.63,51,ok
3264,38570,581.52,569.76,581.52,1.70,7,ok
3265,3295,422.03,438.67,408.61,0.70,21,ok
3266,1296,3246.95,2028.88,3246.95,4.18,3,ok_undirected
3266,3275,406.60,323.36,406.60,0.80,23,ok_undirected
3266,3276,393.53,284.28,393.53,0.75,4,ok
3272,17495,349.21,339.67,349.21,1.00,17,ok
3272,2412,601.69,585.07,601.69,1.78,1,ok
3274,2168,316.65,242.05,316.65,1.71,6,ok
3275,1296,2849.43,1889.75,2849.43,3.28,1,ok_undirected
3275,1314,4587.03,3337.04,4587.03,5.44,6,ok
3275,2162,11665.28,9438.50,11637.91,17.20,1,ok
3275,3956,2830.85,2007.11,2830.85,3.56,26,ok
3275,3996,1946.99,1822.99,1946.99,2.54,24,ok
3276,2534,4908.81,4311.86,4908.81,4.93,4,ok
3276,3668,1441.37,1386.60,1441.37,1.11,12,ok_undirected
3277,35815,387.30,345.51,387.30,0.75,52,ok
3280,2468,828.95,333.22,828.95,3.24,5,ok
3280,3583,145.22,181.75,145.22,0.53,4,ok_undirected
3281,2181,820.87,637.02,192.56,2.89,5,ok
3288,3628,307.79,229.74,307.79,1.08,33,ok
3290,2920,272.25,264.50,272.25,0.96,72,ok_undirected
3291,2892,387.26,337.38,387.26,0.90,27,ok
3292,51628,193.82,197.99,193.82,0.42,7,ok
3293,50893,332.52,361.57,332.52,0.47,15,ok
3294,3226,195.20,195.75,195.20,0.57,29,ok
3295,19922,311.50,254.06,311.50,0.76,6,ok_undirected
3295,34279,301.55,212.04,288.13,0.59,15,ok_undirected
3296,17449,271.77,140.37,271.77,0.68,48,ok
3297,3707,518.74,359.28,518.74,1.33,14,ok
3298,3299,120.87,213.91,120.87,0.31,14,ok
3299,3300,255.56,203.15,255.56,0.58,14,ok
3300,3301,183.23,205.83,183.23,0.43,14,ok
3301,3317,189.41,213.80,189.41,0.43,9,ok_undirected
3301,3500,654.27,525.67,654.27,1.52,5,ok
3302,3317,106.83,175.95,106.83,0.25,19,ok_undirected
3302,3708,82.58,114.40,82.58,0.21,12,ok
3303,3304,110.42,177.93,110.42,0.27,31,ok
3304,3305,266.01,233.77,266.01,0.64,31,ok
3305,3306,375.74,302.25,375.74,0.89,31,ok
3306,17468,928.09,475.45,928.09,2.49,31,ok
3307,2853,89.32,130.71,89.32,0.29,31,ok
3308,3032,486.98,510.46,486.98,0.68,64,ok
3309,17033,192.09,104.81,192.09,0.44,7,ok
3310,17136,1170.17,958.46,1170.17,2.90,2,ok
3310,38547,232.94,225.67,232.94,0.94,5,ok
3311,2099,334.44,143.19,334.44,1.10,26,ok
3312,2097,164.55,145.02,164.55,0.46,27,ok
3313,2065,70.63,58.07,70.63,0.21,23,ok
3316,3183,185.26,141.53,185.26,0.70,19,ok
3317,3318,476.89,170.35,476.89,1.11,28,ok
3318,3319,0.00,105.12,0.00,1.31,28,no_coverage
3319,3320,436.45,211.65,436.45,0.98,28,ok
3320,3500,678.52,421.01,678.52,1.59,9,ok
3320,3708,189.41,269.16,189.41,0.44,19,ok
3321,3660,254.28,158.98,254.28,0.57,14,ok
3322,3981,170.26,132.00,170.26,0.49,45,ok
3323,2791,206.63,143.95,206.63,0.74,7,ok
3324,34330,534.95,372.21,534.95,1.36,16,ok
3324,35801,284.58,270.21,255.73,0.53,35,ok
3325,1791,195.98,168.11,195.98,0.57,16,ok
3326,2406,451.76,522.68,451.76,0.65,15,ok
3327,1995,421.29,383.64,421.29,1.15,34,ok
3327,2957,653.11,506.86,653.11,2.02,14,ok
3328,2021,386.02,351.93,386.02,1.27,30,ok
3328,2045,533.26,383.45,533.26,1.87,12,ok
3329,1785,605.98,336.76,605.98,1.75,35,ok
3329,2830,167.31,123.02,167.31,0.45,12,ok_undirected
3331,1090,284.26,257.80,284.26,0.56,43,ok
3331,17297,309.99,275.51,309.99,0.59,5,ok
3332,3333,180.42,191.24,180.42,0.59,28,ok
3333,2069,543.69,463.00,543.69,1.45,2,ok
3333,46987,160.79,162.41,160.79,0.51,26,ok
3334,2061,391.84,290.29,391.84,0.68,1,ok
3334,2570,461.53,342.55,461.53,1.22,16,ok_undirected
3335,1784,330.25,309.63,330.25,0.86,70,ok
3336,1783,291.05,247.10,291.05,0.83,70,ok_undirected
3337,3338,276.20,223.62,276.20,1.26,6,ok
3338,2416,126.51,200.52,126.51,0.43,6,ok
3339,1776,224.68,145.83,206.66,0.74,1,ok
3339,2676,307.90,168.90,289.88,0.87,8,ok
3340,3341,135.09,163.30,135.09,0.38,43,ok
3341,3342,324.90,203.20,324.90,0.93,43,ok
3342,3343,352.32,310.46,352.32,0.71,43,ok
3343,1771,595.04,371.51,595.04,1.72,12,ok
3343,3340,167.28,116.57,167.28,0.42,10,ok
3343,3344,175.44,219.15,175.44,0.39,8,ok
3343,3547,350.27,255.44,350.27,1.16,23,ok
3344,3345,303.09,223.11,303.09,0.58,8,ok
3345,2816,477.07,421.22,365.22,0.88,8,ok
3346,3347,315.73,240.21,315.73,0.74,40,ok
3347,3806,127.42,189.45,127.42,0.28,40,ok
3348,3352,187.53,209.02,187.53,0.35,52,ok
3349,2826,283.54,261.26,283.54,0.99,1,ok
3350,3351,319.21,180.96,319.21,0.81,22,ok_undirected
3351,17142,388.28,293.11,388.28,1.27,9,ok
3351,3556,150.37,135.42,150.37,0.40,13,ok
3352,2970,111.95,120.23,111.95,0.21,52,ok
3353,2531,248.70,217.02,248.70,0.69,68,ok
3354,2415,371.27,279.95,371.27,1.14,52,ok
3356,3357,113.31,200.52,113.31,0.29,6,ok
3357,2153,301.53,209.82,301.53,1.11,6,ok
3358,1967,102.51,84.31,102.51,0.45,6,ok
3359,1983,48.75,64.99,22.82,0.09,5,ok
3359,3758,106.08,104.60,80.15,0.99,6,ok
3360,1372,5336.71,4461.28,5336.71,5.23,7,ok
3361,2513,355.22,244.19,355.22,0.85,36,ok
3362,3165,324.32,291.15,324.32,0.76,17,ok
3363,3208,390.87,336.98,390.87,1.22,22,ok
3364,2444,1557.28,196.86,1557.28,3.32,4,ok
3364,2836,1252.10,957.49,1252.10,2.38,1,ok
3364,3224,1892.15,778.40,1892.15,3.13,1,ok_undirected
3365,3004,860.14,583.61,860.14,1.63,5,ok
3365,3155,217.38,102.57,217.38,0.36,4,ok
3365,3560,337.66,172.94,337.66,1.06,1,ok
3367,16977,247.89,258.84,247.89,0.47,12,ok
3367,3522,444.05,286.92,444.05,1.11,221,ok
3367,35827,466.91,298.09,402.16,1.09,36,ok
3368,2803,303.86,344.49,303.86,0.92,155,ok
3368,3096,284.60,296.62,284.60,0.83,64,ok_undirected
3368,3228,232.87,267.12,232.87,0.52,65,ok
3368,3825,9245.03,8934.02,9245.03,10.70,2,ok
3369,3486,651.77,529.12,651.77,1.34,7,ok
3369,3521,406.24,309.81,406.24,1.11,63,ok
3370,2863,439.99,378.75,439.99,0.94,77,ok
3371,1252,796.61,642.97,796.61,0.88,1,ok_undirected
3371,1279,387.39,347.00,387.39,0.65,2,ok_undirected
3371,43460,113.62,131.72,113.62,0.28,63,ok_undirected
3371,50436,397.61,341.73,397.61,0.55,2,ok
3372,3521,371.23,364.34,371.23,0.98,100,ok
3373,17200,418.23,457.68,418.23,0.66,63,ok
3374,1964,327.77,358.64,222.63,0.88,5,ok
3376,3042,583.26,586.20,583.26,1.78,8,ok_undirected
3376,36911,703.14,640.25,692.11,1.48,14,ok_undirected
3376,37771,688.15,543.74,677.12,1.49,2,ok_undirected
3379,2534,395.33,403.49,395.33,1.30,13,ok
3381,3382,150.16,165.00,150.16,0.31,52,ok
3382,3895,238.75,261.92,238.75,0.68,52,ok
3384,3753,238.63,131.29,238.63,0.43,6,ok
3385,17508,317.67,269.32,317.67,0.98,7,ok
3385,42993,169.02,113.61,169.02,0.50,6,ok
3385,44491,151.80,101.68,151.80,0.39,9,ok
3386,1643,310.71,235.20,310.71,0.96,22,ok
3386,17493,224.71,160.03,224.71,0.81,7,ok
3387,3388,391.91,176.02,391.91,1.00,28,ok
3388,3389,207.57,158.50,139.18,0.49,14,ok_undirected
3388,36131,255.33,193.93,255.33,0.62,14,ok
3389,3390,398.25,352.44,0.00,1.00,14,no_coverage
3390,2906,281.35,246.32,238.42,0.69,14,ok_undirected
3391,3392,275.36,284.82,0.00,0.37,16,no_coverage
3392,3393,330.47,234.71,139.18,0.78,16,ok_undirected
3393,3025,308.44,287.68,308.44,0.73,16,ok_undirected
3393,38137,344.01,299.57,344.01,0.85,14,ok_undirected
3394,3802,1280.58,936.44,328.58,3.49,3,ok
3394,39267,359.67,205.83,359.67,0.99,15,ok
3395,1326,227.00,211.07,227.00,0.68,43,ok
3396,3397,244.77,274.87,244.77,0.79,6,ok
3397,3400,243.14,146.44,243.14,0.90,6,ok
3399,1392,758.95,660.39,270.34,1.89,1,ok
3399,1398,67.61,85.50,67.61,0.15,13,ok
3399,1410,155.66,135.04,155.66,0.35,18,ok
3400,1678,279.53,130.85,279.53,0.87,6,ok
3401,1410,472.14,348.17,472.14,1.44,2,ok
3401,3399,316.48,213.49,316.48,1.09,4,ok
3402,2374,888.27,895.65,888.27,1.51,8,ok_undirected
3402,2659,365.75,389.56,365.75,0.69,34,ok
3402,2782,1091.10,72.68,1091.10,2.80,16,ok
3402,2786,406.92,325.27,406.92,0.84,45,ok
3403,2501,827.54,846.54,827.54,1.16,13,ok
3403,2523,448.28,294.37,94.72,0.94,57,ok_undirected
3404,2975,239.76,164.27,239.76,1.14,4,ok
3408,3409,293.64,247.96,293.64,0.89,12,ok
3409,2099,424.44,157.37,424.44,1.17,12,ok
3411,3412,181.46,237.18,181.46,0.39,12,ok
3412,3783,313.83,341.13,313.83,0.63,12,ok
3414,3530,0.00,42.70,0.00,0.68,12,no_coverage
3415,3321,198.87,183.24,198.87,0.43,14,ok
34156,20194,371.61,277.27,371.61,0.90,44,ok
34156,20195,467.63,271.14,467.63,1.15,31,ok
34156,6720,697.13,519.45,697.13,1.63,15,ok
34157,34158,667.99,441.41,667.99,1.47,95,ok
34157,5518,876.90,628.49,876.90,2.14,2,ok
34158,19529,181.73,175.82,181.73,0.57,3,ok
34158,42193,648.98,405.93,648.98,2.29,17,ok
34158,50119,237.18,241.31,237.18,0.76,10,ok
34158,5518,208.91,190.55,208.91,0.67,63,ok
34158,6718,1052.32,680.51,909.10,2.85,12,ok_undirected
34159,18780,964.57,607.57,964.57,2.01,82,ok
34159,19529,886.63,693.10,886.63,1.84,4,ok
34159,34161,1168.41,593.91,1168.41,2.41,1,ok
34159,42653,911.74,764.68,911.74,2.15,26,ok
34159,50119,942.08,685.53,942.08,2.02,8,ok
3416,3417,338.54,182.08,338.54,1.05,12,ok
34161,34156,263.84,291.45,263.84,0.55,90,ok
34161,50900,755.93,308.48,755.93,2.07,5,ok
34161,6720,960.97,739.19,960.97,2.19,3,ok
3417,3418,118.11,135.33,118.11,0.28,12,ok
3418,17325,454.78,483.53,454.78,1.16,2,ok
3418,3967,269.41,231.16,269.41,0.72,10,ok
3419,3420,47.15,216.12,47.15,0.10,12,ok
3419,3747,673.32,323.30,673.32,1.72,1,ok
34199,34200,423.55,290.80,423.55,0.88,7,ok
3420,3421,478.50,264.97,478.50,1.11,2,ok
3420,3752,3989.72,140.01,3956.68,9.31,10,ok
34200,34204,246.47,209.69,112.57,0.65,7,ok
34201,17074,313.15,260.70,313.15,0.81,7,ok
34203,34201,395.38,200.05,267.54,1.00,7,ok
34204,34205,162.23,200.78,162.23,0.37,7,ok
34205,34207,438.18,361.55,438.18,0.88,7,ok
34207,17073,257.41,159.57,257.41,0.62,7,ok
34208,34203,716.42,548.78,589.15,1.66,7,ok
3421,2056,472.78,279.00,472.78,1.53,1,ok
3421,3747,147.67,125.35,147.67,0.51,10,ok
3421,3965,306.79,277.35,306.79,1.09,1,ok
34210,17813,169.61,171.02,169.61,0.60,3,ok
34210,40764,586.67,375.73,586.67,1.67,9,ok
34210,6706,397.47,369.26,397.47,1.51,3,ok
34218,35844,642.04,433.01,642.04,1.85,8,ok
34218,3977,660.84,569.05,660.84,1.69,31,ok
34219,34220,230.03,244.17,230.03,0.58,5,ok
3422,3532,209.45,93.95,209.45,0.59,64,ok
3422,42571,789.60,587.22,789.60,1.90,12,ok
3422,44945,579.23,415.44,579.23,1.45,19,ok
34220,3718,258.73,273.34,258.73,0.78,5,ok
34221,17344,217.58,214.39,217.58,0.77,29,ok
3423,1461,935.32,442.72,935.32,2.55,39,ok
3423,3009,492.42,386.98,492.42,1.10,40,ok
3424,1305,195.13,112.92,195.13,0.46,48,ok
34246,20430,218.56,160.43,218.56,0.45,22,ok
34248,34253,212.37,156.88,212.37,0.45,8,ok
34249,5991,138.18,284.16,138.18,0.30,8,ok
3425,3426,237.46,271.09,237.46,1.55,13,ok
34250,19752,464.88,164.20,464.88,1.22,7,ok
34250,5930,286.48,193.69,286.48,0.89,10,ok
34251,5992,381.51,238.16,381.51,0.88,1,ok
34253,19500,357.88,290.74,357.88,0.92,7,ok
34253,19792,315.69,172.50,315.69,0.88,2,ok
34256,18666,315.16,273.97,243.65,0.78,20,ok
34257,19827,2106.19,1998.01,2106.19,1.76,4,ok
34258,34260,1383.82,1763.36,1383.82,1.21,3,ok
34259,34257,1383.82,1789.76,1383.82,1.14,4,ok
3426,1276,508.88,323.02,508.88,1.50,13,ok
3426,3427,369.97,318.33,369.97,0.89,24,ok_undirected
34260,4316,6360.27,5578.45,6360.27,5.94,1,ok
34260,4319,6748.78,5500.50,6748.78,6.64,2,ok
34262,4737,2432.82,2346.15,1302.00,3.47,1,ok
34262,4738,3775.08,2384.11,2666.37,5.61,1,ok
34263,34262,758.82,746.93,696.01,1.80,2,ok
34264,34258,2106.19,2035.15,2106.19,2.09,3,ok
34265,20703,191.46,168.03,191.46,0.57,40,ok
3427,3428,225.64,141.32,225.64,0.77,31,ok
34279,20503,258.86,258.01,258.86,0.56,15,ok
3428,17445,367.76,365.55,367.76,0.78,31,ok
34281,20864,160.76,83.47,160.76,0.48,11,ok
34281,20872,286.23,260.52,286.23,0.98,1,ok
34282,50094,1072.04,889.67,1072.04,1.85,11,ok
34284,18978,421.15,446.37,0.00,0.28,2,no_coverage
34285,34284,501.87,607.23,0.00,0.57,2,no_coverage
34286,20253,646.70,607.83,0.00,0.32,2,no_coverage
34288,34290,153.12,235.40,153.12,0.48,6,ok
34290,38852,191.72,176.39,191.72,0.62,6,ok
34293,4794,5242.52,4980.25,5242.52,6.02,9,ok
34294,19891,411.99,607.37,411.99,0.69,3,ok
34296,17485,352.98,258.70,352.98,0.88,16,ok
34296,3540,267.56,182.93,267.56,0.68,9,ok
34298,17748,700.30,543.48,700.30,1.29,5,ok
34298,4225,1097.76,719.25,1097.76,1.63,3,ok
34299,34300,542.84,477.04,0.00,1.03,3,no_coverage
3430,1700,851.82,365.41,851.82,4.06,1,ok
34304,34298,0.00,13.56,0.00,1.21,8,no_coverage
34304,34299,352.02,337.88,352.02,0.78,3,ok
