TAZ,bus_stops_n,bus_lines_n,bus_lines,bus_dep_0609,bus_dep_0708,bus_headway_0708_min,bus_best_line_headway_0708_min,bus_direct_reach_taz_n,bus_direct_reach_30min_taz_n,bus_nearest_stop_m,bus_stops_per_km2,bus_LOS_frequency,bus_LOS_best_line,brt_stops_n,brt_lines_n,brt_lines,brt_dep_0609,brt_dep_0708,brt_headway_0708_min,brt_best_line_headway_0708_min,brt_direct_reach_taz_n,brt_direct_reach_30min_taz_n,brt_nearest_stop_m,brt_stops_per_km2,brt_LOS_frequency,brt_LOS_best_line,brt_access,brt_lines_named,AggCode_V2,AggAreaName_V2
1717,0,0,,0,0,,,0,0,87.87,0.00,no service,no service,0,0,,0,0,,,0,0,1502.53,0.00,no service,no service,0,,,
1715,19,11,10020 10036 11009 11094 11096 11774 15144 16050 17145 19148 21055,83,31,1.94,12.00,97,68,101.39,43.32,A,B,0,0,,0,0,,,0,0,1213.63,0.00,no service,no service,0,,,
1716,11,30,10016 10017 10018 10019 10020 10028 10031 10036 10038 10076 10077 10123 10337 10972 11009 11080 11094 11096 11334 11774 12011 12081 12333 14217 15144 15296 17145 19148 21055 80001,240,99,0.61,7.50,139,115,134.58,41.94,A,A,0,0,,0,0,,,0,0,857.37,0.00,no service,no service,0,,,
1711,11,17,10016 10028 10076 10077 10783 11009 11136 11236 12090 14137 14217 15144 17145 19148 25051 37044 62004,243,93,0.65,6.00,150,138,51.17,39.73,A,A,2,1,62004,56,20,3.00,6.00,12,11,327.03,7.22,A,A,1,Metronit 4 (purple),,
1710,6,8,10016 10024 11009 11136 11236 14137 25051 37044,67,25,2.40,15.00,57,46,61.59,19.40,A,B,0,0,,0,0,,,0,0,351.36,0.00,no service,no service,0,,,
1618,14,13,10024 10028 10031 10123 11080 11094 11136 11236 12011 12081 12224 14137 37044,154,66,0.91,7.50,121,108,143.35,33.88,A,A,0,0,,0,0,,,0,0,1011.65,0.00,no service,no service,0,,,
1614,17,13,10016 10024 10076 10089 11080 11136 11236 12081 12092 12224 14137 25051 37044,103,41,1.46,12.00,76,68,73.99,32.78,A,B,0,0,,0,0,,,0,0,1015.76,0.00,no service,no service,0,,,
1615,8,14,10024 10028 10031 10089 10123 11012 11080 11136 11236 12011 12081 14137 25051 37044,101,45,1.33,10.00,87,70,86.19,22.18,A,A,0,0,,0,0,,,0,0,1712.67,0.00,no service,no service,0,,,
1616,21,23,10024 10028 10029 10031 10037 10082 10123 10131 10132 10133 10795 11012 11095 11136 11236 11791 12011 12093 13090 14137 35058 37044 51054,282,119,0.50,6.00,135,119,45.41,26.37,A,A,0,0,,0,0,,,0,0,1610.76,0.00,no service,no service,0,,,
1626,7,3,10029 10082 11095,10,5,12.00,30.00,17,12,83.23,23.34,B,D,0,0,,0,0,,,0,0,2203.58,0.00,no service,no service,0,,,
1619,16,4,10029 10082 11095 12224,11,6,10.00,15.00,20,16,27.83,36.49,A,B,0,0,,0,0,,,0,0,1505.13,0.00,no service,no service,0,,,
1617,11,8,10020 10024 10029 10082 11094 11095 11136 12224,57,23,2.61,12.00,54,44,62.67,34.44,A,B,0,0,,0,0,,,0,0,1287.46,0.00,no service,no service,0,,,
1625,7,27,10020 10029 10036 10039 10082 10293 10337 10796 11009 11094 11095 11096 11173 11294 11299 11334 11774 12224 12333 13174 13297 15144 15296 16050 17145 19148 21055,107,46,1.30,12.00,112,75,92.09,25.82,A,B,0,0,,0,0,,,0,0,1640.44,0.00,no service,no service,0,,,
1622,11,10,10020 10036 10039 10146 11009 15144 16050 17145 19148 21055,55,20,3.00,12.00,90,55,209.93,26.49,A,B,0,0,,0,0,,,0,0,2142.95,0.00,no service,no service,0,,,
1623,42,31,10024 10036 10037 10039 10146 10293 10337 10795 10796 11095 11173 11236 11294 11299 11334 11774 11791 12224 12333 13174 13297 14137 15144 15296 16050 17145 19148 21055 25027 35058 51054,209,89,0.67,6.00,147,86,105.65,14.02,A,A,0,0,,0,0,,,0,0,2902.69,0.00,no service,no service,0,,,
907,21,9,10096 15144 16072 23025 25026 27024 28023 30022 30027,124,48,1.25,10.00,75,42,100.15,35.00,A,A,0,0,,0,0,,,0,0,500.31,0.00,no service,no service,0,,,
908,10,12,10080 10998 11087 15073 15144 16072 21029 25026 30022 30027 35030 36021,99,38,1.58,12.00,62,53,70.26,25.49,A,B,0,0,,0,0,,,0,0,969.20,0.00,no service,no service,0,,,
903,7,17,10080 10168 10169 10255 10998 11165 11166 12341 16072 16074 21029 23025 27024 28023 35030 36021 67002,163,62,0.97,6.00,101,82,190.44,14.45,A,A,2,1,67002,52,19,3.16,6.00,20,17,338.10,4.13,A,A,1,Metronit 2 (blue),213.00,KiryatAta North
909,16,20,10066 10080 10168 10169 10255 11087 11090 11166 12341 15073 15144 16072 16074 23025 25026 27024 28023 30022 30027 36021,167,64,0.94,10.00,96,76,24.67,14.88,A,A,0,0,,0,0,,,0,0,1676.40,0.00,no service,no service,0,,,
1909,33,34,10335 11308 11344 12333 16025 16027 16058 16353 17024 17026 18009 18030 19028 19031 19033 20016 21022 21352 22013 22017 23007 23015 24018 25006 27005 28068 29057 29088 37023 37056 42054 45087 46001 56081,286,103,0.58,12.00,142,66,98.65,26.49,A,B,0,0,,0,0,,,0,0,20654.91,0.00,no service,no service,0,,217.00,Nazareth
1929,9,48,10335 10342 10356 11308 11431 11440 11833 12333 12341 12354 14038 16025 16027 16058 16353 17024 17026 18009 18030 19028 19031 19033 20016 20020 21022 21352 22017 23007 23015 24012 24018 25006 26034 26046 27005 29057 29076 29088 30003 32040 33039 34075 36002 37023 37056 45087 46001 56081,369,127,0.47,12.00,166,67,256.70,18.58,A,B,0,0,,0,0,,,0,0,21167.53,0.00,no service,no service,0,,217.00,Nazareth
1926,12,44,10332 10338 10356 10826 11308 11431 11440 11833 12354 12720 14038 16025 16027 16058 16353 17024 17026 18009 18030 19028 19031 20020 21022 21352 22013 22017 23007 23015 23045 24018 25006 26046 27005 27036 29057 30003 31052 36002 37023 37056 42054 45087 46001 56081,356,126,0.48,12.00,148,62,177.95,13.55,A,B,0,0,,0,0,,,0,0,21172.94,0.00,no service,no service,0,,217.00,Nazareth
1928,7,35,10335 10955 11331 11336 11339 11344 12333 12720 16025 16027 16058 17024 17026 18009 18030 19028 19031 19033 20020 21022 22017 23007 23015 23045 24018 25006 26046 27005 29057 29088 30003 37023 42054 45087 46001,341,125,0.48,12.00,145,65,105.36,37.90,A,B,0,0,,0,0,,,0,0,20536.82,0.00,no service,no service,0,,217.00,Nazareth
1908,12,14,11334 16025 16027 17024 17026 18030 19028 19031 21022 21352 24018 28068 29057 42054,70,22,2.73,20.00,76,29,120.12,36.14,A,C,0,0,,0,0,,,0,0,20025.34,0.00,no service,no service,0,,217.00,Nazareth
1923,31,10,11308 16058 16353 18009 24018 25006 29057 37023 37056 42054,89,29,2.07,20.00,55,31,93.55,43.89,A,C,0,0,,0,0,,,0,0,19583.33,0.00,no service,no service,0,,217.00,Nazareth
1924,63,19,10342 11308 11344 12341 16058 16353 18009 22013 23015 25006 28068 29088 30092 31052 37023 37056 42054 45087 56081,162,64,0.94,15.00,79,55,171.16,12.27,A,B,0,0,,0,0,,,0,0,18371.13,0.00,no service,no service,0,,217.00,Nazareth
1930,18,25,10332 10335 10338 10826 11331 11336 11339 11431 12333 14352 19031 19033 22013 23007 23045 24018 26046 27036 30003 30092 31052 37023 37091 42054 46001,233,82,0.73,15.00,95,56,19.23,46.38,A,B,0,0,,0,0,,,0,0,20169.89,0.00,no service,no service,0,,217.00,Nazareth
1931,20,23,10332 10335 10338 10826 11331 11336 11339 11431 12333 14038 14352 18009 22013 23007 24018 26046 27036 30003 30092 31052 37091 46001 56081,212,77,0.78,15.00,103,53,162.16,29.09,A,B,0,0,,0,0,,,0,0,20527.67,0.00,no service,no service,0,,217.00,Nazareth
3001,29,6,11296 16058 23292 38002 49001 74005,44,15,4.00,20.00,30,15,515.51,6.30,A,C,0,0,,0,0,,,0,0,20177.38,0.00,no service,no service,0,,,
3004,11,2,38002 74005,22,8,7.50,20.00,6,6,13.63,13.20,A,C,0,0,,0,0,,,0,0,18633.32,0.00,no service,no service,0,,,
3008,12,16,10169 11068 11296 11299 11365 15065 16037 16058 16060 17240 19028 23292 26056 38002 49001 74005,104,34,1.76,30.00,126,35,100.46,18.05,A,D,0,0,,0,0,,,0,0,17594.08,0.00,no service,no service,0,,,
3009,15,20,10169 11068 11296 11299 11365 13488 14288 15065 16037 16058 16060 17180 17240 19028 23292 26056 27055 38002 49001 74005,120,47,1.28,15.00,137,30,329.97,7.52,A,B,0,0,,0,0,,,0,0,19242.30,0.00,no service,no service,0,,,
214,11,4,12002 13252 59005 91004,60,24,2.50,10.00,26,15,145.98,27.96,A,A,0,0,,0,0,,,0,0,7815.72,0.00,no service,no service,0,,,
215,12,2,12002 59005,38,14,4.29,12.00,11,11,61.78,28.32,A,B,0,0,,0,0,,,0,0,7142.61,0.00,no service,no service,0,,,
216,25,19,10263 10361 11061 11064 11068 11564 12002 13252 13311 15109 16095 16353 19035 19302 20143 21148 59005 77003 91004,186,72,0.83,8.57,111,55,155.81,22.16,A,A,0,0,,0,0,,,0,0,7655.01,0.00,no service,no service,0,,,
605,6,24,10251 10262 10265 10271 10272 10281 10342 10361 10500 11011 11167 11170 11344 11434 12503 13171 13252 16380 17282 23025 25284 27024 30022 40015,246,88,0.68,10.00,177,112,32.47,28.31,A,A,0,0,,0,0,,,0,0,344.09,0.00,no service,no service,0,,103.00,KiryatBialik Center
603,13,5,11011 11092 30022 40015 40052,90,34,1.76,10.00,40,33,115.36,28.26,A,A,0,0,,0,0,,,0,0,601.43,0.00,no service,no service,0,,,
606,5,4,11092 30022 40015 40052,72,27,2.22,12.00,38,35,112.42,24.01,A,B,0,0,,0,0,,,0,0,718.34,0.00,no service,no service,0,,,
607,11,7,10012 11011 11092 17145 30022 40015 40052,131,48,1.25,10.00,61,45,105.08,32.07,A,A,0,0,,0,0,,,0,0,426.25,0.00,no service,no service,0,,103.00,KiryatBialik Center
609,5,4,10012 11092 30022 40052,77,28,2.14,12.00,39,39,161.13,28.39,A,B,0,0,,0,0,,,0,0,786.21,0.00,no service,no service,0,,,
611,5,5,10012 11092 17145 30022 40052,87,32,1.88,10.00,52,46,80.34,35.79,A,A,0,0,,0,0,,,0,0,747.20,0.00,no service,no service,0,,,
610,1,4,10012 11092 17145 30022,28,10,6.00,12.00,18,18,222.21,5.50,A,B,0,0,,0,0,,,0,0,468.60,0.00,no service,no service,0,,103.00,KiryatBialik Center
608,4,29,10012 10013 10084 10251 10262 10265 10271 10272 10281 10342 10361 10500 11011 11167 11170 11344 11434 12503 13171 13252 16380 17282 23025 25284 27024 40015 49014 62004 83001,320,114,0.53,6.00,161,106,233.92,18.52,A,A,2,2,62004 83001,109,40,1.50,6.00,25,12,416.48,9.26,A,A,1,Metronit 4 (purple); Metronit 1 (red),103.00,KiryatBialik Center
612,12,31,10012 10013 10084 10251 10262 10265 10271 10272 10281 10342 10361 10500 11092 11167 11170 11344 11434 12503 13171 13252 16380 17145 17282 23025 25284 27024 30022 40052 49014 62004 83001,388,141,0.43,6.00,208,124,227.79,31.07,A,A,4,2,62004 83001,111,40,1.50,6.00,25,14,307.39,10.36,A,A,1,Metronit 4 (purple); Metronit 1 (red),104.00,KiryatHaim
405,20,11,11165 11308 15065 16098 17096 17151 20143 26001 66004 89002 91003,50,18,3.33,20.00,49,28,381.78,6.91,A,C,0,0,,0,0,,,0,0,6799.31,0.00,no service,no service,0,,215.00,Shefaram
406,20,15,10168 10169 10265 11166 11170 11173 12490 16095 16098 16157 19094 20143 21093 26001 91003,48,19,3.16,20.00,76,39,465.07,4.55,A,C,0,0,,0,0,,,0,0,4516.97,0.00,no service,no service,0,,215.00,Shefaram
407,33,18,10797 11165 11167 11172 11173 11308 13171 13174 15065 16098 17096 17151 20143 26001 26056 66004 89002 91003,88,32,1.88,20.00,96,65,135.85,35.75,A,C,0,0,,0,0,,,0,0,4620.02,0.00,no service,no service,0,,215.00,Shefaram
403,29,15,10168 10260 10265 10307 11170 11299 12490 13242 15065 16058 18088 20045 26056 43018 44017,76,32,1.88,20.00,85,66,377.72,3.61,A,C,0,0,,0,0,,,0,0,9892.00,0.00,no service,no service,0,,,
412,16,14,10168 10293 10307 11170 11296 11308 12490 16157 18088 20143 21057 43018 44017 66004,85,33,1.82,20.00,98,57,218.08,7.69,A,C,0,0,,0,0,,,0,0,7827.53,0.00,no service,no service,0,,,
413,13,5,10168 11170 18088 43018 44017,39,15,4.00,20.00,26,22,428.27,4.43,A,C,0,0,,0,0,,,0,0,10525.58,0.00,no service,no service,0,,,
415,19,13,10168 10293 10307 11170 11296 11308 12490 16157 18088 20143 21057 44017 66004,72,28,2.14,20.00,98,48,48.02,15.03,A,C,0,0,,0,0,,,0,0,8839.67,0.00,no service,no service,0,,,
112,23,6,18061 18064 23008 33004 39018 45016,73,27,2.22,15.00,12,12,67.99,23.43,A,B,0,0,,0,0,,,0,0,16978.98,0.00,no service,no service,0,,,
105,30,27,10048 10281 10367 11368 14039 16041 16044 16045 16046 17042 17047 18040 18061 18064 19062 22147 23008 23036 23037 23049 23050 26053 30055 33004 35003 39018 45016,167,60,1.00,15.00,79,54,137.92,29.80,A,B,0,0,,0,0,,,0,0,15793.11,0.00,no service,no service,0,,,
115,10,13,17027 18024 18061 18064 19062 20028 23008 23022 25031 29005 33004 35003 45016,105,40,1.50,12.00,20,18,17.55,12.20,A,B,0,0,,0,0,,,0,0,16965.41,0.00,no service,no service,0,,,
106,30,53,10 12 20 22 23 25 27 100 102 105 107 109 152 153 155 157 10048 10271 10272 10281 10367 11368 14039 16041 16044 16045 16046 17027 17042 17047 18024 18040 18061 18064 19062 19099 20028 22147 23008 23022 23036 23037 23049 23050 25031 26053 29005 29030 30055 33004 35003 39018 45016,260,95,0.63,10.00,98,66,44.74,36.63,A,A,0,0,,0,0,,,0,0,16240.27,0.00,no service,no service,0,,,
116,5,10,10271 10272 10281 18061 18064 19062 23008 29005 29030 39018,86,32,1.88,15.00,34,29,116.73,10.10,A,B,0,0,,0,0,,,0,0,15661.89,0.00,no service,no service,0,,,
2501,6,6,13085 13701 21070 22003 26002 34024,20,8,7.50,30.00,16,12,154.81,2.68,A,D,0,0,,0,0,,,0,0,21232.62,0.00,no service,no service,0,,,
2503,33,23,10060 10202 10693 10694 10708 10710 10768 10921 11070 13085 13701 16001 17053 17173 19171 21070 22003 26002 32022 34024 43023 49021 57005,96,38,1.58,20.00,40,39,177.56,8.68,A,C,0,0,,0,0,,,0,0,22321.84,0.00,no service,no service,0,,,
2504,31,18,10060 11070 13085 13701 14156 14157 16001 19171 22003 23090 26002 28084 32022 34024 35090 43023 49021 57005,55,26,2.31,20.00,25,21,1070.26,1.55,A,C,0,0,,0,0,,,0,0,22721.04,0.00,no service,no service,0,,,
705,7,6,10012 10013 10084 10085 17145 49014,84,30,2.00,12.00,48,35,139.17,25.10,A,B,0,0,,0,0,,,0,0,375.71,0.00,no service,no service,0,,103.00,KiryatBialik Center
726,2,3,10012 10084 10085,28,12,5.00,12.00,21,17,241.89,10.38,A,B,0,0,,0,0,,,0,0,586.23,0.00,no service,no service,0,,103.00,KiryatBialik Center
707,8,6,10012 10013 10084 10085 17145 49014,85,34,1.76,12.00,48,37,131.69,29.10,A,B,0,0,,0,0,,,0,0,380.40,0.00,no service,no service,0,,103.00,KiryatBialik Center
709,13,6,10012 10013 10084 10085 49014 67002,109,44,1.36,6.00,55,55,86.34,19.44,A,A,2,1,67002,51,20,3.00,6.00,20,20,365.16,2.99,A,A,1,Metronit 2 (blue),104.00,KiryatHaim
503,2,3,14137 28023 40015,26,8,7.50,15.00,17,17,197.67,4.86,A,B,0,0,,0,0,,,0,0,342.55,0.00,no service,no service,0,,301.00,SavyoneyYam
505,2,3,10012 11011 40015,78,27,2.22,12.00,35,34,255.14,4.63,A,B,0,0,,0,0,,,0,0,261.05,0.00,no service,no service,0,,302.00,KiryatYam A
506,5,1,40015,23,8,7.50,15.00,20,20,63.61,26.41,A,B,0,0,,0,0,,,0,0,502.63,0.00,no service,no service,0,,302.00,KiryatYam A
507,5,6,10012 11008 11011 14137 28023 40015,107,37,1.62,10.00,59,39,173.32,19.81,A,A,0,0,,0,0,,,0,0,320.53,0.00,no service,no service,0,,302.00,KiryatYam A
508,3,1,40015,23,9,6.67,12.00,20,20,127.45,18.60,A,B,0,0,,0,0,,,0,0,588.64,0.00,no service,no service,0,,,
509,11,7,10012 10013 11008 11011 14137 28023 40015,143,50,1.20,10.00,64,47,43.94,45.01,A,A,0,0,,0,0,,,0,0,902.11,0.00,no service,no service,0,,,
510,14,8,10012 10013 11008 11011 14137 28023 40015 67003,188,75,0.80,2.73,77,53,55.78,36.55,A,A,2,1,67003,42,22,2.73,2.73,23,15,355.91,5.22,A,A,1,Metronit 3 (green),303.00,KiryatYam B+C
511,9,4,10012 10013 11011 40015,101,36,1.67,10.00,39,39,88.09,50.45,A,A,0,0,,0,0,,,0,0,633.08,0.00,no service,no service,0,,303.00,KiryatYam B+C
512,7,6,10013 11008 14137 28023 40015 67003,118,48,1.25,2.73,72,50,99.21,40.59,A,A,2,1,67003,42,22,2.73,2.73,23,16,409.40,11.60,A,A,1,Metronit 3 (green),303.00,KiryatYam B+C
513,10,6,10013 11008 14137 28023 40015 67003,130,53,1.13,2.61,73,54,186.17,25.51,A,A,2,1,67003,42,23,2.61,2.61,23,16,408.74,5.10,A,A,1,Metronit 3 (green),303.00,KiryatYam B+C
1501,8,7,10016 10017 10024 10040 10042 10099 14217,99,39,1.54,7.50,74,55,123.74,19.43,A,A,0,0,,0,0,,,0,0,398.14,0.00,no service,no service,0,,206.00,BatGalim-KiryatEliezer
2409,12,6,10202 10221 10691 10692 10768 10921,39,16,3.75,15.00,28,23,675.53,1.62,A,B,0,0,,0,0,,,0,0,5447.51,0.00,no service,no service,0,,201.00,TiratCarmel
2202,18,8,12773 12793 13407 17068 20009 20074 21075 22090,41,14,4.29,20.00,26,14,104.14,5.04,A,C,0,0,,0,0,,,0,0,7408.58,0.00,no service,no service,0,,,
1310,8,8,10006 10017 10332 11236 11331 25041 67002 83001,167,64,0.94,6.00,78,70,77.15,35.12,A,A,2,2,67002 83001,107,39,1.54,6.00,29,24,112.86,8.78,A,A,1,Metronit 2 (blue); Metronit 1 (red),209.00,Namal-Giborim
1309,4,14,10006 10016 10017 10018 10024 10036 10332 11003 11236 11331 13112 14217 67002 83001,151,59,1.02,6.00,121,91,168.02,26.46,A,A,1,2,67002 83001,54,20,3.00,6.00,18,12,222.54,6.61,A,A,1,Metronit 2 (blue); Metronit 1 (red),208.00,LowerCity
1502,3,7,10016 10017 10024 10040 10042 10099 14217,99,38,1.58,6.67,74,60,235.53,7.80,A,A,0,0,,0,0,,,0,0,331.70,0.00,no service,no service,0,,206.00,BatGalim-KiryatEliezer
2410,36,14,59 63 64 66 67 68 151 152 153 154 155 10221 10910 10947,34,14,4.29,20.00,22,12,95.21,3.33,A,C,0,0,,0,0,,,0,0,11820.51,0.00,no service,no service,0,,,
2422,17,17,10202 10693 10694 10768 10826 10836 10845 10846 10921 10980 11777 11792 11799 17053 17173 19171 43015,86,29,2.07,20.00,85,52,359.40,14.52,A,C,0,0,,0,0,,,0,0,20576.49,0.00,no service,no service,0,,,
809,17,31,10013 10080 10251 10262 10265 10271 10272 10281 10342 10361 10500 11167 11170 11344 11434 12503 13171 13252 16380 17145 17282 23025 25026 25284 27024 30022 40052 49014 62004 67002 83001,442,160,0.38,5.45,170,119,42.22,30.87,A,A,4,3,62004 67002 83001,162,61,0.98,5.45,31,27,371.25,7.26,A,A,1,Metronit 4 (purple); Metronit 2 (blue); Metronit 1 (red),104.00,KiryatHaim
808,6,5,10013 10080 11093 17145 25026,65,23,2.61,12.00,51,45,239.92,14.93,A,B,0,0,,0,0,,,0,0,414.74,0.00,no service,no service,0,,304.00,KiryatHaim West
601,27,29,10012 10013 10085 10251 10262 10271 10272 10281 11008 11011 11092 13252 14137 16157 16353 16380 17145 17151 17282 25284 27024 28023 30022 40015 40052 49014 62004 67003 83001,500,195,0.31,2.61,182,117,130.15,41.77,A,A,7,3,62004 67003 83001,155,64,0.94,2.61,43,17,240.93,10.83,A,A,1,Metronit 4 (purple); Metronit 3 (green); Metronit 1 (red),101.00,TsurShalom
604,18,4,11092 30022 40015 40052,65,24,2.50,10.00,39,27,164.59,34.95,A,A,0,0,,0,0,,,0,0,547.32,0.00,no service,no service,0,,,
501,7,6,10012 11008 11011 14137 28023 67003,139,55,1.09,2.61,67,32,84.07,15.74,A,A,2,1,67003,44,23,2.61,2.61,23,12,261.77,4.50,A,A,1,Metronit 3 (green),301.00,SavyoneyYam
702,8,7,10013 10085 11011 16157 17151 27024 49014,103,35,1.71,12.00,71,61,209.57,19.82,A,B,0,0,,0,0,,,0,0,540.99,0.00,no service,no service,0,,101.00,TsurShalom
107,19,24,10048 10281 10367 10798 11368 14039 16041 16044 16045 16046 17042 17047 18040 19062 22147 23008 23036 23037 23049 23050 26053 30055 35003 45016,128,44,1.36,15.00,81,56,1028.50,2.39,A,B,0,0,,0,0,,,0,0,15237.55,0.00,no service,no service,0,,,
117,19,11,10271 10272 10281 18061 19062 23008 29005 29030 35003 39018 45016,123,48,1.25,8.57,35,30,84.84,14.45,A,A,0,0,,0,0,,,0,0,14900.25,0.00,no service,no service,0,,,
111,20,8,17027 18024 20028 23022 25031 33004 35003 45016,78,29,2.07,12.00,17,15,199.89,13.60,A,B,0,0,,0,0,,,0,0,18002.61,0.00,no service,no service,0,,,
102,8,5,17027 18024 20028 23022 25031,22,10,6.00,12.00,11,10,639.91,1.15,A,B,0,0,,0,0,,,0,0,19575.28,0.00,no service,no service,0,,,
2212,8,11,10826 11184 11300 11302 12117 12181 12248 13185 13407 14156 23017,25,11,5.45,30.00,44,32,1007.23,0.99,A,D,0,0,,0,0,,,0,0,10339.45,0.00,no service,no service,0,,,
904,23,17,10066 10080 11087 11090 12341 15073 15144 16072 16074 23025 25026 27024 28023 30022 30027 36021 67002,203,78,0.77,6.00,108,89,100.12,9.76,A,A,2,1,67002,53,19,3.16,6.00,20,19,1423.68,0.85,A,A,1,Metronit 2 (blue),,
912,5,3,10096 23025 27024,22,10,6.00,15.00,23,10,60.46,8.11,A,B,0,0,,0,0,,,0,0,2198.94,0.00,no service,no service,0,,214.00,KiryatAta North-East
408,19,13,10797 11165 11167 11172 11173 13171 13174 16098 17151 20143 26001 66004 91003,68,26,2.31,20.00,72,51,183.98,12.52,A,C,0,0,,0,0,,,0,0,3608.27,0.00,no service,no service,0,,215.00,Shefaram
713,0,0,,0,0,,,0,0,722.01,0.00,no service,no service,0,0,,0,0,,,0,0,1122.15,0.00,no service,no service,0,,,
205,22,31,10048 10168 10169 10255 10262 10263 10293 10361 10500 10980 11064 11068 11170 11294 11296 11305 12312 12503 15039 15109 16095 16380 17282 19035 19094 19302 20143 21057 21093 21148 25284,157,62,0.97,15.00,144,93,1258.46,1.01,A,B,0,0,,0,0,,,0,0,7849.86,0.00,no service,no service,0,,,
209,5,13,10048 11061 11064 11294 11305 11564 12312 15039 17282 19035 21148 22147 25284,51,20,3.00,30.00,64,39,811.86,1.63,A,D,0,0,,0,0,,,0,0,10528.90,0.00,no service,no service,0,,,
2423,12,4,17053 17173 19171 43015,24,9,6.67,30.00,18,15,461.34,13.95,A,D,0,0,,0,0,,,0,0,19867.55,0.00,no service,no service,0,,,
1412,14,14,10010 10025 10028 10037 10076 10115 10131 10132 10133 11012 11136 11791 25041 93001,246,98,0.61,6.67,99,82,37.99,71.20,A,A,0,0,,0,0,,,0,0,582.73,0.00,no service,no service,0,,,
1631,9,12,10028 10030 10033 10037 10076 10131 10132 10133 11003 11012 12088 25051,180,74,0.81,6.00,96,86,16.29,48.05,A,A,0,0,,0,0,,,0,0,937.50,0.00,no service,no service,0,,,
1303,7,11,10016 10024 10028 10793 11003 11236 11331 11791 12793 13112 35058,113,44,1.36,12.00,90,66,69.33,40.43,A,B,0,0,,0,0,,,0,0,337.89,0.00,no service,no service,0,,207.00,Hamoshava
2203,30,13,12773 12793 13407 17068 20009 20074 21075 22090 26085 28011 29087 31082 33080,52,23,2.61,20.00,26,15,64.67,16.17,A,C,0,0,,0,0,,,0,0,7131.68,0.00,no service,no service,0,,,
1508,3,2,10043 11003,37,15,4.00,10.00,28,22,45.90,26.31,A,A,0,0,,0,0,,,0,0,148.09,0.00,no service,no service,0,,206.00,BatGalim-KiryatEliezer
1601,19,11,10006 10025 10030 10031 10032 10034 10099 10115 10795 12093 35058,118,51,1.18,8.57,63,56,82.68,22.64,A,A,0,0,,0,0,,,0,0,910.13,0.00,no service,no service,0,,,
1403,11,14,10006 10021 10025 10037 10040 10042 10115 10797 11012 11136 11791 13110 19148 25041,201,81,0.74,6.67,103,89,144.37,28.63,A,A,0,0,,0,0,,,0,0,683.82,0.00,no service,no service,0,,,
906,15,14,10080 10096 11087 15073 15144 16072 23025 25026 27024 28023 30022 30027 36021 67002,198,76,0.79,5.45,91,63,48.44,19.76,A,A,5,1,67002,53,20,3.00,5.45,20,12,299.94,6.59,A,A,1,Metronit 2 (blue),,
921,8,15,10080 10096 10998 11087 15144 16072 21029 23025 25026 27024 28023 30022 30027 35030 36021,150,57,1.05,10.00,82,66,141.87,26.00,A,A,0,0,,0,0,,,0,0,432.80,0.00,no service,no service,0,,,
2012,18,18,10342 10356 10826 11440 11833 12341 14038 20016 24012 26034 27005 27036 28068 32074 33039 34075 36002 45087,152,55,1.09,12.00,103,48,69.24,22.35,A,B,0,0,,0,0,,,0,0,21948.50,0.00,no service,no service,0,,217.00,Nazareth
2403,9,2,10047 13091,18,7,8.57,20.00,9,9,156.66,14.80,A,C,0,0,,0,0,,,0,0,2970.03,0.00,no service,no service,0,,201.00,TiratCarmel
2419,16,7,10202 10221 10691 10692 10768 10921 11777,43,17,3.53,15.00,31,25,946.18,0.64,A,B,0,0,,0,0,,,0,0,9943.27,0.00,no service,no service,0,,,
1505,12,22,10016 10017 10018 10021 10024 10028 10031 10036 10037 10040 10042 10043 10099 10797 11003 11012 11136 11792 11799 25051 67002 83001,427,163,0.37,5.45,132,91,94.43,45.54,A,A,6,2,67002 83001,108,41,1.46,5.45,30,19,94.43,22.77,A,A,1,Metronit 2 (blue); Metronit 1 (red),206.00,BatGalim-KiryatEliezer
1606,8,11,10030 10031 10032 10033 10034 10099 10795 11136 11791 12093 35058,104,44,1.36,10.00,60,50,32.68,26.99,A,A,0,0,,0,0,,,0,0,1156.21,0.00,no service,no service,0,,,
1603,16,12,10025 10030 10031 10032 10034 10099 10115 10795 11136 11791 12093 35058,111,47,1.28,7.50,57,47,19.31,35.15,A,A,0,0,,0,0,,,0,0,1294.78,0.00,no service,no service,0,,,
1409,3,1,25041,5,2,30.00,30.00,12,10,12.72,47.32,D,D,0,0,,0,0,,,0,0,232.21,0.00,no service,no service,0,,,
1807,28,18,10070 10072 10076 10077 10293 10332 11173 11294 11299 11331 11339 12181 13110 13174 15296 30027 40074 52005,126,55,1.09,6.00,99,69,112.97,40.50,A,A,2,1,52005,21,10,6.00,6.00,15,15,528.14,2.89,A,A,1,Metronit 5 (orange),,
2415,3,2,10047 13091,18,6,10.00,20.00,9,9,103.47,20.72,A,C,0,0,,0,0,,,0,0,2357.45,0.00,no service,no service,0,,201.00,TiratCarmel
1609,5,1,10033,11,5,12.00,12.00,7,7,58.12,27.60,B,B,0,0,,0,0,,,0,0,1733.93,0.00,no service,no service,0,,,
901,21,9,10096 15144 16072 23025 25026 27024 28023 30022 30027,123,48,1.25,10.00,75,30,67.10,39.45,A,A,0,0,,0,0,,,0,0,984.18,0.00,no service,no service,0,,,
